breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 783.25092882, -431.18218994, 1203.77006201])]","[array([-1.11738604, -0.1605776 ,  0.79742025,  0.99199511,  1.90657794,
       -0.33561384])]"
426,movej_fit,"[array([ 878.27976433, -436.5891689 , 1154.29209713])]","[array([-1.047233  , -0.08549477,  0.77425958,  1.01874941,  1.8283003 ,
       -0.34153417])]"
4450,movec_fit,"[array([ 914.95785276, -437.03614575, 1135.11270952]), array([ 951.80905788, -437.75516468, 1116.42539526])]","[array([-1.01825902, -0.05897685,  0.75833904,  1.02184398,  1.79750012,
       -0.34838294]), array([-0.98930088, -0.03263794,  0.73896926,  1.02230292,  1.76718148,
       -0.35461427])]"
7475,movec_fit,"[array([ 980.01660077, -437.8592325 , 1103.32243076]), array([1008.35473496, -438.18659713, 1090.52322501])]","[array([-0.96247342, -0.01758472,  0.71344998,  1.00929334,  1.740754  ,
       -0.36900801]), array([-0.93588588, -0.00267977,  0.68717912,  0.99513988,  1.71453283,
       -0.3821429 ])]"
10097,movec_fit,"[array([1033.14926399, -437.931518  , 1079.9239204 ]), array([1057.88463688, -438.19286163, 1069.27935216])]","[array([-0.91160952,  0.00900825,  0.66235596,  0.97976043,  1.69130063,
       -0.39665787]), array([-0.88730138,  0.02057888,  0.63656524,  0.96219434,  1.66786972,
       -0.41054569])]"
10957,movel_fit,"[array([1074.37869448, -437.36498017, 1062.93403276])]","[array([-0.86962725,  0.0264903 ,  0.61806725,  0.94765544,  1.65162729,
       -0.4218599 ])]"
12217,movel_fit,"[array([1098.31778148, -437.11175307, 1053.00796782])]","[array([-0.84532061,  0.03671052,  0.59248412,  0.92777179,  1.62875453,
       -0.43682449])]"
13639,movel_fit,"[array([1125.47137143, -436.1196371 , 1042.27086332])]","[array([-0.81737054,  0.04780219,  0.56368008,  0.90410665,  1.60316811,
       -0.45424445])]"
14914,movel_fit,"[array([1149.73710462, -434.99975527, 1032.42430356])]","[array([-0.79351594,  0.05876466,  0.53978978,  0.88486709,  1.58135746,
       -0.46837804])]"
15946,movel_fit,"[array([1169.30308624, -434.2210861 , 1024.26897812])]","[array([-0.77542689,  0.06856581,  0.52175629,  0.87109263,  1.56463628,
       -0.47873844])]"
16789,movel_fit,"[array([1185.18911589, -433.58979574, 1017.36824443])]","[array([-0.76181309,  0.07740715,  0.50830865,  0.86189365,  1.55180586,
       -0.48596201])]"
17520,movel_fit,"[array([1198.92608704, -433.00400193, 1011.25264333])]","[array([-0.75091012,  0.08568355,  0.4975817 ,  0.85562127,  1.54133126,
       -0.49118821])]"
18177,movel_fit,"[array([1211.16659236, -432.57491485, 1005.55000424])]","[array([-0.74207805,  0.09376993,  0.48882238,  0.85169037,  1.5325354 ,
       -0.49494128])]"
18780,movel_fit,"[array([1222.288665  , -432.43243703, 1000.07063849])]","[array([-0.73492973,  0.10183856,  0.48150803,  0.84962264,  1.52503112,
       -0.49759495])]"
19343,movel_fit,"[array([1232.6142165 , -432.36002173,  994.86058436])]","[array([-0.72907131,  0.10988926,  0.47537513,  0.84928413,  1.51858146,
       -0.49915293])]"
19880,movel_fit,"[array([1242.40534337, -432.2767869 ,  989.72228201])]","[array([-0.72422329,  0.11805834,  0.47024942,  0.85050256,  1.51290813,
       -0.49977815])]"
20397,movel_fit,"[array([1251.6989681 , -432.35852018,  984.56604031])]","[array([-0.72040604,  0.12646765,  0.46602292,  0.85322169,  1.50798441,
       -0.49958455])]"
20897,movel_fit,"[array([1260.57625989, -432.62189855,  979.35081185])]","[array([-0.71755174,  0.13517548,  0.46263031,  0.85742355,  1.5037405 ,
       -0.49860999])]"
21387,movel_fit,"[array([1269.15992885, -433.0126666 ,  974.06807894])]","[array([-0.71556601,  0.14424585,  0.46001943,  0.8631545 ,  1.50013054,
       -0.49680332])]"
21871,movel_fit,"[array([1277.52273941, -433.45232258,  968.66538024])]","[array([-0.71438774,  0.15372668,  0.45824027,  0.87052455,  1.49712413,
       -0.49411942])]"
22352,movel_fit,"[array([1285.70331463, -433.99210193,  963.09992137])]","[array([-0.7140359 ,  0.16373442,  0.45730415,  0.87964904,  1.49474536,
       -0.49053068])]"
22834,movel_fit,"[array([1293.73831919, -434.70115162,  957.35438822])]","[array([-0.71455059,  0.17436814,  0.45723896,  0.89067609,  1.4930373 ,
       -0.48595323])]"
23319,movel_fit,"[array([1301.67508237, -435.54032289,  951.34650285])]","[array([-0.71594096,  0.18575701,  0.45817403,  0.90384855,  1.4920619 ,
       -0.48031787])]"
23812,movel_fit,"[array([1309.61133919, -436.40004605,  945.08611796])]","[array([-0.71816323,  0.19802941,  0.46022833,  0.91947588,  1.49190256,
       -0.47340605])]"
24312,movel_fit,"[array([1317.49830296, -437.30607523,  938.56465118])]","[array([-0.72123502,  0.21122405,  0.46353562,  0.93768919,  1.49264824,
       -0.46513739])]"
