breakpoints,primitives,points
0,movej_fit,"[array([ 0.62637101,  0.83888275, -0.24449646,  1.70433192, -0.89466379,
        0.80081274])]"
6556,movec_fit,"[array([2318.52755602,  986.40650111,  711.42567124]), array([2298.92156199,  883.06796913,  684.33916669])]"
11166,movec_fit,"[array([2279.52342301,  807.6389189 ,  675.44199449]), array([2256.82349116,  732.68555256,  674.41676081])]"
16276,movec_fit,"[array([2228.91127206,  648.45585667,  679.3226732 ]), array([2199.45770377,  565.28572491,  689.35597751])]"
19064,movel_fit,"[array([2167.17470275,  473.38229098,  702.6098042 ])]"
22417,movel_fit,"[array([2128.9437771 ,  362.42887896,  722.72033866])]"
28927,movec_fit,"[array([2095.78580531,  251.63171948,  739.79709075]), array([2068.39310421,  138.67155826,  751.62674761])]"
34417,movec_fit,"[array([2053.31854879,   40.53929579,  752.40081349]), array([2047.11748306,  -57.99560294,  742.60940712])]"
39329,movec_fit,"[array([2052.20165129, -143.102636  ,  721.01575552]), array([2066.91293231, -223.19123126,  687.96757099])]"
43882,movec_fit,"[array([2089.06480715, -288.68695347,  648.16257746]), array([2118.12501131, -346.79079536,  601.91647652])]"
46882,movec_fit,"[array([2140.01158214, -380.94331666,  569.5542229 ]), array([2163.73772968, -412.52964665,  536.01413903])]"
48289,movel_fit,"[array([2184.83544274, -442.44502822,  504.83012395])]"
50000,movel_fit,"[array([2216.04267928, -474.78909475,  462.78485089])]"
