breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1040.33194066,  732.04120887,  101.73780383])]","[array([ 0.54289996,  0.10824826, -0.12490365, -0.25310143, -1.43348519,
        1.49120493])]"
499,movel_fit,"[array([1048.21797243,  716.60627929,  104.34673034])]","[array([ 0.53718701,  0.11083586, -0.11883758, -0.23602183, -1.44219451,
        1.48620697])]"
999,movel_fit,"[array([1055.70414996,  700.99789287,  107.30372033])]","[array([ 0.53194878,  0.1067961 , -0.11920422, -0.21828376, -1.44383975,
        1.48707293])]"
1499,movel_fit,"[array([1062.76370319,  685.26087515,  110.60499925])]","[array([ 0.5271683 ,  0.09978154, -0.12237142, -0.19986361, -1.44266583,
        1.490411  ])]"
1999,movel_fit,"[array([1069.38743026,  669.41066405,  114.2502303 ])]","[array([ 0.52276825,  0.09173439, -0.1264213 , -0.18085822, -1.44093917,
        1.49441762])]"
2499,movel_fit,"[array([1075.56801781,  653.46383145,  118.23742908])]","[array([ 0.51867147,  0.08353268, -0.13049847, -0.16141779, -1.43968274,
        1.49827717])]"
2999,movel_fit,"[array([1081.30041533,  637.43772268,  122.56289069])]","[array([ 0.51482059,  0.07544105, -0.13435492, -0.14167692, -1.43920121,
        1.50174494])]"
3499,movel_fit,"[array([1086.58206724,  621.35005685,  127.22121309])]","[array([ 0.51117936,  0.06742994, -0.13803141, -0.12173495, -1.43945288,
        1.50485146])]"
3999,movel_fit,"[array([1091.41302041,  605.21853183,  132.20539189])]","[array([ 0.50772438,  0.05937794, -0.1416569 , -0.10166388, -1.44028539,
        1.50771415])]"
4499,movel_fit,"[array([1095.79592575,  589.06046168,  137.50696653])]","[array([ 0.50443452,  0.05117834, -0.14534336, -0.08152639, -1.44155969,
        1.51043776])]"
4999,movel_fit,"[array([1099.73595291,  572.89246294,  143.1162012 ])]","[array([ 0.50128275,  0.042779  , -0.14914634, -0.06139183, -1.44319606,
        1.51307721])]"
5499,movel_fit,"[array([1103.24063653,  556.73019755,  149.02228685])]","[array([ 0.49823241,  0.03418244, -0.15306471, -0.04134448, -1.44517384,
        1.51563778])]"
5999,movel_fit,"[array([1106.31967141,  540.58817361,  155.2135534 ])]","[array([ 0.49523789,  0.02542641, -0.15705946, -0.02148278, -1.44750884,
        1.5180934 ])]"
6499,movel_fit,"[array([1108.98467307,  524.47960165,  161.67768283])]","[array([ 0.49224881,  0.01655944, -0.16107778, -0.00191141, -1.45022534,
        1.52040947])]"
6999,movel_fit,"[array([1111.24891797,  508.41630111,  168.40191611])]","[array([ 0.4892156 ,  0.00761983, -0.16507406,  0.0172701 , -1.45333258,
        1.52256218])]"
7499,movel_fit,"[array([1113.12707602,  492.40865081,  175.37324802])]","[array([ 4.86094953e-01, -1.37736798e-03, -1.69023376e-01,  3.59783634e-02,
       -1.45681091e+00,  1.52455012e+00])]"
7999,movel_fit,"[array([1114.63494614,  476.46557652,  182.57860543])]","[array([ 0.48285362, -0.01044477, -0.17292674,  0.05415382, -1.46060803,
        1.52639778])]"
8499,movel_fit,"[array([1115.78920319,  460.59456935,  190.00500588])]","[array([ 0.47946994, -0.01961968, -0.17680907,  0.07176368, -1.46464356,
        1.52815216])]"
8999,movel_fit,"[array([1116.60716295,  444.80172868,  197.63969409])]","[array([ 0.47593307, -0.02895655, -0.18071241,  0.08880002, -1.46881864,
        1.52987535])]"
9499,movel_fit,"[array([1117.10656978,  429.09182471,  205.47025538])]","[array([ 0.47224063, -0.03851741, -0.18468698,  0.10527441, -1.47302728,
        1.53163545])]"
9999,movel_fit,"[array([1117.30540986,  413.46837579,  213.48470568])]","[array([ 0.46839529, -0.04836274, -0.18878223,  0.1212105 , -1.47716693,
        1.53349813])]"
10499,movel_fit,"[array([1117.2217513 ,  397.93373694,  221.67155863])]","[array([ 0.46440133, -0.05854417, -0.19303958,  0.13663655, -1.48114646,
        1.53552014])]"
10999,movel_fit,"[array([1116.87361139,  382.48919615,  230.01987114])]","[array([ 0.46026165, -0.06909993, -0.1974877 ,  0.15157908, -1.4848909 ,
        1.53774545])]"
11499,movel_fit,"[array([1116.27884979,  367.13507554,  238.51926925])]","[array([ 0.45597582, -0.08005317, -0.20214059,  0.16605852, -1.48834284,
        1.54020407])]"
11999,movel_fit,"[array([1115.4550861 ,  351.87083485,  247.15995665])]","[array([ 0.45153903, -0.09141262, -0.20699813,  0.18008711, -1.49146115,
        1.54291306])]"
12499,movel_fit,"[array([1114.41963938,  336.69517478,  255.9327087 ])]","[array([ 0.44694208, -0.10317512, -0.21204845,  0.1936687 , -1.49421778,
        1.54587906])]"
12999,movel_fit,"[array([1113.18948703,  321.60613792,  264.82885471])]","[array([ 0.44217199, -0.11532898, -0.21727134,  0.20679997, -1.49659374,
        1.54910162])]"
13499,movel_fit,"[array([1111.78124027,  306.60120512,  273.84025153])]","[array([ 0.43721293, -0.12785747, -0.22264177,  0.21947224, -1.49857506,
        1.55257643])]"
13999,movel_fit,"[array([1110.21113368,  291.67738529,  282.95925124])]","[array([ 0.43204708, -0.14074167, -0.22813291,  0.2316732 , -1.50014956,
        1.55629803])]"
14499,movel_fit,"[array([1108.49502614,  276.83129691,  292.17866547])]","[array([ 0.42665521, -0.15396238, -0.23371807,  0.24338805, -1.50130463,
        1.56026156])]"
14999,movel_fit,"[array([1106.64841108,  262.05923986,  301.49172861])]","[array([ 0.4210169 , -0.16750087, -0.23937162,  0.25459984, -1.50202635,
        1.5644635 ])]"
