,breakpoints,primitives,J1,J2,J3,J4,J5,J6
59,29499,movel_fit,-0.951146616992526,-0.0817330069991679,-0.2979710495617789,-0.3666467244154519,-1.3626834008523117,2.9229604684018526
60,29999,movel_fit,-0.9511623487126304,-0.0817504484580636,-0.2980094078974247,-0.3667010038498338,-1.362691441147165,2.9229582555186338
61,30499,movel_fit,-0.9511780460955928,-0.0817678774607388,-0.2980477413538438,-0.3667552251655496,-1.362699494353086,2.9229559589721505
62,30999,movel_fit,-0.9511937091884572,-0.0817852940243084,-0.2980860499614257,-0.3668093884463035,-1.362707560450753,2.92295357887639
63,31499,movel_fit,-0.9512093380414964,-0.0818026981631958,-0.2981243337489803,-0.3668634937818244,-1.3627156394246345,2.9229511153439764
64,31999,movel_fit,-0.9512249326980866,-0.0818200898976275,-0.2981625927487958,-0.3669175412487783,-1.362723731251096,2.922948568492245
65,32499,movel_fit,-0.9512404932036568,-0.0818374692411738,-0.2982008269870615,-0.3669715309263069,-1.3627318359155696,2.9229459384423366
66,32999,movel_fit,-0.9512560196121864,-0.0818548362125805,-0.2982390364984497,-0.3670254629136847,-1.3627399533967743,2.922943225293088
67,33499,movel_fit,-0.9512715119666044,-0.081872190828148,-0.2982772213110829,-0.3670793372855537,-1.3627480836763577,2.9229404291662275
68,33999,movel_fit,-0.9512869703137968,-0.0818895331028878,-0.2983153814532144,-0.3671331541246462,-1.3627562267378752,2.922937550178502
69,34499,movel_fit,-0.9513023947007504,-0.0819068630570078,-0.298353516958515,-0.3671869135157058,-1.3627643825578044,2.9229345884384017
70,34999,movel_fit,-0.9513177851745968,-0.0819241807028067,-0.2983916278525611,-0.3672406155413717,-1.3627725511233475,2.9229315440637853
71,35499,movel_fit,-0.9513331417821068,-0.081941486059465,-0.2984297141679128,-0.3672942602855179,-1.362780732412401,2.92292841716555
72,35999,movel_fit,-0.9513484645698824,-0.0819587791432497,-0.2984677759340788,-0.3673478478309588,-1.3627889264067623,2.922925207856748
73,36499,movel_fit,-0.9513637535874632,-0.0819760599697569,-0.2985058131809668,-0.3674013782665823,-1.3627971330892592,2.9229219162465805
74,36999,movel_fit,-0.951379008874957,-0.0819933285557802,-0.2985438259362782,-0.3674548516613074,-1.3628053524407653,2.9229185424593207
75,37499,movel_fit,-0.951394230484942,-0.0820105849184757,-0.2985818142326752,-0.3675082681112192,-1.362813584442084,2.9229150865955207
76,37999,movel_fit,-0.9514094184623136,-0.0820278290747149,-0.2986197780997248,-0.3675616276956036,-1.3628218290741627,2.9229115487707795
77,38499,movel_fit,-0.95142457285134,-0.0820450610378041,-0.298657717563102,-0.3676149304915374,-1.3628300863227054,2.9229079291041686
78,38999,movel_fit,-0.951439693699406,-0.0820622808257455,-0.2986956326544825,-0.3676681765841574,-1.3628383561672008,2.922904227704364
79,39499,movel_fit,-0.9514547810556522,-0.0820794884569435,-0.2987335234066162,-0.3677213660626147,-1.36284663858664,2.9229004446755638
80,39999,movel_fit,-0.951469834961614,-0.0820966839445207,-0.2987713898440307,-0.3677744989979584,-1.362854933566911,2.9228965801425346
81,40499,movel_fit,-0.9514848554677268,-0.0821138673068215,-0.2988092319999207,-0.367827575482201,-1.3628632410871246,2.92289263420656
82,40999,movel_fit,-0.9514998426171424,-0.0821310385581023,-0.298847049900605,-0.3678805955903125,-1.362871561131685,2.9228886069874047
83,41499,movel_fit,-0.9515147964570564,-0.0821481977160209,-0.2988848435774101,-0.3679335594072155,-1.3628798936805036,2.9228844985919173
84,41999,movel_fit,-0.951529717032468,-0.0821653447970612,-0.2989226130596603,-0.367986467012665,-1.3628882387150203,2.922880309132908
85,42499,movel_fit,-0.9515446043910982,-0.0821824798161018,-0.2989603583760387,-0.368039318491776,-1.3628965962189583,2.9228760387204877
86,42999,movel_fit,-0.9515594585782612,-0.0821996027905966,-0.2989980795570157,-0.368092113925402,-1.3629049661724422,2.9228716874646605
87,43499,movel_fit,-0.9515742796385344,-0.0822167137354035,-0.2990357766301277,-0.3681448533920169,-1.362913348559088,2.922867255479848
88,43999,movel_fit,-0.9515890676170392,-0.0822338126647028,-0.2990734496224281,-0.3681975369709398,-1.3629217433634775,2.9228627428814207
89,44499,movel_fit,-0.95160382256336,-0.0822508995995653,-0.2991110985697274,-0.3682501647536864,-1.362930150560939,2.9228581497643944
90,44999,movel_fit,-0.9516185445181256,-0.0822679745509747,-0.2991487234941621,-0.3683027368088898,-1.3629385701402337,2.92285347625614
91,45499,movel_fit,-0.951633233531984,-0.0822850375370125,-0.2991863244288817,-0.3683552532292802,-1.3629470020808172,2.9228487224549227
92,45999,movel_fit,-0.9516478896444543,-0.082302088574164,-0.2992239014013145,-0.3684077140831113,-1.362955446363908,2.9228438884804606
93,46499,movel_fit,-0.9516625129072072,-0.082319127678926,-0.2992614544433809,-0.3684601194647515,-1.362963902971171,2.92283897443185
94,46999,movel_fit,-0.9516771033589304,-0.0823361548634891,-0.2992989835778064,-0.3685124694394863,-1.3629723718895852,2.9228339804343437
95,47499,movel_fit,-0.9516916610532408,-0.0823531701473608,-0.2993364888403593,-0.3685647641070522,-1.3629808530967713,2.922828906577759
96,47999,movel_fit,-0.9517061860267884,-0.0823701735430118,-0.2993739702533322,-0.3686170035281083,-1.3629893465793312,2.9228237529933727
97,48499,movel_fit,-0.9517206783308882,-0.0823871650698668,-0.2994114278515909,-0.3686691877975954,-1.362997852314887,2.9228185197734584
98,48999,movel_fit,-0.9517351380065052,-0.0824041447421743,-0.2994488616608748,-0.3687213169863239,-1.3630063702877362,2.9228132070369
99,49499,movel_fit,-0.9517495651013226,-0.0824211125742004,-0.2994862717094273,-0.3687733911795588,-1.3630149004824132,2.9228078148910104
100,49999,movel_fit,-0.9517639596617702,-0.0824380685822882,-0.2995236580271849,-0.3688254104607953,-1.363023442880538,2.922802343440213
