,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,0.8169943146226837,0.14524738484258057,-0.37501113503522454,1.4690484865415125,-0.7880580801280497,3.0534659913419864
1,2304,movel_fit,0.7847124194588138,0.1582073652331595,-0.3561476266657775,1.408572761818146,-0.8340315098456583,2.9911682995496123
2,4617,movel_fit,0.7566085715567255,0.16988661981406575,-0.353788912286062,1.3790860960183955,-0.8863438509024468,2.8859527542593537
3,7064,movel_fit,0.7261163667346526,0.17851642993171418,-0.3555053637129211,1.3402799509193646,-0.935497051489406,2.800251159154667
4,9791,movel_fit,0.691358115356524,0.17919941230184375,-0.37695621666855383,1.3181665879565971,-0.9758671107398607,2.7077607051843353
5,13041,movel_fit,0.6484895855512383,0.1678606332863642,-0.42847163392732823,1.3222045254830856,-1.003068354841457,2.6062795197742292
6,17534,movel_fit,0.5898789174680616,0.1430407451439614,-0.5429507746434565,1.4064625666954627,-1.0240108316549656,2.4361264994273797
7,23215,movel_fit,0.49854031425307843,0.11350064966750917,-0.730865015611053,1.6328507535180727,-1.0444917844683166,2.1887631444591267
8,27146,movel_fit,0.3964803515538109,0.1141328109047066,-0.8804014958314879,1.9160074280132324,-1.0875321436093213,1.9723818188302826
9,30160,movel_fit,0.27103963375777784,0.15056750065794475,-0.9829300520972266,2.2123409534172382,-1.172804593708338,1.7893093312858426
10,32705,movel_fit,0.10830038510990248,0.224112718192029,-1.0425005780522776,2.534917356675078,-1.3103788997105967,1.6487811307712905
11,35000,movel_fit,-0.08483412436783411,0.33089240106640455,-1.0444652288782148,2.8661000052958987,-1.481093337714053,1.576292152511702
12,37188,movel_fit,-0.28257802767263307,0.4513276662449057,-0.9815017440932072,3.1979410509795483,-1.6337338638743182,1.5688158957575749
13,39382,movel_fit,-0.44760835254443876,0.5760163315259689,-0.8532927606305973,3.501581280322825,-1.743578857388564,1.5755336814894363
14,41688,movel_fit,-0.5595461318517181,0.7111389674845366,-0.6624438754997297,3.746037736924127,-1.8330674256725132,1.5433631426032268
15,44217,movel_fit,-0.6165581897662644,0.8607968120016223,-0.4133102546825449,3.9063976690877156,-1.9245432572947567,1.4451400589933754
16,47074,movel_fit,-0.6260909364942933,1.0331880778333158,-0.10176491782268893,3.95991935873569,-2.025969484252859,1.265513382201906
17,49999,movel_fit,-0.6036570278380591,1.2104400768019232,0.23823397811474756,3.8964872258743033,-2.097010688642645,1.0246947918986558
