average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
124.53800014268455,140.01240869395605,118.4651679555007,5.567134112797596,0.023815220453495576,0.2059775985001168,0.005982192196252261,0.007691428831714573,5.0034738071932756e-05,0.001872665210886865,0.0,0.00011651483831584203
