breakpoints,primitives,points,q_bp
0,movej_fit,[ 861.61735197 -841.09811283  747.82895956],"[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
500,movel_fit,[ 859.22429172 -824.99531481  741.23815863],"[array([-0.95534291, -0.08842779, -0.31287764, -0.38602291, -1.36727496,
        2.91526148])]"
1000,movel_fit,[ 857.13938194 -808.68733601  735.0647252 ],"[array([-0.95573725, -0.09428904, -0.32629801, -0.40090011, -1.37418543,
        2.89597239])]"
1500,movel_fit,[ 855.3666731  -792.18782825  729.31901414],"[array([-0.95398348, -0.09912915, -0.33776716, -0.41268475, -1.38209527,
        2.87157798])]"
2000,movel_fit,[ 853.90899111 -775.51207081  724.01006397],"[array([-0.95144966, -0.10346442, -0.3483423 , -0.42377191, -1.39047955,
        2.84553226])]"
2500,movel_fit,[ 852.76762133 -758.67673864  719.14511081],"[array([-0.94873297, -0.10760001, -0.3585715 , -0.43518528, -1.39902034,
        2.81941458])]"
3000,movel_fit,[ 851.94212768 -741.69955319  714.72924091],"[array([-0.94598781, -0.11168193, -0.36866361, -0.44717614, -1.40755227,
        2.79373315])]"
3500,movel_fit,[ 851.43028039 -724.59888145  710.76517172],"[array([-0.94315902, -0.11575275, -0.37863676, -0.45963914, -1.41600825,
        2.76849209])]"
4000,movel_fit,[ 851.22806932 -707.39332894  707.25314808],"[array([-0.94012881, -0.11980629, -0.3884328 , -0.47236718, -1.42436714,
        2.74354419])]"
4500,movel_fit,[ 851.32978304 -690.10135697  704.19093836],"[array([-0.93679351, -0.12382922, -0.39799016, -0.48518017, -1.4326152 ,
        2.7187713 ])]"
5000,movel_fit,[ 851.72813648 -672.74094243  701.57391423],"[array([-0.93309153, -0.1278251 , -0.40727936, -0.49796969, -1.44072501,
        2.69414759])]"
5500,movel_fit,[ 852.41443244 -655.32928966  699.39519709],"[array([-0.92900273, -0.13182239, -0.4163104 , -0.51069578, -1.4486495 ,
        2.66973476])]"
6000,movel_fit,[ 853.37874466 -637.88259746  697.64585517],"[array([-0.92453407, -0.13587029, -0.42512271, -0.52336207, -1.45632669,
        2.64564568])]"
6500,movel_fit,[ 854.61011179 -620.41588029  696.31513557],"[array([-0.91970206, -0.14002755, -0.43376678, -0.53598657, -1.46368999,
        2.62200133])]"
7000,movel_fit,[ 856.09673364 -602.94283971  695.39071715],"[array([-0.91451812, -0.14434877, -0.44228543, -0.54857815, -1.47067978,
        2.59889563])]"
7500,movel_fit,[ 857.82616267 -585.47578106  694.85897194],"[array([-0.90897977, -0.14887257, -0.45069967, -0.56112284, -1.47725273,
        2.57637493])]"
8000,movel_fit,[ 859.78548516 -568.02556949  694.70522424],"[array([-0.90306817, -0.15361407, -0.45900173, -0.57358039, -1.48338693,
        2.55443285])]"
8500,movel_fit,[ 861.96148765 -550.60161968  694.91399891],"[array([-0.89675049, -0.15856268, -0.46715536, -0.58588848, -1.48908248,
        2.53301722])]"
9000,movel_fit,[ 864.34080603 -533.21191375  695.46925191],"[array([-0.88998546, -0.16368466, -0.47510163, -0.59797161, -1.49435812,
        2.51204439])]"
9500,movel_fit,[ 866.91005493 -515.86304265  696.35457861],"[array([-0.8827298 , -0.16892911, -0.48276807, -0.60975128, -1.49924564,
        2.49141607])]"
