breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 499.27570838, 1808.44233736, 1363.13125001])]","[array([ 1.55420178,  0.10812704,  0.72499743, -2.38216968,  1.2531234 ,
       -0.0071189 ])]"
999,moveabsj,"[array([ 501.16444903, 1822.55939516, 1354.94083923])]","[array([ 1.55201376,  0.12059571,  0.71574231, -2.38569562,  1.24733221,
       -0.00746619])]"
1999,moveabsj,"[array([ 501.74647644, 1837.1537348 , 1347.66276996])]","[array([ 1.55030847,  0.13281422,  0.70621397, -2.39013938,  1.24162673,
       -0.00825564])]"
2999,moveabsj,"[array([ 501.07258277, 1852.15824933, 1341.30544554])]","[array([ 1.54905112,  0.14474567,  0.69645801, -2.39548326,  1.23603022,
       -0.0094937 ])]"
3999,moveabsj,"[array([ 499.20736023, 1867.53793902, 1335.85805834])]","[array([ 1.54819666,  0.15638523,  0.68649283, -2.40171784,  1.23054579,
       -0.01118707])]"
4999,moveabsj,"[array([ 496.22756176, 1883.26511983, 1331.30240589])]","[array([ 1.54769365,  0.16773865,  0.67632592, -2.4088339 ,  1.22516623,
       -0.01334104])]"
5999,moveabsj,"[array([ 492.22663429, 1899.31322885, 1327.60972136])]","[array([ 1.547484  ,  0.17881938,  0.66595809, -2.41681622,  1.21987567,
       -0.01595679])]"
6999,moveabsj,"[array([ 487.31937146, 1915.65247461, 1324.73498636])]","[array([ 1.54750295,  0.18964793,  0.65538696, -2.42563666,  1.21465075,
       -0.01902808])]"
7999,moveabsj,"[array([ 481.64493449, 1932.24502188, 1322.61097079])]","[array([ 1.54768034,  0.2002507 ,  0.64461147, -2.43524639,  1.20946282,
       -0.02253731])]"
8999,moveabsj,"[array([ 475.36646147, 1949.04035229, 1321.14311087])]","[array([ 1.54794376,  0.21065834,  0.63363714, -2.44556798,  1.2042814 ,
       -0.02645147])]"
9999,moveabsj,"[array([ 468.6669798 , 1965.96857335, 1320.20653026])]","[array([ 1.5482239 ,  0.22090147,  0.62248363, -2.45648691,  1.19907958,
       -0.03071771])]"
10999,moveabsj,"[array([ 461.73855227, 1982.93913989, 1319.64544281])]","[array([ 1.54846191,  0.23100821,  0.61118963, -2.46784763,  1.19383885,
       -0.03526072])]"
11999,moveabsj,"[array([ 454.76629163, 1999.84303061, 1319.27581977])]","[array([ 1.54861749,  0.24100198,  0.59981582, -2.47945457,  1.1885527 ,
       -0.0399824 ])]"
12999,moveabsj,"[array([ 447.9122783 , 2016.55362517, 1318.8904828 ])]","[array([ 1.54867597,  0.25089735,  0.58844838, -2.49107508,  1.18322924,
       -0.04476282])]"
13999,moveabsj,"[array([ 441.29847017, 2032.9378393 , 1318.26496319])]","[array([ 1.54865232,  0.26070191,  0.57719472, -2.50245223,  1.177888  ,
       -0.04946591])]"
14999,moveabsj,"[array([ 434.99894567, 2048.86096116, 1317.16304784])]","[array([ 1.54859064,  0.27041521,  0.56618152, -2.51331528,  1.17255584,
       -0.05394507])]"
15999,moveabsj,"[array([ 429.03732837, 2064.20055799, 1315.33973382])]","[array([ 1.54855906,  0.28003556,  0.55554431, -2.5233965 ,  1.16725777,
       -0.05805174])]"
16999,moveabsj,"[array([ 423.40039603, 2078.84191407, 1312.54192945])]","[array([ 1.54864106,  0.28955859,  0.54542739, -2.53243334,  1.1620132 ,
       -0.06163796])]"
17999,moveabsj,"[array([ 418.05724029, 2092.67853936, 1308.5051103 ])]","[array([ 1.54892463,  0.29898223,  0.53597839, -2.54017059,  1.15683112,
       -0.06455845])]"
18999,moveabsj,"[array([ 412.98850959, 2105.60347882, 1302.94684786])]","[array([ 1.54949011,  0.30830921,  0.52734758, -2.54635224,  1.15170941,
       -0.06666764])]"
19999,moveabsj,"[array([ 408.22486433, 2117.49246536, 1295.56344388])]","[array([ 1.55039589,  0.31754556,  0.51969079, -2.55070758,  1.14663853,
       -0.06781416])]"
20999,moveabsj,"[array([ 403.87823527, 2128.21771144, 1286.01142975])]","[array([ 1.55166434,  0.3267232 ,  0.51314986, -2.55294907,  1.14159221,
       -0.06783845])]"
21999,moveabsj,"[array([ 400.18818789, 2137.62800916, 1273.9170603 ])]","[array([ 1.55326377,  0.33589449,  0.50785141, -2.55275981,  1.13653073,
       -0.06656805])]"
22999,moveabsj,"[array([ 397.54594561, 2145.56774475, 1258.90269345])]","[array([ 1.55509049,  0.34514298,  0.50387323, -2.5498157 ,  1.13138739,
       -0.06382833])]"
23999,moveabsj,"[array([ 396.48187439, 2151.9305859 , 1240.62757967])]","[array([ 1.55695815,  0.35460339,  0.50118493, -2.54383727,  1.12603438,
       -0.05946564])]"
24999,moveabsj,"[array([ 397.59912441, 2156.73697658, 1218.88978014])]","[array([ 1.55859671,  0.36446251,  0.49957268, -2.53469205,  1.12023711,
       -0.05339612])]"
25999,moveabsj,"[array([ 401.4138548 , 2160.25718283, 1193.7872147 ])]","[array([ 1.55967621,  0.37494477,  0.49854905, -2.52256525,  1.11360156,
       -0.04568727])]"
26999,moveabsj,"[array([ 408.09693806, 2163.13442046, 1165.90050857])]","[array([ 1.55987846,  0.38626759,  0.49730569, -2.50814498,  1.10556763,
       -0.03664605])]"
27999,moveabsj,"[array([ 417.18322827, 2166.37206054, 1136.44547229])]","[array([ 1.55903051,  0.39852801,  0.49482355, -2.49269354,  1.09556005,
       -0.02685859])]"
28999,moveabsj,"[array([ 427.44399219, 2171.05421217, 1107.18565565])]","[array([ 1.55726034,  0.41156412,  0.49021723, -2.4778114 ,  1.08331829,
       -0.01709405])]"
29999,moveabsj,"[array([ 437.11122004, 2177.88235652, 1080.02519688])]","[array([ 1.55504676,  0.42489521,  0.48317077, -2.46495705,  1.06921179,
       -0.00810483])]"
30999,moveabsj,"[array([ 444.41156443, 2186.89262384, 1056.40004018])]","[array([ 1.55307024e+00,  4.37873045e-01,  4.74107987e-01, -2.45503374e+00,
        1.05420975e+00, -4.42033835e-04])]"
31999,moveabsj,"[array([ 448.02176634, 2197.53623861, 1036.97429737])]","[array([ 1.55197424,  0.44990115,  0.46398687, -2.44835935,  1.03957124,
        0.00557278])]"
32999,moveabsj,"[array([ 447.21861712, 2209.0025692 , 1021.67204194])]","[array([ 1.55221001,  0.4606084 ,  0.45390863, -2.44486759,  1.02647998,
        0.00979386])]"
33999,moveabsj,"[array([ 441.71156309, 2220.46989597, 1010.0558927 ])]","[array([ 1.55403572,  0.46981872,  0.44486761, -2.44438307,  1.01592617,
        0.01214278])]"
34999,moveabsj,"[array([ 431.42083043, 2231.22180141, 1001.76554053])]","[array([ 1.55758122,  0.4774175 ,  0.4376537 , -2.44679215,  1.00873774,
        0.01253434])]"
35999,moveabsj,"[array([ 416.30940861, 2240.78143281,  996.86759104])]","[array([ 1.56290425,  0.48325511,  0.43272848, -2.45211612,  1.00554019,
        0.01086181])]"
