average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
389.54741481545665,406.12618642969625,348.25305399780206,17.287093244477468,0.2442830421728257,0.4852072183602659,0.057603261278204594,0.10706050320622627,0.0010235115559492397,0.007789489487978642,0.0001540088537369252,0.0008383482963212596
