,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.9513254027959377,-0.08115146848200173,-0.2966389970660417,-0.365299981378386,-1.3617436736431954,2.925744913743799
1,734,movel_fit,-0.9568601779565622,-0.09172371748295075,-0.32029733997901766,-0.3951095333820344,-1.3699302096145645,2.9094759393680674
2,1462,movel_fit,-0.954176261052055,-0.09884795443351771,-0.3370586789703993,-0.41178568295734347,-1.3813408849556976,2.8735089769404616
3,2187,movel_fit,-0.9505464398731487,-0.10508962132803386,-0.35235152198443487,-0.4280703703714259,-1.3935526138386072,2.835914020142277
4,2914,movel_fit,-0.946455908852049,-0.11098903911030879,-0.36699372963742904,-0.4449852663802975,-1.4060276892093742,2.797982259672806
5,3645,movel_fit,-0.9423863325024966,-0.11696714156111905,-0.38162358805696917,-0.4633691616945528,-1.418367313213428,2.7612831592401292
6,4384,movel_fit,-0.9376758530035767,-0.12292896288214109,-0.39591662464773636,-0.48226489808004436,-1.4306465071349128,2.7245103289790773
7,5134,movel_fit,-0.9321308196497151,-0.1289242320333799,-0.40985556361284803,-0.5014804776318335,-1.4428106883157061,2.687600362865387
8,5898,movel_fit,-0.9255612227042782,-0.1350468659706793,-0.4234517832705822,-0.520861564450744,-1.4547475409525052,2.6504876976315423
9,6680,movel_fit,-0.9179593739622085,-0.14155241865931528,-0.4369443047341457,-0.5406032024417291,-1.4662369596580411,2.61354453222397
10,7486,movel_fit,-0.9092243050693725,-0.14871856377135376,-0.45055623997541394,-0.5608584389469268,-1.477076327487856,2.5768994565746
11,8323,movel_fit,-0.89913557175083,-0.1567638011674883,-0.46439274850638945,-0.5816672861034946,-1.4871220823326503,2.5404539803873543
12,9198,movel_fit,-0.887296369990132,-0.16573818046870695,-0.4783077115293519,-0.6028330346092222,-1.4963374695281988,2.503779452141592
13,10117,movel_fit,-0.8731923982582943,-0.1754907111522439,-0.49190104289488445,-0.6239670736460315,-1.5047832917416009,2.466269187937708
14,11086,movel_fit,-0.8562485686214565,-0.18571409517428325,-0.504612477077977,-0.6446152333523738,-1.5125835897901656,2.4272472418792392
15,12118,movel_fit,-0.8357702817611958,-0.19610833170317524,-0.5159255890477568,-0.6645144887535578,-1.5198866234135526,2.38589489097418
16,13236,movel_fit,-0.8108246530355041,-0.206454013355254,-0.5253858038858958,-0.6836104769523453,-1.5267860734045138,2.3412371668791456
17,14468,movel_fit,-0.7802240665881701,-0.21649793248741558,-0.5324144680662046,-0.7018181871114786,-1.5332499075533816,2.292324350729362
18,15860,movel_fit,-0.7420409704638367,-0.2258589870363396,-0.536130769693659,-0.7189859293023428,-1.539208087057645,2.237630514169372
19,17517,movel_fit,-0.6920500593514642,-0.2338577989169636,-0.5348294324516067,-0.734859792481511,-1.5446386725417958,2.173529482437329
20,19664,movel_fit,-0.6207757460849805,-0.23884241424451905,-0.5244181207521756,-0.7482028825086964,-1.5492131232309923,2.092709937422419
21,21724,movel_fit,-0.5454962428384817,-0.23781290978986477,-0.5052116516490834,-0.7518282436361113,-1.5513340098747954,2.01814823859961
22,23449,movel_fit,-0.4773984543857992,-0.23137307303374438,-0.48188886659824703,-0.747173377282884,-1.552751885730445,1.9570249462773501
