,breakpoints,primitives,J1,J2,J3,J4,J5,J6
23,24868,movel_fit,-0.4176202499296471,-0.22117033522508223,-0.456948626867101,-0.7370197576980386,-1.555003066415999,1.906998652248253
24,26108,movel_fit,-0.36262836783229346,-0.20875049728306153,-0.4311645072569452,-0.7232304631469854,-1.5580205428055776,1.863576143997851
25,27225,movel_fit,-0.3107231663898844,-0.19492611146963326,-0.40489530082393577,-0.7064450808634036,-1.561709304502373,1.8247995756766133
26,28250,movel_fit,-0.26101123086860767,-0.18011728168829305,-0.37840686223233666,-0.687146754333092,-1.5660482307803416,1.7894908940840681
27,29204,movel_fit,-0.21278593650111333,-0.16431973303228573,-0.35163448027776245,-0.6655176249401566,-1.5712735957746338,1.7566981624324753
28,30101,movel_fit,-0.16561698752840393,-0.1474668359711019,-0.3245458033882256,-0.6417707973159568,-1.5776258548162339,1.7257441523759953
29,30951,movel_fit,-0.11923160106113428,-0.1295287482271556,-0.29716984514414513,-0.6161299022317539,-1.5852784570932765,1.6961794744715428
30,31761,movel_fit,-0.07351510704529662,-0.11059408022943819,-0.26967205665313987,-0.588887958014326,-1.5942632013318367,1.6677637946229493
31,32540,movel_fit,-0.028226378128609397,-0.09071365276715733,-0.2421513196744174,-0.5602298904009277,-1.6045732052030586,1.640248275017668
32,33290,movel_fit,0.016484514902598946,-0.07008019161851461,-0.214922887097595,-0.5305530699661299,-1.6161015041242055,1.6136373114636768
33,34021,movel_fit,0.06093331893864917,-0.04859021541005021,-0.18794833905548103,-0.4999389623118908,-1.6289049648755567,1.5876299087904953
34,34737,movel_fit,0.10509295468593827,-0.026215313116988066,-0.16134063669729493,-0.4686644910056959,-1.6430150813111828,1.5620903913043787
35,35440,movel_fit,0.14878506931292712,-0.002933669116604559,-0.13523524543846088,-0.43712596213177257,-1.6584567209411667,1.5369256629432875
36,36134,movel_fit,0.19194105554529717,0.02136988559563101,-0.10965775345330897,-0.4056418355224836,-1.6753044316513142,1.5119500656620952
37,36822,movel_fit,0.23441692755895316,0.04679522515842241,-0.08464465986664482,-0.37458346034237067,-1.693609652722645,1.4869992546437834
38,37510,movel_fit,0.2762402138800599,0.07358311051287252,-0.06009151264698409,-0.3441960093302712,-1.7135185838503577,1.461781566515198
39,38198,movel_fit,0.3170625320070961,0.1017842617257435,-0.0360687947727798,-0.3149972774329926,-1.7350370143018792,1.436181416366051
40,38892,movel_fit,0.35688228836244695,0.13173727032100885,-0.012378611064766343,-0.28726417093878925,-1.758390386785466,1.4098215184115375
41,39596,movel_fit,0.39555134594286034,0.1637321528771448,0.011116852217876172,-0.2613962821785578,-1.7837673105014396,1.3823374188275153
42,40312,movel_fit,0.4327952567899578,0.19790936580360108,0.034444757154296735,-0.23789276296404596,-1.811206779654581,1.3534372303131061
43,41044,movel_fit,0.4684557714527018,0.2343233099076207,0.05755874861186361,-0.21716952417215216,-1.8406111681725268,1.322811549758848
44,41794,movel_fit,0.5023158873523905,0.2726795972274887,0.08015754299164968,-0.19963982991144202,-1.871514859391148,1.290351198427829
45,42566,movel_fit,0.5343226114830437,0.3126347669815095,0.10190282976183784,-0.18556965528310226,-1.9033615191336433,1.2559545799288285
46,43364,movel_fit,0.564440778726095,0.3540185215543327,0.12258185600461236,-0.17523437633782152,-1.9357853333324282,1.2193935006510188
47,44190,movel_fit,0.5925009781171169,0.39696645813776016,0.14220426888465232,-0.16909886916680963,-1.9687949665744793,1.1801863767943988
48,45047,movel_fit,0.618301875870074,0.44171287141111565,0.1607832039063204,-0.16779226064743982,-2.002481922533178,1.137619696804123
49,45939,movel_fit,0.6417605093862577,0.48783070039907434,0.17781910143759738,-0.17179954831641137,-2.0361551206792905,1.091349465764895
50,46873,movel_fit,0.6630620953681952,0.5347015050476301,0.19265164768570742,-0.1812938556193432,-2.068826104433064,1.0412691853356906
51,47848,movel_fit,0.6821519632760031,0.5820936920418613,0.20495761067760032,-0.1965493034597521,-2.1000909668129895,0.9871367075315693
52,48873,movel_fit,0.6997726994888791,0.6277334182697766,0.21327721079844464,-0.21657860089075678,-2.1269892436396916,0.9308810973859454
53,49951,movel_fit,0.7156448018831534,0.6731991993919718,0.21833168723592467,-0.24231267600466874,-2.151002397887575,0.87084808353254
54,49999,movel_fit,0.7165155640642906,0.6710246462330732,0.21637036677394827,-0.2423907426684621,-2.147195580965755,0.8718771878071918
