breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 468.81064216, 1074.24882438, 2331.58631044])]","[array([ 1.42833148, -0.4491401 ,  0.64794435, -2.57099881,  1.57144588,
       -1.49481984])]"
1621,movel_fit,"[array([ 504.29806415, 1097.25275747, 2298.72466446])]","[array([ 1.41141852, -0.43244709,  0.65739369, -2.55131833,  1.56575551,
       -1.49424746])]"
3245,movel_fit,"[array([ 537.49240962, 1119.02368434, 2262.64798131])]","[array([ 1.40008067, -0.41546276,  0.66713184, -2.52558511,  1.56224132,
       -1.49116993])]"
4970,movel_fit,"[array([ 571.43088212, 1145.23975458, 2220.54708016])]","[array([ 1.38842103, -0.39662157,  0.67916322, -2.50130762,  1.55505178,
       -1.49102977])]"
6917,movec_fit,"[array([ 589.82217174, 1159.91848947, 2196.29075063]), array([ 607.95279263, 1174.67047937, 2171.93115726])]","[array([ 1.41811689, -0.43930662,  0.65382491, -2.55912669,  1.56807702,
       -1.49441778]), array([ 1.37652342, -0.374174  ,  0.6918223 , -2.47523648,  1.54634999,
       -1.49082987])]"
8708,movel_fit,"[array([ 640.95831751, 1201.45619145, 2128.04949586])]","[array([ 1.36391703, -0.35258403,  0.70223786, -2.45676849,  1.53651506,
       -1.49129552])]"
10631,movel_fit,"[array([ 675.01086856, 1229.76430096, 2083.8354658 ])]","[array([ 1.35006308, -0.32772101,  0.71008427, -2.4412284 ,  1.52573248,
       -1.49169122])]"
12656,movel_fit,"[array([ 708.88098861, 1258.05301256, 2039.43522669])]","[array([ 1.33600944, -0.30102191,  0.71620255, -2.42803858,  1.51466018,
       -1.49114882])]"
14810,movel_fit,"[array([ 742.0805987 , 1286.5427617 , 1994.11517884])]","[array([ 1.32286481, -0.2722422 ,  0.72059237, -2.41548818,  1.50399165,
       -1.48933447])]"
17113,movel_fit,"[array([ 774.55598296, 1314.98715034, 1947.51020259])]","[array([ 1.31064858, -0.24151669,  0.72358134, -2.40337373,  1.49395451,
       -1.48591387])]"
19582,movel_fit,"[array([ 806.23709526, 1342.93390663, 1899.64948898])]","[array([ 1.29950649, -0.20885771,  0.72512998, -2.39107731,  1.48515573,
       -1.48040424])]"
22229,movel_fit,"[array([ 837.42072118, 1369.39658615, 1851.34809432])]","[array([ 1.2890565 , -0.1744383 ,  0.72501696, -2.378494  ,  1.47840821,
       -1.47208103])]"
25104,movel_fit,"[array([ 868.79387363, 1392.22137279, 1802.25407227])]","[array([ 1.27942187, -0.138387  ,  0.72358102, -2.36291834,  1.47569081,
       -1.45909526])]"
27989,movel_fit,"[array([ 899.10574144, 1406.34278815, 1758.2644017 ])]","[array([ 1.27058979, -0.10427865,  0.72068821, -2.34363475,  1.47965877,
       -1.44042364])]"
30349,movel_fit,"[array([ 924.58907282, 1409.90285528, 1729.62841151])]","[array([ 1.2624015 , -0.07816916,  0.71584646, -2.32590905,  1.48904123,
       -1.4200571 ])]"
32311,movel_fit,"[array([ 946.72232118, 1406.5077954 , 1710.69548746])]","[array([ 1.25483488, -0.05788889,  0.71026922, -2.30842456,  1.50146329,
       -1.39921301])]"
33977,movel_fit,"[array([ 966.5950818 , 1398.93427177, 1698.60192757])]","[array([ 1.24740408, -0.0416675 ,  0.70406776, -2.2918622 ,  1.51523867,
       -1.37880595])]"
35842,movel_fit,"[array([ 990.03301044, 1386.34132814, 1687.96427122])]","[array([ 1.23802076, -0.02424348,  0.69575975, -2.27143979,  1.53295531,
       -1.3538408 ])]"
37574,movel_fit,"[array([1012.983135  , 1370.74542652, 1678.87183689])]","[array([ 1.22850351, -0.00854842,  0.68740315, -2.24946736,  1.55104011,
       -1.32897738])]"
39431,movel_fit,"[array([1038.35490261, 1351.29269228, 1666.08446537])]","[array([ 1.21825732,  0.00826388,  0.67904171, -2.22134596,  1.57015641,
       -1.30168   ])]"
40979,movel_fit,"[array([1060.0469638 , 1332.68476816, 1650.40657938])]","[array([ 1.21010831,  0.02245905,  0.67352287, -2.19233837,  1.5851875 ,
       -1.27863899])]"
42406,movel_fit,"[array([1080.28519177, 1315.09814589, 1631.70193   ])]","[array([ 1.20286797,  0.03602725,  0.66936314, -2.16242039,  1.59696687,
       -1.25802482])]"
43805,movec_fit,"[array([1090.42151902, 1306.69751021, 1620.7473047 ]), array([1100.28151008, 1298.77410385, 1609.23719951])]","[array([ 1.42097427, -0.44213271,  0.65223225, -2.56245177,  1.56903989,
       -1.49451354]), array([ 1.19594344,  0.05046764,  0.66584441, -2.13148092,  1.60606543,
       -1.23869922])]"
45364,movel_fit,"[array([1122.83908415, 1281.18172895, 1580.8412202 ])]","[array([ 1.18819707,  0.06667192,  0.66232895, -2.09543927,  1.61211416,
       -1.21936456])]"
47114,movel_fit,"[array([1148.39536261, 1264.2742739 , 1542.94205523])]","[array([ 1.17970514,  0.08734008,  0.65853653, -2.05420111,  1.61437693,
       -1.19931225])]"
49083,movel_fit,"[array([1176.99022373, 1250.71100409, 1497.28478805])]","[array([ 1.17019219,  0.11242169,  0.65301621, -2.01127136,  1.60996337,
       -1.18087215])]"
49999,movel_fit,"[array([1189.83239831, 1248.01713626, 1475.15618867])]","[array([ 1.16615794,  0.12518169,  0.64976976, -1.99407108,  1.60521408,
       -1.17402808])]"
