breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 929.41121372, -506.72253554,  769.04660022])]","[array([-0.64866735,  0.1167812 , -0.09699595, -0.33132048, -1.78364059,
        2.1889861 ])]"
500,movel_fit,"[array([ 929.29687604, -496.46903793,  769.02209111])]","[array([-0.64129179,  0.11153768, -0.10306743, -0.33183422, -1.78389275,
        2.19117757])]"
1000,movel_fit,"[array([ 929.12327558, -486.19544676,  769.00598958])]","[array([-0.63418799,  0.10565074, -0.10970407, -0.33279504, -1.78349577,
        2.19416159])]"
1500,movel_fit,"[array([ 928.89053804, -475.92225473,  768.99804096])]","[array([-0.62736408,  0.09912068, -0.1168905 , -0.33418488, -1.78244606,
        2.1979284 ])]"
2000,movel_fit,"[array([ 928.5985966 , -465.64945538,  768.99772379])]","[array([-0.62081377,  0.09193838, -0.12462372, -0.33598763, -1.78074204,
        2.20247315])]"
2500,movel_fit,"[array([ 928.24740161, -455.37788431,  769.0043056 ])]","[array([-0.61453179,  0.08409594, -0.13290069, -0.3381883 , -1.77838332,
        2.20779169])]"
3000,movel_fit,"[array([ 927.83691141, -445.10814822,  769.01684143])]","[array([-0.60851306,  0.07558627, -0.14171885, -0.34077298, -1.77537085,
        2.21388063])]"
3500,movel_fit,"[array([ 927.36714839, -434.84158351,  769.03417301])]","[array([-0.60275308,  0.06640413, -0.15107501, -0.34372847, -1.77170745,
        2.22073635])]"
4000,movel_fit,"[array([ 926.83809772, -424.57764555,  769.05493497])]","[array([-0.59724628,  0.05654417, -0.16096737, -0.34704277, -1.76739719,
        2.22835631])]"
4500,movel_fit,"[array([ 926.24987169, -414.3171544 ,  769.07755306])]","[array([-0.59198762,  0.04600414, -0.1713922 , -0.35070401, -1.76244686,
        2.23673644])]"
5000,movel_fit,"[array([ 925.60263196, -404.06010802,  769.10025336])]","[array([-0.58697111,  0.03478343, -0.18234543, -0.35470078, -1.75686557,
        2.24587199])]"
5500,movel_fit,"[array([ 924.89667228, -393.80673869,  769.12106882])]","[array([-0.58219009,  0.02288459, -0.19382102, -0.35902148, -1.75066564,
        2.25575604])]"
6000,movel_fit,"[array([ 924.13248451, -383.55783201,  769.13785144])]","[array([-0.57763694,  0.01031442, -0.20580997, -0.36365374, -1.74386338,
        2.26637827])]"
6500,movel_fit,"[array([ 923.31069223, -373.31328141,  769.14829296])]","[array([-0.57330208, -0.00291706, -0.21830124, -0.36858463, -1.73647864,
        2.27772551])]"
7000,movel_fit,"[array([ 922.43217252, -363.07327533,  769.14994589])]","[array([-0.56917407, -0.01679465, -0.23127977, -0.3737997 , -1.728536  ,
        2.28977963])]"
7500,movel_fit,"[array([ 921.49809489, -352.83814298,  769.14025491])]","[array([-0.56523911, -0.03129736, -0.24472588, -0.3792825 , -1.72006509,
        2.30251666])]"
8000,movel_fit,"[array([ 920.50999072, -342.60852828,  769.11659698])]","[array([-0.56148058, -0.04639753, -0.25861426, -0.38501389, -1.71110114,
        2.3159054 ])]"
8500,movel_fit,"[array([ 919.46957922, -332.38315277,  769.07632082])]","[array([-0.55787785, -0.0620636 , -0.27291647, -0.39097279, -1.70168312,
        2.32990948])]"
