breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-524.43675474, 1353.82058111,  459.31182693])]","[array([ 1.37529892,  1.33349473, -2.524099  , -1.22609197,  1.52149901,
       -4.66695956])]"
1666,moveabsj,"[array([-420.71664374, 1245.80345274,  482.91492212])]","[array([ 1.26560744,  1.02385775, -2.25819526, -1.19248509,  1.50637592,
       -4.83003248])]"
3332,moveabsj,"[array([-398.90451807, 1229.03040574,  452.61150638])]","[array([ 1.25844297,  1.00911191, -2.23919002, -1.20210831,  1.49042316,
       -4.85879115])]"
4999,moveabsj,"[array([-372.55639022, 1211.28245879,  421.81879664])]","[array([ 1.24871766,  1.0035272 , -2.24071722, -1.21352676,  1.48041804,
       -4.89725446])]"
6665,moveabsj,"[array([-343.01196916, 1195.36566364,  395.22356867])]","[array([ 1.23869617,  0.99124094, -2.23120684, -1.2281384 ,  1.4691505 ,
       -4.9292412 ])]"
8332,moveabsj,"[array([-311.2755621 , 1179.60543177,  371.7298747 ])]","[array([ 1.22680395,  0.98242627, -2.23218022, -1.24279749,  1.46034438,
       -4.96391706])]"
9999,moveabsj,"[array([-279.7407721 , 1166.10277976,  354.49633378])]","[array([ 1.2174491 ,  0.96632893, -2.22322315, -1.26115831,  1.45084757,
       -4.99092691])]"
11665,moveabsj,"[array([-248.73549064, 1151.89792388,  340.29469574])]","[array([ 1.20876466,  0.95064504, -2.21976477, -1.27854671,  1.44023077,
       -5.01842416])]"
13332,moveabsj,"[array([-219.24162538, 1136.48370604,  327.83486513])]","[array([ 1.20219135,  0.93684474, -2.22398979, -1.29483751,  1.42784892,
       -5.04772162])]"
14999,moveabsj,"[array([-191.84980938, 1120.98684174,  318.60270773])]","[array([ 1.19921274,  0.9191363 , -2.22426978, -1.31151976,  1.41251868,
       -5.07338091])]"
16665,moveabsj,"[array([-167.01284446, 1105.53328795,  312.05192178])]","[array([ 1.2001572 ,  0.89957716, -2.22385381, -1.32830219,  1.39500823,
       -5.09673806])]"
18332,moveabsj,"[array([-144.38566579, 1090.03815916,  308.00913417])]","[array([ 1.20335732,  0.87920055, -2.22447304, -1.34305448,  1.37544708,
       -5.11867678])]"
19999,moveabsj,"[array([-124.27589351, 1074.96572085,  306.5560585 ])]","[array([ 1.20852903,  0.858819  , -2.22737922, -1.35508823,  1.35445426,
       -5.139483  ])]"
21665,moveabsj,"[array([-107.02985373, 1060.93794211,  307.99227596])]","[array([ 1.21572999,  0.83821587, -2.23183769, -1.36417627,  1.33226362,
       -5.1584217 ])]"
23332,moveabsj,"[array([ -93.0040519 , 1048.29939582,  312.52230337])]","[array([ 1.22548105,  0.81683507, -2.23685887, -1.37034398,  1.30858872,
       -5.17485915])]"
24999,moveabsj,"[array([ -82.57044312, 1037.75832067,  320.70278076])]","[array([ 1.23856727,  0.79393209, -2.24096897, -1.37416736,  1.28315558,
       -5.18749427])]"
