breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1345.61951075,  540.37123365, 1618.70695548])]","[array([-0.04563562, -0.00784534,  0.10846391, -2.02896217, -1.64141196,
        2.67894796])]"
1665,moveabsj,"[array([1419.69074949,  297.65586637, 1425.26740452])]","[array([-0.18673863,  0.02948112,  0.18238733, -2.145684  , -1.60699097,
        2.5256177 ])]"
3332,moveabsj,"[array([1431.34540384,  249.50362301, 1408.87224507])]","[array([-0.21217871,  0.03150003,  0.17974008, -2.17219334, -1.59610757,
        2.51532875])]"
4999,moveabsj,"[array([1439.53410218,  198.50905072, 1394.83115554])]","[array([-0.23867325,  0.03241872,  0.17578426, -2.2004226 , -1.58776515,
        2.50526586])]"
6665,moveabsj,"[array([1444.5695671 ,  148.94042058, 1379.53170807])]","[array([-0.26378063,  0.0324582 ,  0.17412027, -2.22894975, -1.57893565,
        2.49471184])]"
8332,moveabsj,"[array([1446.46863791,   99.59940336, 1365.37082165])]","[array([-0.28854073,  0.03278754,  0.17202518, -2.25742004, -1.57294975,
        2.48525357])]"
9999,moveabsj,"[array([1444.34052125,   53.85113522, 1349.37700199])]","[array([-0.31133584,  0.03202422,  0.17378548, -2.28495483, -1.5671874 ,
        2.47589865])]"
11665,moveabsj,"[array([1439.36984276,   10.28813918, 1333.90771802])]","[array([-0.333135  ,  0.03083925,  0.17661995, -2.31144819, -1.5628453 ,
        2.4672906 ])]"
13332,moveabsj,"[array([1431.8473623 ,  -31.47763662, 1319.96695629])]","[array([-0.35428502,  0.02891454,  0.17980768, -2.33696717, -1.55999569,
        2.45952188])]"
14999,moveabsj,"[array([1421.57367827,  -70.23532131, 1305.7543842 ])]","[array([-0.37421705,  0.02536417,  0.18569485, -2.36140306, -1.55678567,
        2.45172836])]"
16665,moveabsj,"[array([1409.2175088 , -106.93501113, 1292.39505563])]","[array([-0.39349241,  0.02071208,  0.19267637, -2.38487669, -1.55399411,
        2.44426711])]"
18332,moveabsj,"[array([1395.29366576, -141.8188856 , 1279.66746312])]","[array([-0.41223464,  0.01519629,  0.20061232, -2.4074051 , -1.55128471,
        2.43703383])]"
19999,moveabsj,"[array([1380.33419789, -175.39372783, 1267.85433468])]","[array([-0.43073207,  0.0092427 ,  0.20880143, -2.42893783, -1.54883117,
        2.43014914])]"
21665,moveabsj,"[array([1364.81449483, -207.84160579, 1256.85972104])]","[array([-0.44908587,  0.00304735,  0.21710066, -2.44932819, -1.54630301,
        2.42362698])]"
23332,moveabsj,"[array([1349.231477  , -239.4912836 , 1246.54932428])]","[array([-0.46746782, -0.00333674,  0.22548894, -2.46842309, -1.54307017,
        2.41735812])]"
24999,moveabsj,"[array([1334.09630418, -270.45249606, 1236.71768032])]","[array([-0.48594669, -0.00990437,  0.23410986, -2.48588949, -1.53839157,
        2.41124706])]"
26665,moveabsj,"[array([1320.65682646, -301.24099621, 1228.0010756 ])]","[array([-0.50464746, -0.01558511,  0.24147926, -2.50120938, -1.53253259,
        2.4056626 ])]"
28332,moveabsj,"[array([1309.38645343, -331.46000276, 1220.49636181])]","[array([-0.52341689, -0.02015787,  0.24752159, -2.51364419, -1.52545975,
        2.40088879])]"
29999,moveabsj,"[array([1300.75402134, -360.37612598, 1214.17997623])]","[array([-0.54193965, -0.023757  ,  0.25260354, -2.52230274, -1.5167627 ,
        2.39706108])]"
31665,moveabsj,"[array([1296.54094276, -388.11600862, 1210.20418889])]","[array([-0.55993727, -0.02522551,  0.25482412, -2.52627701, -1.50679897,
        2.39468763])]"
33332,moveabsj,"[array([1296.74759672, -413.8535145 , 1209.59443369])]","[array([-0.57713329, -0.0249526 ,  0.2539875 , -2.52476275, -1.49638867,
        2.39424366])]"
34999,moveabsj,"[array([1298.92940565, -435.82534147, 1212.2724906 ])]","[array([-0.59348387, -0.02545876,  0.25286114, -2.51743769, -1.4861057 ,
        2.39544322])]"
36665,moveabsj,"[array([1311.60978482, -455.70223758, 1217.18839994])]","[array([-0.60637216, -0.01942565,  0.24512099, -2.50431888, -1.47369192,
        2.39923876])]"
38332,moveabsj,"[array([1319.04047943, -471.82760559, 1226.51368954])]","[array([-0.62043842, -0.02068576,  0.24205767, -2.48738917, -1.46284079,
        2.40268112])]"
39999,moveabsj,"[array([1339.86971474, -488.35296694, 1237.20401425])]","[array([-0.62994482, -0.01399873,  0.23078513, -2.46711371, -1.44625466,
        2.40780865])]"
41665,moveabsj,"[array([1358.29450512, -504.9081676 , 1250.20659867])]","[array([-0.64025673, -0.01262533,  0.22305389, -2.44573378, -1.42659743,
        2.41061738])]"
43332,moveabsj,"[array([1382.73214429, -523.2796042 , 1262.90465173])]","[array([-0.64820936, -0.00866426,  0.21305205, -2.42437041, -1.40085195,
        2.41242979])]"
44999,moveabsj,"[array([1408.95900523, -544.17339705, 1274.97869326])]","[array([-0.65540015, -0.00488276,  0.20362622, -2.40412416, -1.36979777,
        2.41200899])]"
46665,moveabsj,"[array([1439.60292083, -569.21127153, 1286.59528166])]","[array([-6.61184665e-01,  1.68370417e-03,  1.91591630e-01, -2.38574592e+00,
       -1.33318056e+00,  2.41011425e+00])]"
48332,moveabsj,"[array([1468.87023656, -597.23478879, 1296.30567535])]","[array([-0.66706536,  0.00748376,  0.18174138, -2.36975436, -1.29295565,
        2.4055935 ])]"
49999,moveabsj,"[array([1526.19577535, -811.82954533, 1252.10889823])]","[array([-0.75137972,  0.08839748,  0.14847943, -2.31314236, -1.18070739,
        2.29826019])]"
