breakpoints,primitives,points,q_bp
0,movej_fit,"[array([334.68918275, 395.03026003, 380.80383854])]","[array([-1.07286689,  0.41058583, -2.51145475,  2.77499302,  1.13992929,
       -1.67332163])]"
500,movel_fit,"[array([336.95170836, 392.54333688, 380.28927381])]","[array([-1.0772462 ,  0.41094308, -2.51081309,  2.77300794,  1.14096514,
       -1.6715203 ])]"
1000,movel_fit,"[array([339.09495182, 390.10622024, 379.57673521])]","[array([-1.0814013 ,  0.41105398, -2.50991617,  2.7710292 ,  1.14172428,
       -1.66981521])]"
1500,movel_fit,"[array([341.11550162, 387.72600803, 378.66846159])]","[array([-1.08532236,  0.41091714, -2.50876484,  2.76906034,  1.14220388,
       -1.66821162])]"
2000,movel_fit,"[array([343.01483585, 385.40423524, 377.5660083 ])]","[array([-1.08900874,  0.41053221, -2.50735922,  2.76710102,  1.14240365,
       -1.66671094])]"
2500,movel_fit,"[array([344.79442568, 383.14220433, 376.27123974])]","[array([-1.09245941,  0.40989899, -2.50569984,  2.76515137,  1.14232336,
       -1.66531463])]"
3000,movel_fit,"[array([346.4559837 , 380.94070558, 374.78630746])]","[array([-1.09567348,  0.40901745, -2.50378761,  2.76321177,  1.14196309,
       -1.66402396])]"
3500,movel_fit,"[array([348.00135125, 378.80018875, 373.11387497])]","[array([-1.09865005,  0.40788795, -2.50162413,  2.761283  ,  1.14132335,
       -1.66284008])]"
4000,movel_fit,"[array([349.43293392, 376.7201871 , 371.25678368])]","[array([-1.10138907,  0.40651114, -2.49921126,  2.75936577,  1.14040508,
       -1.66176365])]"
4500,movel_fit,"[array([350.75324865, 374.69996951, 369.21866844])]","[array([-1.10389052,  0.40488838, -2.4965519 ,  2.75746128,  1.13920996,
       -1.6607952 ])]"
5000,movel_fit,"[array([351.96529731, 372.73806029, 367.00370766])]","[array([-1.10615526,  0.40302171, -2.49364974,  2.75557076,  1.13774051,
       -1.65993478])]"
5500,movel_fit,"[array([353.07246852, 370.83243271, 364.61693541])]","[array([-1.10818484,  0.40091419, -2.49050964,  2.75369565,  1.13600035,
       -1.65918206])]"
6000,movel_fit,"[array([354.07857138, 368.98054613, 362.06447472])]","[array([-1.10998176,  0.3985702 , -2.48713798,  2.75183762,  1.13399457,
       -1.65853621])]"
6500,movel_fit,"[array([354.98802838, 367.17908204, 359.35331523])]","[array([-1.11154994,  0.39599543, -2.48354241,  2.74999818,  1.13172966,
       -1.65799582])]"
7000,movel_fit,"[array([355.80578122, 365.42418247, 356.49170482])]","[array([-1.11289465,  0.39319728, -2.47973238,  2.74817888,  1.12921402,
       -1.65755887])]"
