primitives,points,q_bp
movej_fit,"[array([  969.34563449, -1169.48937197,   492.80566743])]","[array([-1.02684719,  1.44833801,  1.89377084, -0.50666949, -1.55216043,
        1.82429645])]"
movel_fit,"[array([ 1055.47596029, -1142.13562815,   493.31130185])]","[array([-0.96261787,  1.46073745,  1.894209  , -0.49082392, -1.48159086,
        1.81771045])]"
movel_fit,"[array([ 1106.14412761, -1126.3216467 ,   492.54134952])]","[array([-0.92586208,  1.46853318,  1.89077265, -0.48193347, -1.43489214,
        1.81917509])]"
movel_fit,"[array([ 1153.76248499, -1114.73355266,   504.23018958])]","[array([-0.89062381,  1.47355078,  1.89582486, -0.46680829, -1.38316798,
        1.82567799])]"
movel_fit,"[array([ 1199.89856366, -1106.12447678,   527.41580741])]","[array([-0.85530941,  1.47738904,  1.90897176, -0.44442146, -1.32531129,
        1.83778245])]"
movel_fit,"[array([ 1252.72510489, -1096.84269864,   562.04748542])]","[array([-0.81360638,  1.48613686,  1.93411046, -0.41219048, -1.25101754,
        1.85630646])]"
movel_fit,"[array([ 1286.90065723, -1088.23753087,   581.27437406])]","[array([-0.78723224,  1.49285413,  1.94554166, -0.39466633, -1.20218989,
        1.86767179])]"
movel_fit,"[array([ 1315.32364479, -1077.69354021,   591.68003481])]","[array([-0.76646622,  1.49730101,  1.94703052, -0.38671192, -1.16490008,
        1.87541952])]"
movel_fit,"[array([ 1337.6933385 , -1066.53337354,   594.36659782])]","[array([-0.75107372,  1.50051334,  1.94290594, -0.38634019, -1.13937606,
        1.87850667])]"
movel_fit,"[array([ 1357.7665681 , -1053.91043125,   591.38292247])]","[array([-0.7379029 ,  1.50514849,  1.93778583, -0.39090211, -1.12031415,
        1.87825804])]"
movel_fit,"[array([ 1377.42351149, -1038.94842701,   581.8384043 ])]","[array([-0.72603397,  1.5104713 ,  1.92858352, -0.40172457, -1.10574799,
        1.87446574])]"
movel_fit,"[array([ 1397.94729175, -1020.51571479,   562.64959971])]","[array([-0.71503262,  1.51836724,  1.91451687, -0.42110051, -1.09481963,
        1.86611462])]"
movel_fit,"[array([1419.37866258, -998.92895269,  529.81551171])]","[array([-0.70599714,  1.52876083,  1.88999005, -0.45300249, -1.08613018,
        1.85225204])]"
movel_fit,"[array([1439.4705496 , -978.24728236,  484.94817528])]","[array([-0.70081788,  1.53982051,  1.85155272, -0.49640527, -1.07566945,
        1.8334303 ])]"
movel_fit,"[array([1456.91071674, -961.93917758,  435.0342364 ])]","[array([-0.69887643,  1.55200976,  1.80609166, -0.54407716, -1.05885745,
        1.81014215])]"
movel_fit,"[array([1471.21625301, -950.87763417,  393.70919018])]","[array([-0.69714653,  1.56327858,  1.76745918, -0.58296581, -1.03720296,
        1.7865982 ])]"
movel_fit,"[array([1482.44024382, -942.28087445,  370.87719193])]","[array([-0.693104  ,  1.57403415,  1.75175088, -0.60420086, -1.02012826,
        1.77116058])]"
movel_fit,"[array([1492.15435776, -933.34190025,  361.46923168])]","[array([-0.68754743,  1.57840499,  1.74307312, -0.61623018, -1.008985  ,
        1.7643274 ])]"
movel_fit,"[array([1501.89211499, -922.85247462,  361.08914207])]","[array([-0.67973872,  1.57939896,  1.74083328, -0.62077301, -1.00167184,
        1.76234594])]"
movel_fit,"[array([1512.54051303, -910.05871873,  369.31058352])]","[array([-0.66924808,  1.57719979,  1.74420413, -0.61897168, -0.99712896,
        1.76543976])]"
movel_fit,"[array([1523.83930676, -895.84901675,  386.95250836])]","[array([-0.65622419,  1.57329228,  1.75620483, -0.60979188, -0.99444079,
        1.77335441])]"
movel_fit,"[array([1537.00719068, -880.15052296,  419.33481686])]","[array([-0.63947721,  1.56359047,  1.77437093, -0.59176229, -0.9902875 ,
        1.7883606 ])]"
