breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 265.51097797, -426.19369806,  643.23680738])]","[array([ 0.15835668,  0.1095406 ,  1.01243481,  0.68974533, -0.83773562,
       -6.01580333])]"
1665,moveabsj,"[array([ 259.65181362, -429.95289204,  641.79190368])]","[array([ 0.14618757,  0.10974711,  1.01029381,  0.69211206, -0.83638451,
       -6.01345982])]"
3332,moveabsj,"[array([ 252.46275984, -434.53338629,  638.23233272])]","[array([ 0.13185508,  0.11308994,  1.0114966 ,  0.69690544, -0.83276539,
       -6.01091483])]"
4999,moveabsj,"[array([ 243.95215787, -439.82296976,  632.61009954])]","[array([ 0.11549737,  0.11960244,  1.01599255,  0.70400698, -0.82681076,
       -6.00818658])]"
6665,moveabsj,"[array([ 234.10803214, -445.68340967,  625.06391288])]","[array([ 0.097288  ,  0.12923215,  1.02361449,  0.71320936, -0.81851539,
       -6.00529799])]"
8332,moveabsj,"[array([ 222.93470798, -451.93877989,  615.85325016])]","[array([ 0.077459  ,  0.14178428,  1.0340209 ,  0.72418848, -0.80798781,
       -6.00229042])]"
9999,moveabsj,"[array([ 210.55883229, -458.34215456,  605.43258048])]","[array([ 0.05641531,  0.15678853,  1.04657973,  0.73643149, -0.79556793,
       -5.9992482 ])]"
11665,moveabsj,"[array([ 197.28560434, -464.59554097,  594.44963688])]","[array([ 0.03473151,  0.17343529,  1.06032899,  0.74925211, -0.78188791,
       -5.99629454])]"
13332,moveabsj,"[array([ 183.61068589, -470.39884799,  583.67104015])]","[array([ 0.01309386,  0.19060428,  1.07404041,  0.76187415, -0.76785566,
       -5.99356647])]"
14999,moveabsj,"[array([ 170.25350415, -475.47840514,  573.92788366])]","[array([-0.00767325,  0.20687352,  1.08627832,  0.77347286, -0.75464385,
       -5.99119188])]"
16665,moveabsj,"[array([ 158.06799077, -479.64002473,  566.00646195])]","[array([-0.02671338,  0.22066385,  1.09555756,  0.78327068, -0.74355537,
       -5.98925389])]"
18332,moveabsj,"[array([ 147.96013129, -482.77586265,  560.6244573 ])]","[array([-0.04318636,  0.2303241 ,  1.10040873,  0.79054574, -0.73593142,
       -5.98778231])]"
19999,moveabsj,"[array([ 140.90393651, -484.81006998,  558.53764638])]","[array([-0.05614826,  0.23405122,  1.09928329,  0.79450687, -0.73319165,
       -5.98677533])]"
21665,moveabsj,"[array([ 137.87292068, -485.64401144,  560.64833692])]","[array([-0.06453047,  0.22986191,  1.09045747,  0.79419304, -0.73683327,
       -5.98621221])]"
23332,moveabsj,"[array([ 139.69438353, -485.07427469,  568.14088444])]","[array([-0.06714167,  0.21558847,  1.07191813,  0.78836496, -0.74841579,
       -5.98605444])]"
24999,moveabsj,"[array([ 146.59217603, -482.7399595 ,  582.43792769])]","[array([-0.06291553,  0.1892455 ,  1.04157174,  0.77559162, -0.76927372,
       -5.98620026])]"
26665,moveabsj,"[array([ 157.20525674, -478.2599563 ,  604.60368355])]","[array([-0.05179703,  0.15013963,  0.99819416,  0.75488453, -0.79973514,
       -5.98634318])]"
28332,moveabsj,"[array([ 167.55407507, -471.82738089,  633.62691335])]","[array([-0.03634707,  0.10100985,  0.94380241,  0.72736393, -0.83774958,
       -5.98582314])]"
29999,moveabsj,"[array([ 172.26756976, -464.94599002,  664.52265603])]","[array([-0.02250128,  0.04977206,  0.8863251 ,  0.6980524 , -0.8779074 ,
       -5.98411531])]"
31665,moveabsj,"[array([ 169.32819025, -459.64160442,  690.53824358])]","[array([-0.01607458,  0.00641349,  0.83685783,  0.67367286, -0.91332769,
       -5.98194287])]"
33332,moveabsj,"[array([ 161.6929365 , -456.9521175 ,  707.31499413])]","[array([-0.01878667, -0.02180389,  0.80378954,  0.65860878, -0.93825506,
       -5.98072625])]"
34999,moveabsj,"[array([ 153.68822503, -457.17778511,  712.80337572])]","[array([-0.02961911, -0.03032249,  0.79223297,  0.65510552, -0.94826943,
       -5.98127136])]"
36665,moveabsj,"[array([ 147.51333882, -460.68999751,  705.51871813])]","[array([-0.04811383, -0.01555926,  0.80591685,  0.66486958, -0.94000768,
       -5.98394737])]"
38332,moveabsj,"[array([ 140.63772231, -467.91674174,  684.51249189])]","[array([-0.07659521,  0.02439767,  0.84632278,  0.6889971 , -0.91267709,
       -5.98910781])]"
39999,moveabsj,"[array([ 125.70138182, -478.33046209,  651.17612825])]","[array([-0.11883329,  0.0870339 ,  0.90935042,  0.72657183, -0.87007664,
       -5.99615294])]"
41665,moveabsj,"[array([  98.7603099 , -488.46447837,  614.16382276])]","[array([-0.17088774,  0.15857599,  0.97835596,  0.76968359, -0.82330388,
       -6.00267405])]"
43332,moveabsj,"[array([  68.83773112, -494.34295064,  586.17480908])]","[array([-0.2181546 ,  0.21704107,  1.03068909,  0.80516168, -0.78691879,
       -6.00702907])]"
44999,moveabsj,"[array([  48.76913168, -496.05476656,  573.30912274])]","[array([-0.24806923,  0.24646456,  1.05361065,  0.82457292, -0.77033672,
       -6.00881025])]"
46665,moveabsj,"[array([  46.63446065, -495.35444628,  577.54658259])]","[array([-0.25303649,  0.2370532 ,  1.04088839,  0.82308666, -0.77871759,
       -6.00739361])]"
48332,moveabsj,"[array([  61.37660461, -492.0972758 ,  599.70078342])]","[array([-0.23243508,  0.18747833,  0.99133333,  0.79959325, -0.81280323,
       -6.00215009])]"
49999,moveabsj,"[array([  79.56077418, -484.56258444,  636.87295289])]","[array([-0.19767508,  0.10848461,  0.91208637,  0.76011081, -0.86773142,
       -5.99273856])]"
