x,y,z
2327.207869020596,1084.4215667508295,757.5054705905103
2327.206903608253,1084.3928621452753,757.4887098938077
2327.2059371514233,1084.3641566534363,757.4719507752616
2327.2049696501113,1084.3354502754255,757.4551932349386
2327.20400110432,1084.3067430113563,757.4384372729046
2327.2030315140537,1084.2780348613421,757.421682889226
2327.2020608793164,1084.2493258254965,757.4049300839688
2327.2010892001117,1084.2206159039324,757.3881788571994
2327.2001164764433,1084.1919050967638,757.3714292089835
2327.199142708315,1084.1631934041036,757.3546811393877
2327.198167895731,1084.1344808260653,757.3379346484778
2327.197192038695,1084.1057673627624,757.3211897363201
2327.1962151372104,1084.0770530143084,757.3044464029808
2327.195237191282,1084.0483377808164,757.287704648526
2327.194258200913,1084.0196216623997,757.2709644730216
2327.193278166107,1083.9909046591722,757.2542258765341
2327.1922970868686,1083.962186771247,757.2374888591291
2327.1913149632014,1083.9334679987376,757.2207534208732
2327.190331795109,1083.9047483417573,757.2040195618321
2327.189347582596,1083.8760278004197,757.187287282072
2327.1883623256654,1083.847306374838,757.1705565816592
2327.1873760243216,1083.8185840651256,757.1538274606596
2327.1863886785686,1083.7898608713963,757.137099919139
2327.1854002884097,1083.7611367937632,757.120373957164
2327.184410853849,1083.73241183234,757.1036495748003
2327.183420374891,1083.7036859872396,757.0869267721141
2327.182428851539,1083.674959258576,757.0702055491713
2327.181436283797,1083.6462316464629,757.0534859060378
2327.1804426716694,1083.617503151013,757.0367678427801
2327.17944801516,1083.58877377234,757.0200513594639
2327.178452314272,1083.5600435105573,757.0033364561552
2327.17745556901,1083.5313123657788,756.98662313292
2327.1764577793774,1083.5025803381175,756.9699113898246
2327.1754589453785,1083.4738474276871,756.9532012269347
2327.174459067018,1083.4451136346008,756.9364926443163
2327.1734581442984,1083.4163789589725,756.9197856420354
2327.1724561772244,1083.3876434009155,756.9030802201582
2327.1714531658,1083.358906960543,756.8863763787504
2327.170449110029,1083.330169637969,756.8696741178783
2327.169444009916,1083.3014314333063,756.8529734376074
2327.1684378654636,1083.2726923466691,756.8362743380039
2327.1674306766768,1083.2439523781707,756.8195768191338
2327.1664224435594,1083.215211527924,756.802880881063
2327.1654131661153,1083.1864697960436,756.7861865238574
2327.164402844349,1083.157727182642,756.7694937475828
2327.1633914782633,1083.1289836878334,756.7528025523054
2327.162379067863,1083.1002393117308,756.7361129380911
2327.1613656131526,1083.071494054448,756.7194249050056
2327.1603511141348,1083.0427479160985,756.7027384531148
2327.1593355708146,1083.0140008967958,756.6860535824848
2327.158318983196,1082.9852529966533,756.6693702931813
2327.1573013512825,1082.9565042157847,756.6526885852703
2327.1562826750783,1082.9277545543036,756.6360084588177
2327.155262954587,1082.8990040123233,756.6193299138893
2327.154242189814,1082.8702525899573,756.6026529505509
2327.153220380762,1082.8415002873196,756.5859775688684
