,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.6474660172262823,0.11920546947029738,-0.09472134508497776,-0.3298626690898892,-1.7859461543873592,2.186341447709224
1,3171,movel_fit,-0.608479841465555,0.06918637122865293,-0.14800598179703894,-0.34631808657056135,-1.768306696947617,2.1942614170991757
2,6356,movel_fit,-0.5809962838702392,-0.00905469174660209,-0.22419271223010084,-0.3799204878057958,-1.7240940636299047,2.230865569442391
3,9658,movel_fit,-0.5639215723446842,-0.11946048834926641,-0.3263240608847624,-0.43159150291642634,-1.6536349460541535,2.2946258361806646
4,13655,movel_fit,-0.5531684031877724,-0.2799786469711722,-0.4706460419383549,-0.5141361197665357,-1.550992891614493,2.3801981121106968
5,16297,movel_fit,-0.5437684174867456,-0.3873451348160679,-0.565154941920978,-0.5755026805196983,-1.4838604774819482,2.397790012762798
6,18501,movel_fit,-0.5267494902245238,-0.46511992280139736,-0.6312603721399759,-0.623417064495205,-1.434067595123657,2.3632937494633555
7,20232,movel_fit,-0.50234989349096,-0.5140750534237938,-0.6700231542498978,-0.6526752138499694,-1.3968560809318011,2.2872489634506885
8,21788,movel_fit,-0.46726106534423195,-0.5415708200075083,-0.6880214607341442,-0.663741140450822,-1.3667011735901822,2.181254534991729
9,23313,movel_fit,-0.41735184248358514,-0.5437019330639059,-0.6825524985923606,-0.652146773260011,-1.3450217873274999,2.041587214274877
10,24912,movel_fit,-0.34978273578440877,-0.5068981091931343,-0.6442290779175543,-0.612518655671946,-1.3435048510476533,1.868322164535254
11,26605,movel_fit,-0.270189489015074,-0.4144153528775209,-0.5635228886698038,-0.5503059633236216,-1.3837612078642556,1.6732369462097554
12,28289,movel_fit,-0.1968932067424234,-0.2740068652041409,-0.4517369866526315,-0.4926158410257356,-1.473707766768417,1.4937291981420302
13,29985,movel_fit,-0.13943353282259885,-0.11490581105004691,-0.3346755002647268,-0.46115726517500943,-1.5928506146580401,1.354936447352931
14,31620,movel_fit,-0.1000495307502689,0.023575686531697726,-0.2416973459082068,-0.46014787340294555,-1.7057536063853136,1.2877903427424284
15,32954,movel_fit,-0.07691352026542297,0.11441824212790526,-0.1869531223605554,-0.4775154313672125,-1.7869513435354398,1.3035774818912773
16,34048,movel_fit,-0.06047873581233265,0.17405107526962685,-0.15396696546481925,-0.4982706629642938,-1.8471429149524154,1.367531931348259
17,35023,movel_fit,-0.04525829289815331,0.21247037343720504,-0.1335391120405205,-0.5156573821405828,-1.8925490854977238,1.4591557421796646
18,35974,movel_fit,-0.028561066006247415,0.2313326030571841,-0.12283215678394188,-0.5261425760418731,-1.9224876681080003,1.565798903215488
19,36983,movel_fit,-0.009225366657624079,0.2240237414009015,-0.12483242544663531,-0.5275406241129895,-1.9284256758679879,1.6789935254837853
20,38130,movel_fit,0.013191838773225495,0.17522641309260176,-0.14941011327718856,-0.5189595617910306,-1.8930395972440341,1.7907515705777808
21,39387,movel_fit,0.03797925026870397,0.06966066105114743,-0.21093590246763005,-0.5032921659055261,-1.798372950261621,1.8872509040522272
22,40646,movel_fit,0.06525500040110765,-0.08022844462925621,-0.3091862007368902,-0.4886993633548963,-1.655349072881991,1.9582502795300545
23,41921,movel_fit,0.0974001074029589,-0.24816220892647375,-0.4297203042856621,-0.48163182641766095,-1.4890435597500338,1.994526616468581
24,43117,movel_fit,0.13017857284423684,-0.39560682791048274,-0.5432190782403066,-0.48654701089991687,-1.3343293483924896,1.9710381440762141
25,44099,movel_fit,0.1569420203276728,-0.5024986000810537,-0.6300068602793978,-0.5014504324449456,-1.210673851647269,1.8876924022099701
26,44917,movel_fit,0.1831486134719893,-0.5807892679907063,-0.6950741614935829,-0.5133699735021405,-1.1065620973671073,1.7605955254483356
27,45664,movel_fit,0.21488327603230672,-0.6353681794758026,-0.740398549695195,-0.5094599368338777,-1.01601383737889,1.5954013530221778
28,46414,movel_fit,0.25315884145302725,-0.6608097043855048,-0.7610375760009931,-0.4811457622268823,-0.9456003413817714,1.3998256370056983
29,47248,movel_fit,0.2902765059951333,-0.6432380673642667,-0.7459857847457867,-0.43508826377202897,-0.9151828185155024,1.1920443968164054
30,48238,movel_fit,0.3097801885347895,-0.5622295202965096,-0.6785751430844797,-0.40106878496335,-0.9563638334934295,1.0119417186035295
31,49312,movel_fit,0.301429751985955,-0.4174327447210688,-0.5596551238587493,-0.40667426610579904,-1.0793844708047888,0.9014989514814086
32,49999,movel_fit,0.2875356561640543,-0.30567050533346857,-0.47027346122404445,-0.42626299963818776,-1.1844001764699228,0.8618362007057851
