breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2276.6322357 ,  373.49374852,  999.50312125])]","[array([ 0.10244532,  0.66974751,  0.38362187, -0.21223095, -1.57087947,
        0.0367371 ])]"
1000,movel_fit,"[array([2275.62978934,  371.55873392, 1012.6527275 ])]","[array([ 0.1016039 ,  0.66381871,  0.38304324, -0.21237911, -1.57197792,
        0.03691582])]"
2000,movel_fit,"[array([2275.54077807,  367.72213835, 1025.98224375])]","[array([ 0.10024602,  0.65826163,  0.38174256, -0.21133704, -1.57287581,
        0.03628859])]"
3000,movel_fit,"[array([2276.38474979,  362.01316953, 1039.48357809])]","[array([ 0.09838935,  0.65311041,  0.37967728, -0.20908892, -1.57355569,
        0.03484025])]"
4000,movel_fit,"[array([2278.1801193 ,  354.47967412, 1053.1745892 ])]","[array([ 0.09606163,  0.64839665,  0.37678869, -0.2056163 , -1.57399953,
        0.0325573 ])]"
5000,movel_fit,"[array([2280.94314862,  345.19445671, 1067.07905545])]","[array([ 0.09330317,  0.64415731,  0.37300502, -0.200899  , -1.57418841,
        0.02942845])]"
6000,movel_fit,"[array([2284.68001727,  334.26455422, 1081.22337977])]","[array([ 0.09016904,  0.64043119,  0.36824977, -0.19492228, -1.57410464,
        0.02544935])]"
7000,movel_fit,"[array([2289.37655385,  321.8402922 , 1095.63487552])]","[array([ 0.08673021,  0.6372524 ,  0.36245331, -0.18768641, -1.57373505,
        0.02062879])]"
8000,movel_fit,"[array([2294.9865084 ,  308.12260911, 1110.33904332])]","[array([ 0.08307321,  0.63464199,  0.35556799, -0.17921872, -1.57307487,
        0.01499586])]"
9000,movel_fit,"[array([2301.41983898,  293.36632303, 1125.35585529])]","[array([ 0.07929727,  0.63259833,  0.34758588, -0.16958706, -1.57213223,
        0.00860735])]"
10000,movel_fit,"[array([2308.53169197,  277.88034506, 1140.69242011])]","[array([ 7.55092537e-02,  6.31087707e-01,  3.38558751e-01, -1.58915330e-01,
       -1.57093267e+00,  1.55576168e-03])]"
11000,movel_fit,"[array([2316.11669705,  262.01844662, 1156.33813547])]","[array([ 0.07181535,  0.63003578,  0.3286148 , -0.14739576, -1.56952274,
       -0.00602556])]"
12000,movel_fit,"[array([2323.90982805,  246.16351159, 1172.2606359 ])]","[array([ 0.06831128,  0.62932267,  0.31796936, -0.13529636, -1.56797204,
       -0.01396042])]"
13000,movel_fit,"[array([2331.59184415,  230.71308066, 1188.39856828])]","[array([ 0.06507409,  0.62878284,  0.30693059, -0.12296588, -1.56637363,
       -0.02202882])]"
14000,movel_fit,"[array([2338.80378618,  216.05856787, 1204.66333057])]","[array([ 0.06215502,  0.62820953,  0.29589161, -0.11082662, -1.56484171,
       -0.02997245])]"
15000,movel_fit,"[array([2345.16104435,  202.57573202, 1220.93599056])]","[array([ 0.05957801,  0.62736351,  0.28531953, -0.09936655, -1.56350848,
       -0.03749903])]"
16000,movel_fit,"[array([2350.27053857,  190.61351316, 1237.07636553])]","[array([ 0.05734079,  0.62598297,  0.27573329, -0.08912034, -1.56251953,
       -0.04429211])]"
17000,movel_fit,"[array([2353.73660961,  180.50423423, 1252.91742538])]","[array([ 0.05542221,  0.62379347,  0.26769151, -0.08066178, -1.5620312 ,
       -0.05001262])]"
