breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([406.99597564, -17.18215615, 814.51508325])]","[array([-1.26692433, -1.10557282, -1.07324292, -2.1489028 , -2.18379786,
       -0.02270902])]"
4484,movel_fit,"[array([484.14033295, -64.98689639, 928.68350868])]","[array([-1.21519902, -0.94495797, -0.88068846, -2.07959265, -2.0941271 ,
        0.03736114])]"
9044,movel_fit,"[array([ 529.3587645 ,  -94.83230827, 1005.21959147])]","[array([-1.24222185, -0.87974334, -0.73722924, -2.01301254, -2.01911864,
        0.08717707])]"
14888,movel_fit,"[array([ 583.87089871, -129.16454659, 1106.61599812])]","[array([-1.29234018, -0.81677809, -0.52993494, -1.89753554, -1.90191244,
        0.16087542])]"
17620,movel_fit,"[array([ 610.5748667 , -144.23531505, 1153.67818999])]","[array([-1.28577462, -0.77511833, -0.43605131, -1.85315265, -1.8500122 ,
        0.18923332])]"
20158,movel_fit,"[array([ 637.84012846, -159.95907112, 1195.37578406])]","[array([-1.25834532, -0.72673011, -0.36204187, -1.83108849, -1.80629861,
        0.20428559])]"
22343,movel_fit,"[array([ 664.11270363, -175.86525227, 1228.26004935])]","[array([-1.21339173, -0.66912284, -0.31318367, -1.84130729, -1.78374715,
        0.20494209])]"
24531,movel_fit,"[array([ 693.33820457, -193.72433088, 1257.52618496])]","[array([-1.14904298, -0.59588431, -0.28184688, -1.88950613, -1.78089894,
        0.18897507])]"
26903,movel_fit,"[array([ 728.38708755, -213.91529006, 1284.8229682 ])]","[array([-1.04844294, -0.49246102, -0.26633578, -1.99946012, -1.81226286,
        0.14772803])]"
29222,movel_fit,"[array([ 766.03385081, -230.46766362, 1309.22723367])]","[array([-0.91533784, -0.36935751, -0.25133022, -2.15942525, -1.87767611,
        0.08533483])]"
31566,movel_fit,"[array([ 804.40092882, -241.52940352, 1336.69894641])]","[array([-0.78349795, -0.25026097, -0.20830355, -2.32045709, -1.94333093,
        0.02359737])]"
33322,movel_fit,"[array([ 830.5221359 , -248.44775492, 1361.19889692])]","[array([-7.20381648e-01, -1.83846755e-01, -1.58772702e-01, -2.39983307e+00,
       -1.96356137e+00, -2.16862511e-03])]"
34766,movel_fit,"[array([ 849.40645853, -256.6132769 , 1383.16770037])]","[array([-0.69720851, -0.14419991, -0.11340436, -2.43200149, -1.95970804,
       -0.00944369])]"
36110,movel_fit,"[array([ 863.23432445, -266.91534551, 1405.33889659])]","[array([-7.04964563e-01, -1.21569186e-01, -6.81546735e-02, -2.42507308e+00,
       -1.93740256e+00,  9.44422750e-04])]"
37592,movel_fit,"[array([ 873.35077888, -280.99214837, 1430.9998732 ])]","[array([-0.74577601, -0.11428786, -0.01622924, -2.37399183, -1.89167023,
        0.03036229])]"
39327,movel_fit,"[array([ 879.60605242, -297.28854692, 1462.68880029])]","[array([-0.83088584, -0.12948804,  0.05648076, -2.25114238, -1.80805745,
        0.09033154])]"
41062,movel_fit,"[array([ 882.60193602, -308.15061966, 1497.10381936])]","[array([-0.92756274, -0.15801557,  0.15669263, -2.08027119, -1.70398395,
        0.16897112])]"
42829,movel_fit,"[array([ 887.72822253, -312.74569592, 1533.34836751])]","[array([-0.99020405, -0.16785537,  0.28161272, -1.91893962, -1.61511267,
        0.24292523])]"
44186,movel_fit,"[array([ 896.12024836, -314.71848767, 1560.69365098])]","[array([-1.00438621, -0.14862837,  0.37609776, -1.84163984, -1.57479283,
        0.27892052])]"
45301,movel_fit,"[array([ 907.64255638, -320.01458558, 1581.00125969])]","[array([-1.00174449, -0.11886561,  0.44103485, -1.81544427, -1.55529779,
        0.2927957 ])]"
46356,movel_fit,"[array([ 921.45143692, -328.96231644, 1596.63932668])]","[array([-0.98987087, -0.07975663,  0.48361102, -1.83405835, -1.55268369,
        0.29030702])]"
47565,movel_fit,"[array([ 939.49851617, -341.63274114, 1609.49591577])]","[array([-0.96465462, -0.02941073,  0.50370396, -1.90386115, -1.5649033 ,
        0.26872566])]"
49034,movel_fit,"[array([ 963.7859547 , -357.57072123, 1619.66698462])]","[array([-0.90914666,  0.04305166,  0.50064421, -2.05095938, -1.60365483,
        0.21654252])]"
49999,movel_fit,"[array([1031.45052414, -385.56048925, 1641.9001341 ])]","[array([-0.68064348,  0.23629541,  0.51048205, -2.51043271, -1.71257267,
        0.02587348])]"
