breakpoints,primitives,points,q_bp
0,movej_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([-1.31102104e-16,  8.69173967e-01, -3.00196631e-01, -1.35623095e-16,
        1.14144533e+00,  1.23207862e-16])]"
500,movel_fit,"[array([3221.45867453, -991.53767216,  723.0624837 ])]","[array([ 0.00428678,  0.86914664, -0.30316365, -0.00529325,  1.14567118,
       -0.00491306])]"
1000,movel_fit,"[array([3222.67253988, -982.27928324,  712.54357114])]","[array([ 0.00796771,  0.87025041, -0.30417929, -0.00660754,  1.14516961,
       -0.00901545])]"
1500,movel_fit,"[array([3225.91675514, -971.75439024,  699.97036436])]","[array([ 0.01136286,  0.87193595, -0.30438998, -0.00633679,  1.14262657,
       -0.01295787])]"
2000,movel_fit,"[array([3229.51945555, -961.07118431,  686.19547419])]","[array([ 0.01466074,  0.87389625, -0.30436826, -0.00570974,  1.13946592,
       -0.01707435])]"
2500,movel_fit,"[array([3232.80587546, -950.64906121,  671.72981208])]","[array([ 0.01795461,  0.87597964, -0.30434578, -0.00524247,  1.13632991,
       -0.02149938])]"
3000,movel_fit,"[array([3235.63045635, -940.55301669,  656.83233437])]","[array([ 0.02127763,  0.87812857, -0.30437272, -0.00506079,  1.1334118 ,
       -0.02625566])]"
3500,movel_fit,"[array([3238.07324335, -930.70539882,  641.61018718])]","[array([ 0.02463062,  0.8803332 , -0.3044202 , -0.00511549,  1.13068959,
       -0.03131339])]"
4000,movel_fit,"[array([3240.26875696, -920.99955275,  626.1050275 ])]","[array([ 0.02800233,  0.88260014, -0.30443945, -0.00530952,  1.12807417,
       -0.03662653])]"
4500,movel_fit,"[array([3242.32925916, -911.3462917 ,  610.35253051])]","[array([ 0.03138196,  0.8849348 , -0.30438975, -0.0055593 ,  1.12548723,
       -0.04215089])]"
5000,movel_fit,"[array([3244.32472056, -901.68263055,  594.41359482])]","[array([ 0.03476485,  0.887334  , -0.30424676, -0.00581403,  1.12289004,
       -0.04784993])]"
5500,movel_fit,"[array([3246.29055591, -891.96421339,  578.38196296])]","[array([ 0.03815349,  0.88978521, -0.30400081, -0.00605253,  1.12028328,
       -0.05369396])]"
6000,movel_fit,"[array([3248.24432992, -882.15441444,  562.37552074])]","[array([ 0.04155563,  0.89226954, -0.30365134, -0.00627117,  1.11769268,
       -0.05965676])]"
6500,movel_fit,"[array([3250.20092202, -872.21652689,  546.51912935])]","[array([ 0.04498112,  0.89476618, -0.30320112, -0.00647095,  1.11515131,
       -0.06571218])]"
7000,movel_fit,"[array([3252.18163458, -862.11094669,  530.92607129])]","[array([ 0.04843873,  0.89725661, -0.30265206, -0.00664816,  1.11268453,
       -0.07183196])]"
7500,movel_fit,"[array([3254.21670008, -851.79655298,  515.68334609])]","[array([ 0.05193384,  0.89972754, -0.30200313, -0.00678971,  1.1103008 ,
       -0.0779852 ])]"
8000,movel_fit,"[array([3256.34284929, -841.2343133 ,  500.843626  ])]","[array([ 0.05546727,  0.90217233, -0.30125011, -0.00687291,  1.10798892,
       -0.08413917])]"
8500,movel_fit,"[array([3258.59836747, -830.39112455,  486.42435062])]","[array([ 0.05903539,  0.90459081, -0.30038661, -0.00686814,  1.10572031,
       -0.09026082])]"
9000,movel_fit,"[array([3261.01783503, -819.24253093,  472.41271161])]","[array([ 0.06263104,  0.90698802, -0.29940562, -0.00674299,  1.10345472,
       -0.09631856])]"
9500,movel_fit,"[array([3263.6280283 , -807.7737581 ,  458.77436066])]","[array([ 0.06624506,  0.90937232, -0.29830118, -0.0064664 ,  1.10114704,
       -0.10228376])]"
10000,movel_fit,"[array([3266.44565188, -795.97914994,  445.46347806])]","[array([ 0.06986782,  0.91175334, -0.29706956, -0.00601198,  1.09875377,
       -0.10813161])]"
10500,movel_fit,"[array([3269.47692508, -783.86047145,  432.4321554 ])]","[array([ 0.07349058,  0.91414026, -0.29571   , -0.0053601 ,  1.09623801,
       -0.11384154])]"
11000,movel_fit,"[array([3272.71863687, -771.42466557,  419.63764925])]","[array([ 0.07710648,  0.91654048, -0.29422494, -0.00449863,  1.09357241,
       -0.11939697])]"
11500,movel_fit,"[array([3276.16010562, -758.68160159,  407.04677726])]","[array([ 0.08071097,  0.91895894, -0.29261975, -0.00342254,  1.09074012,
       -0.1247848 ])]"
12000,movel_fit,"[array([3279.78547576, -745.64220304,  394.63741302])]","[array([ 0.08430181,  0.92139805, -0.29090216, -0.00213278,  1.08773402,
       -0.12999472])]"
12500,movel_fit,"[array([3283.5758943 , -732.31715848,  382.39758734])]","[array([ 8.78787959e-02,  9.23857972e-01, -2.89081601e-01, -6.34660016e-04,
        1.08455481e+00, -1.35018429e-01])]"
13000,movel_fit,"[array([3287.51127448, -718.71624071,  370.32304756])]","[array([ 9.14431916e-02,  9.26337250e-01, -2.87168504e-01,  1.06378733e-03,
        1.08120853e+00, -1.39848992e-01])]"
13500,movel_fit,"[array([3291.57152556, -704.84812256,  358.41423453])]","[array([ 0.09499716,  0.92883345, -0.28517367,  0.00295325,  1.0777041 ,
       -0.14448029])]"
