average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
567.0295631309875,585.9890068946472,515.006941560841,23.06398645870274,0.1367014796375849,0.43935061971589356,0.016954519539633405,0.06847872058178502,0.0020116403935871445,0.009072007502538901,0.00010456311195659354,0.0014851050866239823
