primitives,points,q_bp
movej_fit,"[array([  942.0215662, -1180.7322924,   492.0161288])]","[array([-1.04989993,  1.48359469,  1.96172315, -0.5153677 , -1.57543275,
        1.83643362])]"
movel_fit,"[array([ 1055.44121185, -1141.99585841,   493.27487119])]","[array([-0.9620025 ,  1.4669958 ,  1.90604771, -0.48918592, -1.48268098,
        1.81580109])]"
movel_fit,"[array([ 1071.76277678, -1136.54048278,   491.58936282])]","[array([-0.950204  ,  1.46987769,  1.90402481, -0.48694501, -1.46849684,
        1.81574111])]"
movel_fit,"[array([ 1087.78898357, -1131.53205858,   491.18417541])]","[array([-0.93857788,  1.47243555,  1.90287997, -0.48413766, -1.45373937,
        1.81616499])]"
movel_fit,"[array([ 1103.45763254, -1126.92629154,   492.13692843])]","[array([-0.92713334,  1.47459893,  1.90260924, -0.4807333 , -1.43856812,
        1.81704856])]"
movel_fit,"[array([ 1118.81601733, -1122.78630775,   494.30676975])]","[array([-0.91586472,  1.47639342,  1.90297302, -0.47672404, -1.42283801,
        1.81851059])]"
movel_fit,"[array([ 1133.85286166, -1119.07607665,   497.66833849])]","[array([-0.90476186,  1.47785893,  1.90399082, -0.47209706, -1.40661713,
        1.82054227])]"
movel_fit,"[array([ 1148.57059098, -1115.73963621,   502.19932122])]","[array([-0.89380089,  1.47902555,  1.90566757, -0.46684322, -1.38996892,
        1.82310907])]"
movel_fit,"[array([ 1162.98288591, -1112.73894946,   507.83164577])]","[array([-0.88296679,  1.47993059,  1.9079403 , -0.46097905, -1.37290616,
        1.82619468])]"
movel_fit,"[array([ 1177.06029361, -1110.05283344,   514.45271495])]","[array([-0.87228962,  1.48067581,  1.91081501, -0.45456753, -1.35548498,
        1.82978917])]"
movel_fit,"[array([ 1190.90920907, -1107.59168204,   521.93399785])]","[array([-0.8616926 ,  1.4812577 ,  1.91406064, -0.44764628, -1.33762999,
        1.83382013])]"
movel_fit,"[array([ 1204.51581386, -1105.30364612,   530.09160277])]","[array([-0.85120642,  1.48179312,  1.91763834, -0.44033784, -1.31941312,
        1.83823641])]"
movel_fit,"[array([ 1217.91017055, -1103.10765974,   538.70663225])]","[array([-0.84083404,  1.48236684,  1.92141601, -0.43278501, -1.30088303,
        1.84295927])]"
movel_fit,"[array([ 1231.13963278, -1100.89747499,   547.52812708])]","[array([-0.83056816,  1.48305857,  1.92523818, -0.4251547 , -1.28210814,
        1.84788437])]"
movel_fit,"[array([ 1244.24100418, -1098.55811306,   556.29025228])]","[array([-0.82041433,  1.48392987,  1.92893542, -0.41764627, -1.26320258,
        1.85289664])]"
movel_fit,"[array([ 1257.24774437, -1095.96713985,   564.723567  ])]","[array([-0.81038298,  1.48502136,  1.93233197, -0.41047921, -1.244316  ,
        1.85787137])]"
movel_fit,"[array([ 1270.19113931, -1092.99084957,   572.55204742])]","[array([-0.8004822 ,  1.48638145,  1.93529574, -0.40387808, -1.22563911,
        1.86266326])]"
