breakpoints,primitives,points,q_bp
0,movej_fit,"[array([488.13013564, 444.20749661, 991.51865361])]","[array([-0.10124672, -0.02487674,  0.07234841,  0.08469911, -1.69693365,
       -1.57850414])]"
1000,movel_fit,"[array([409.70498536, 510.31458922, 967.11862819])]","[array([ 0.02424865, -0.04924971,  0.05302155, -0.00315242, -1.7220551 ,
       -1.58073152])]"
2000,movel_fit,"[array([405.05677333, 513.66100947, 966.8182374 ])]","[array([ 0.03166818, -0.05081344,  0.05031183, -0.00760971, -1.7240442 ,
       -1.58182536])]"
3000,movel_fit,"[array([398.88811793, 516.39335242, 967.56201362])]","[array([ 0.03794755, -0.0547891 ,  0.04776882, -0.01162202, -1.72692564,
       -1.5815584 ])]"
4000,movel_fit,"[array([392.63468394, 519.67728153, 969.65527079])]","[array([ 0.04573414, -0.05781863,  0.04150525, -0.01562058, -1.73012989,
       -1.58261414])]"
5000,movel_fit,"[array([385.19319297, 522.64898457, 972.22392664])]","[array([ 0.05314304, -0.06263729,  0.03601249, -0.01931399, -1.73539687,
       -1.58314212])]"
6000,movel_fit,"[array([376.95151648, 525.43729295, 975.67403542])]","[array([ 0.06047727, -0.06830953,  0.02946025, -0.02275741, -1.74175342,
       -1.58348683])]"
7000,movel_fit,"[array([367.92481515, 528.13376313, 979.92512149])]","[array([ 0.06799008, -0.07485143,  0.02198854, -0.02602353, -1.74917994,
       -1.58396959])]"
8000,movel_fit,"[array([358.14750655, 530.64214266, 984.85816992])]","[array([ 0.07548184, -0.08229256,  0.01382506, -0.02910471, -1.75765735,
       -1.5844629 ])]"
9000,movel_fit,"[array([347.7395022 , 532.93721939, 990.40789682])]","[array([ 0.08289779, -0.09046428,  0.00488557, -0.032031  , -1.76694803,
       -1.58498122])]"
10000,movel_fit,"[array([336.82809078, 535.00453041, 996.42430549])]","[array([ 0.0901943 , -0.09922378, -0.0047045 , -0.03484637, -1.77687802,
       -1.5855425 ])]"
11000,movel_fit,"[array([ 325.56933133,  536.84125152, 1002.7225822 ])]","[array([ 0.09733601, -0.10838882, -0.01477531, -0.03760507, -1.78723372,
       -1.58614992])]"
12000,movel_fit,"[array([ 314.14351155,  538.45849382, 1009.08881106])]","[array([ 0.10430213, -0.11774195, -0.02511285, -0.04036737, -1.79776728,
       -1.58678676])]"
13000,movel_fit,"[array([ 302.75212819,  539.88161279, 1015.28771147])]","[array([ 0.11108903, -0.12703576, -0.03546016, -0.04319258, -1.80820233,
       -1.58741414])]"
14000,movel_fit,"[array([ 291.60940699,  541.14962393, 1021.07530366])]","[array([ 0.11771315, -0.13600447, -0.04552671, -0.04613273, -1.81824611,
       -1.58797322])]"
15000,movel_fit,"[array([ 280.9394977 ,  542.31266903, 1026.20850486])]","[array([ 0.1242076 , -0.14437159, -0.05499552, -0.0492269 , -1.82759671,
       -1.58839077])]"
16000,movel_fit,"[array([ 270.96986506,  543.4272868 , 1030.46150023])]","[array([ 0.13061288, -0.15185344, -0.06355754, -0.05249705, -1.83594042,
       -1.5885788 ])]"
17000,movel_fit,"[array([ 261.94481546,  544.45167065, 1033.83155079])]","[array([ 0.13668264, -0.15801772, -0.07151078, -0.05579857, -1.84250798,
       -1.58812659])]"
18000,movel_fit,"[array([ 254.03273133,  545.62353789, 1035.79890968])]","[array([ 0.14295633, -0.16288633, -0.07754662, -0.05938132, -1.84762624,
       -1.58748329])]"
19000,movel_fit,"[array([ 247.38030611,  546.97293068, 1036.30964429])]","[array([ 0.14940995, -0.16625739, -0.08161757, -0.06321429, -1.85057976,
       -1.58647537])]"
20000,movel_fit,"[array([ 240.0443734 ,  548.54808677, 1036.6013536 ])]","[array([ 0.15698527, -0.17130191, -0.08394287, -0.06770451, -1.84689983,
       -1.58564478])]"
21000,movel_fit,"[array([ 237.82307142,  550.23341497, 1031.62748013])]","[array([ 0.16271454, -0.16969905, -0.07948561, -0.07154061, -1.84901594,
       -1.58276784])]"
22000,movel_fit,"[array([ 238.23739883,  553.33214793, 1024.53690684])]","[array([ 0.17115506, -0.16361367, -0.07392142, -0.07698284, -1.8476128 ,
       -1.58172439])]"
23000,movel_fit,"[array([ 239.75515936,  556.02305671, 1015.75800383])]","[array([ 0.17781702, -0.15631408, -0.06571866, -0.08174553, -1.8400675 ,
       -1.57765865])]"
