breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 706.95849094, -468.17898751,  472.76400327])]","[array([-1.22251961,  0.91794614,  0.70633827,  0.16797474,  1.16598595,
       -4.69807569])]"
1499,movel_fit,"[array([ 710.97667893, -466.14026314,  465.56916414])]","[array([-1.21540396,  0.92219468,  0.70615539,  0.17269481,  1.16437702,
       -4.69099267])]"
3195,movec_fit,"[array([ 713.41208323, -464.2558647 ,  462.62269806]), array([ 715.95916475, -461.84722942,  460.50953196])]","[array([-1.21080284,  0.9236261 ,  0.70687274,  0.17529523,  1.16425456,
       -4.68744677]), array([-1.20579519,  0.92433806,  0.70818351,  0.17786105,  1.1647205 ,
       -4.68425936])]"
6865,movec_fit,"[array([ 721.86812056, -454.81948183,  458.77112917]), array([ 728.23019472, -445.38380077,  460.80582661])]","[array([-1.19351424,  0.92340763,  0.71306374,  0.18339446,  1.16779243,
       -4.67856745]), array([-1.17936324,  0.91918269,  0.72065103,  0.1889574 ,  1.17366091,
       -4.67450307])]"
8372,movec_fit,"[array([ 730.95131796, -440.82938421,  462.65506142]), array([ 733.70275202, -435.92842401,  465.01800169])]","[array([-1.17302672,  0.91655966,  0.72450817,  0.19126542,  1.17684558,
       -4.67326893]), array([-1.16644376,  0.91349512,  0.7287313 ,  0.19357217,  1.18042184,
       -4.67227228])]"
9904,movec_fit,"[array([ 736.53691332, -430.57909552,  467.89912135]), array([ 739.37636879, -424.92236436,  471.1665686 ])]","[array([-1.15947339,  0.90996603,  0.73338549,  0.19592823,  1.18444152,
       -4.6714757 ]), array([-1.15229174,  0.90611708,  0.73831887,  0.1982747 ,  1.18876967,
       -4.67088077])]"
11888,movec_fit,"[array([ 743.05547463, -417.16622408,  475.83755717]), array([ 746.69023439, -409.05781081,  480.76185082])]","[array([-1.14268325,  0.90078321,  0.74504026,  0.20130141,  1.19475189,
       -4.67036729]), array([-1.13284997,  0.89529658,  0.75193724,  0.20428119,  1.20097287,
       -4.67009691])]"
14451,movec_fit,"[array([ 751.29538753, -398.22526801,  487.08963841]), array([ 755.73665222, -387.34084331,  492.77626952])]","[array([-1.11991882,  0.88838379,  0.76080152,  0.2080411 ,  1.20907673,
       -4.67001879]), array([-1.1070111 ,  0.88227416,  0.76910349,  0.21163691,  1.21678497,
       -4.6701439 ])]"
15818,movec_fit,"[array([ 758.04231346, -381.60719854,  495.3419613 ]), array([ 760.28767563, -376.03426171,  497.440847  ])]","[array([-1.10018741,  0.87954986,  0.77313816,  0.21348103,  1.22058452,
       -4.67025808]), array([-1.09350173,  0.87734212,  0.77676456,  0.21525233,  1.22404258,
       -4.67038553])]"
17003,movec_fit,"[array([ 762.20354557, -371.33489939,  498.8235251 ]), array([ 764.07489298, -366.84061542,  499.72161973])]","[array([-1.08779693,  0.87590638,  0.77953946,  0.21673664,  1.22672918,
       -4.67049698]), array([-1.08225664,  0.87499616,  0.78188724,  0.21815395,  1.22904689,
       -4.67059916])]"
18535,movec_fit,"[array([ 766.45541804, -361.33726207,  500.07285972]), array([ 768.78040437, -356.29008531,  499.37667427])]","[array([-1.07530999,  0.87469369,  0.78422657,  0.21989491,  1.23143837,
       -4.67070519]), array([-1.06870706,  0.87551709,  0.78564624,  0.22150588,  1.23301781,
       -4.67076487])]"
19603,movec_fit,"[array([ 770.37932754, -353.062488  ,  498.19089351]), array([ 771.95019343, -350.12301077,  496.37959245])]","[array([-1.06431311,  0.87684257,  0.78602657,  0.22254754,  1.23357587,
       -4.67077031]), array([-1.06014331,  0.87883798,  0.78585112,  0.22350582,  1.23363208,
       -4.67073992])]"
