average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
397.64321607705176,442.8523339418091,326.76931754775364,18.701781457620708,0.09845798646734998,0.443696807205329,0.006415743269963071,0.0936048404037753,0.003299126777918531,0.017119465151336104,3.194934755669482e-05,0.0028984324458447685
