breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-258.74461929,  504.27840596,  561.93567933])]","[array([ 1.08256756,  0.34564394,  1.11205068, -0.60981439, -0.67670937,
        5.05461798])]"
999,moveabsj,"[array([-351.26841072,  481.29954724,  590.27511063])]","[array([ 1.30218429,  0.32346073,  0.96503402, -0.58542275, -0.64780073,
        5.04756176])]"
1999,moveabsj,"[array([-354.88503506,  480.49018249,  592.88768154])]","[array([ 1.31129623,  0.3214252 ,  0.95674443, -0.58339247, -0.64701696,
        5.04728117])]"
2999,moveabsj,"[array([-357.74804797,  480.38883367,  596.47769765])]","[array([ 1.31938994,  0.31855254,  0.94721967, -0.57998532, -0.64699865,
        5.04671785])]"
3999,moveabsj,"[array([-359.81513071,  480.93412723,  601.19659487])]","[array([ 1.32623786,  0.31441156,  0.9364875 , -0.57579884, -0.64742903,
        5.0463078 ])]"
4999,moveabsj,"[array([-361.1195701 ,  482.11795741,  607.00490357])]","[array([ 1.33189715,  0.30922754,  0.92446946, -0.57069506, -0.64838131,
        5.04588011])]"
5999,moveabsj,"[array([-361.69925788,  483.87212149,  613.88421143])]","[array([ 1.33639167,  0.30307499,  0.91118346, -0.56467324, -0.64985396,
        5.0453509 ])]"
6999,moveabsj,"[array([-361.65314206,  486.08181829,  621.75825093])]","[array([ 1.33988296,  0.29610009,  0.89674579, -0.55751895, -0.65191886,
        5.04446022])]"
7999,moveabsj,"[array([-361.02495505,  488.59720779,  630.58813798])]","[array([ 1.34232904,  0.28828154,  0.8812616 , -0.5495395 , -0.65448311,
        5.04327129])]"
8999,moveabsj,"[array([-359.94387654,  491.282057  ,  640.26441112])]","[array([ 1.34392077,  0.27976304,  0.86480547, -0.5407939 , -0.65746485,
        5.04169817])]"
9999,moveabsj,"[array([-358.46810716,  494.01875408,  650.69662929])]","[array([ 1.34463343,  0.27066117,  0.8473172 , -0.53192407, -0.6606241 ,
        5.04002721])]"
10999,moveabsj,"[array([-356.91079602,  496.48282633,  661.54800467])]","[array([ 1.34499154,  0.26128508,  0.82941185, -0.52243526, -0.66428592,
        5.03763193])]"
11999,moveabsj,"[array([-355.40430196,  498.56222311,  672.689531  ])]","[array([ 1.34513543,  0.25171826,  0.81107805, -0.51308901, -0.66806489,
        5.03496403])]"
12999,moveabsj,"[array([-354.2121393 ,  500.03194653,  683.76702754])]","[array([ 1.34549009,  0.24231293,  0.79279826, -0.50389308, -0.67210447,
        5.03181884])]"
13999,moveabsj,"[array([-353.50606272,  500.78043781,  694.54853609])]","[array([ 1.34632421,  0.23324382,  0.774828  , -0.49539593, -0.67617102,
        5.02854217])]"
14999,moveabsj,"[array([-353.51670259,  500.69708585,  704.67297933])]","[array([ 1.34809236,  0.22486507,  0.75768324, -0.48762211, -0.68029839,
        5.02509427])]"
15999,moveabsj,"[array([-354.40671643,  499.73440338,  713.89669023])]","[array([ 1.35114722,  0.21729464,  0.74181713, -0.48086706, -0.68422111,
        5.02177137])]"
16999,moveabsj,"[array([-356.29265386,  497.87841503,  721.87649245])]","[array([ 1.35577838,  0.21085239,  0.727793  , -0.47527328, -0.68789387,
        5.01869823])]"
17999,moveabsj,"[array([-359.26217855,  495.2096254 ,  728.33069731])]","[array([ 1.36227825,  0.20583631,  0.71601321, -0.47103051, -0.69104566,
        5.01612223])]"
18999,moveabsj,"[array([-363.36959192,  491.83210673,  732.9863739 ])]","[array([ 1.37087335,  0.2025587 ,  0.70683847, -0.46842679, -0.69333664,
        5.01435603])]"
19999,moveabsj,"[array([-368.71049485,  487.80751972,  735.48950313])]","[array([ 1.38185736,  0.20141215,  0.70076171, -0.46758133, -0.69453765,
        5.01351379])]"
20999,moveabsj,"[array([-375.40218665,  483.11485308,  735.47539535])]","[array([ 1.39551216,  0.2027405 ,  0.6983078 , -0.46876989, -0.69438535,
        5.01376549])]"
21999,moveabsj,"[array([-383.60498615,  477.69282982,  732.60144169])]","[array([ 1.41217032,  0.20690382,  0.69979888, -0.47248521, -0.69241928,
        5.0154132 ])]"
22999,moveabsj,"[array([-393.62356523,  471.09815949,  726.24212543])]","[array([ 1.43233105,  0.21432382,  0.70622443, -0.47877103, -0.68883113,
        5.0180755 ])]"
23999,moveabsj,"[array([-405.78774125,  462.85796669,  715.90849302])]","[array([ 1.45655043,  0.22548884,  0.71784931, -0.48810329, -0.68332203,
        5.02165524])]"
24999,moveabsj,"[array([-420.37410334,  452.23464887,  701.17786824])]","[array([ 1.48522547,  0.24074013,  0.73470528, -0.50131872, -0.67547647,
        5.02609412])]"
25999,moveabsj,"[array([-437.55797826,  438.33034028,  681.68119603])]","[array([ 1.51869466,  0.26049596,  0.75651091, -0.51877313, -0.66496409,
        5.03079297])]"
26999,moveabsj,"[array([-457.09356732,  420.21861389,  657.31678169])]","[array([ 1.55679564,  0.28502893,  0.78280497, -0.53997866, -0.65177141,
        5.03458421])]"
27999,moveabsj,"[array([-477.90250341,  397.85544677,  628.90076203])]","[array([ 1.59815582,  0.31428884,  0.8116338 , -0.56434597, -0.63556599,
        5.03709404])]"
28999,moveabsj,"[array([-498.45182211,  371.89784344,  597.71530666])]","[array([ 1.6408978 ,  0.34824994,  0.84128255, -0.58841725, -0.61788536,
        5.03651088])]"
29999,moveabsj,"[array([-516.92090606,  344.49530645,  567.14620611])]","[array([ 1.68203161,  0.38292313,  0.86843091, -0.61252631, -0.59758681,
        5.03598891])]"
30999,moveabsj,"[array([-532.22349263,  317.76169304,  539.20848279])]","[array([ 1.71933472,  0.41656191,  0.8915212 , -0.63365614, -0.57761367,
        5.03470441])]"
31999,moveabsj,"[array([-544.03275728,  293.73432912,  515.85604879])]","[array([ 1.75125494,  0.44628837,  0.90932022, -0.6506651 , -0.55987807,
        5.03301169])]"
32999,moveabsj,"[array([-552.58303676,  274.09802386,  498.56283835])]","[array([ 1.77682227,  0.46912965,  0.92092682, -0.66408307, -0.54542899,
        5.03202903])]"
33999,moveabsj,"[array([-558.4987503 ,  259.95702848,  487.69550203])]","[array([ 1.79607665,  0.48467209,  0.92586263, -0.6715724 , -0.53677532,
        5.02982838])]"
34999,moveabsj,"[array([-562.04171007,  252.39489486,  484.64111574])]","[array([ 1.80810877,  0.489443  ,  0.92365324, -0.67519694, -0.53369755,
        5.02862584])]"
35999,moveabsj,"[array([-563.28117409,  252.12674119,  490.13845078])]","[array([ 1.81217664,  0.48235205,  0.91391297, -0.67427131, -0.5373194 ,
        5.02802516])]"
36999,moveabsj,"[array([-562.30979742,  260.24758508,  504.52556146])]","[array([ 1.80804261,  0.4647972 ,  0.89406988, -0.66767321, -0.54785405,
        5.02797947])]"
37999,moveabsj,"[array([-557.99291265,  275.37768916,  528.77689508])]","[array([ 1.79439978,  0.43467413,  0.86631143, -0.65547454, -0.56515887,
        5.0284065 ])]"
38999,moveabsj,"[array([-549.9294029 ,  295.98597105,  562.30601059])]","[array([ 1.77231661,  0.39475471,  0.83005995, -0.63535294, -0.58841175,
        5.02775284])]"
39999,moveabsj,"[array([-537.70044269,  319.24784917,  603.43352529])]","[array([ 1.7425073 ,  0.34837688,  0.78498871, -0.61090459, -0.61426814,
        5.02717866])]"
40999,moveabsj,"[array([-523.08327688,  339.89450826,  647.21227477])]","[array([ 1.71023443,  0.30171876,  0.7346726 , -0.58324099, -0.6404384 ,
        5.02382949])]"
41999,moveabsj,"[array([-508.98648624,  353.51227613,  687.69160735])]","[array([ 1.68108473,  0.26009594,  0.68458576, -0.5582639 , -0.66454218,
        5.01800295])]"
42999,moveabsj,"[array([-498.35663734,  358.77741315,  720.21159954])]","[array([ 1.66029389,  0.22701154,  0.64107112, -0.5391052 , -0.68542926,
        5.01085731])]"
43999,moveabsj,"[array([-492.73962698,  356.90283976,  742.35152549])]","[array([ 1.65086124,  0.20333801,  0.61085363, -0.52475137, -0.70267672,
        5.00290206])]"
44999,moveabsj,"[array([-491.5240981 ,  352.59085909,  754.42533227])]","[array([ 1.65100393,  0.19159998,  0.59203665, -0.52016485, -0.71198311,
        5.00069777])]"
45999,moveabsj,"[array([-495.14421097,  346.42059173,  754.60270025])]","[array([ 1.66197476,  0.19207898,  0.5912267 , -0.52170537, -0.71381515,
        5.00158055])]"
46999,moveabsj,"[array([-503.64075712,  339.00367222,  742.52404667])]","[array([ 1.68361246,  0.20622827,  0.60731366, -0.53128265, -0.70664948,
        5.0068986 ])]"
47999,moveabsj,"[array([-517.25406378,  327.62397157,  718.61023943])]","[array([ 1.71669777,  0.23240597,  0.6386467 , -0.55108891, -0.68975809,
        5.01715215])]"
