breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1074.19250296, -605.37344693,  997.65140452])]","[array([-0.65114197, -0.01551227,  0.37788167, -2.80767116, -1.60436847,
        0.95941226])]"
1000,movel_fit,"[array([1093.05829719, -488.38447363,  993.22900179])]","[array([-0.57346005, -0.03616239,  0.40940246, -2.78835872, -1.61666281,
        0.95632099])]"
2000,movel_fit,"[array([1096.58505393, -469.99549872,  993.71462519])]","[array([-0.56100185, -0.03954738,  0.41321899, -2.7844075 , -1.61806894,
        0.95559509])]"
3000,movel_fit,"[array([1100.53096036, -451.58070618,  995.08243141])]","[array([-0.5486118 , -0.04364668,  0.41670232, -2.77979428, -1.61891115,
        0.95434045])]"
4000,movel_fit,"[array([1105.05525354, -433.16399072,  997.64845946])]","[array([-0.53624278, -0.04836314,  0.41947557, -2.77452947, -1.61943911,
        0.95270651])]"
5000,movel_fit,"[array([1110.1124323 , -414.7096803 , 1001.31389718])]","[array([-0.52388555, -0.05369687,  0.42162835, -2.76865111, -1.61958428,
        0.95068387])]"
6000,movel_fit,"[array([1115.54409867, -396.20770339, 1005.74195504])]","[array([-0.51157963, -0.05966682,  0.42348463, -2.76223001, -1.61911697,
        0.94814937])]"
7000,movel_fit,"[array([1121.57932385, -377.68326615, 1011.36792915])]","[array([-0.49924221, -0.06607613,  0.42449497, -2.75528957, -1.6184078 ,
        0.94534262])]"
8000,movel_fit,"[array([1127.89469757, -359.04796985, 1017.57133399])]","[array([-0.4869028 , -0.07301393,  0.42531511, -2.74793109, -1.61705182,
        0.94208401])]"
9000,movel_fit,"[array([1134.52610033, -340.31609632, 1024.43502317])]","[array([-0.47451777, -0.08032205,  0.42575808, -2.74023485, -1.61521891,
        0.93850261])]"
10000,movel_fit,"[array([1141.3766259 , -321.479065  , 1031.80667943])]","[array([-0.4620634 , -0.08788646,  0.4258916 , -2.73231155, -1.61294324,
        0.93466212])]"
11000,movel_fit,"[array([1148.31957224, -302.53282743, 1039.50089831])]","[array([-0.44951788, -0.09557958,  0.42580383, -2.72428822, -1.61028206,
        0.93064249])]"
12000,movel_fit,"[array([1155.20159686, -283.47927697, 1047.31016314])]","[array([-0.43686377, -0.10326549,  0.42559564, -2.71630197, -1.60732379,
        0.92653977])]"
13000,movel_fit,"[array([1161.84535157, -264.33091396, 1055.01259301])]","[array([-0.42409353, -0.11080516,  0.42537609, -2.70849348, -1.60419103,
        0.92246441])]"
14000,movel_fit,"[array([1168.05786196, -245.10642199, 1062.38454434])]","[array([-0.41120847, -0.1180645 ,  0.42525646, -2.70099623, -1.60103901,
        0.9185367 ])]"
15000,movel_fit,"[array([1173.69302614, -225.88674976, 1069.28592572])]","[array([-0.39824206, -0.12485821,  0.42522563, -2.69393606, -1.59811455,
        0.91489174])]"
16000,movel_fit,"[array([1178.44338602, -206.59652146, 1075.36666833])]","[array([-0.38517311, -0.13118584,  0.42561477, -2.68740038, -1.59550163,
        0.91164047])]"
17000,movel_fit,"[array([1182.32032639, -187.39201128, 1080.70997418])]","[array([-0.37205374, -0.13674267,  0.42610863, -2.68147522, -1.59362148,
        0.90898063])]"
18000,movel_fit,"[array([1184.76615548, -168.1176443 , 1084.66726021])]","[array([-0.35887828, -0.14176142,  0.42749941, -2.67621714, -1.59236194,
        0.90690711])]"
19000,movel_fit,"[array([1186.02090705, -148.97342895, 1087.62968274])]","[array([-0.34567051, -0.14575024,  0.42905132, -2.67167443, -1.59235796,
        0.90575536])]"
20000,movel_fit,"[array([1185.41396451, -129.97685235, 1088.79908638])]","[array([-0.33255931, -0.1489473 ,  0.43170715, -2.66793614, -1.5934732 ,
        0.90537323])]"
21000,movel_fit,"[array([1183.26240271, -111.06434151, 1088.68874073])]","[array([-0.31934658, -0.15082062,  0.43462777, -2.66499472, -1.5963921 ,
        0.90636535])]"
22000,movel_fit,"[array([1178.73223046,  -92.6242105 , 1086.28153796])]","[array([-0.3064226 , -0.1515219 ,  0.43892224, -2.66305782, -1.60100804,
        0.90830303])]"
23000,movel_fit,"[array([1171.92630043,  -74.45182247, 1081.87938596])]","[array([-0.29349016, -0.15061177,  0.4440892 , -2.66214848, -1.6078892 ,
        0.91184225])]"
24000,movel_fit,"[array([1162.18605451,  -56.88909502, 1074.66977275])]","[array([-0.28078775, -0.14800574,  0.45095743, -2.66251526, -1.61702918,
        0.91672036])]"
25000,movel_fit,"[array([1149.69412468,  -39.85778555, 1064.80337683])]","[array([-0.26802838, -0.14307301,  0.45911389, -2.66426679, -1.62876881,
        0.92335818])]"
26000,movel_fit,"[array([1134.08880321,  -23.4787661 , 1051.74036831])]","[array([-0.25518143, -0.13567139,  0.46921874, -2.66760012, -1.64279662,
        0.93147679])]"
27000,movel_fit,"[array([1116.29896871,   -7.26106374, 1035.57236378])]","[array([-0.24158409, -0.12503704,  0.48083562, -2.67232399, -1.65837907,
        0.94116453])]"
28000,movel_fit,"[array([1096.9834967 ,    9.14387965, 1016.83633309])]","[array([-0.22694653, -0.1113314 ,  0.4938061 , -2.67798447, -1.6745431 ,
        0.9519516 ])]"
29000,movel_fit,"[array([1077.7702332 ,   26.40279702,  996.66782351])]","[array([-0.21090579, -0.09482415,  0.50722684, -2.68350923, -1.68988348,
        0.96329906])]"
30000,movel_fit,"[array([1060.20780866,   44.46541856,  976.28223929])]","[array([-0.19393819, -0.07642922,  0.52024778, -2.68779203, -1.70298696,
        0.97399084])]"
31000,movel_fit,"[array([1045.71109134,   63.65419814,  957.6167951 ])]","[array([-0.17631352, -0.05765705,  0.53153368, -2.68969386, -1.71325439,
        0.98359745])]"
32000,movel_fit,"[array([1034.74762218,   83.46507705,  941.74278122])]","[array([-0.15880886, -0.04030275,  0.5406285 , -2.68897146, -1.7203388 ,
        0.99133294])]"
33000,movel_fit,"[array([1026.72412615,  103.10977169,  930.18555525])]","[array([-0.14219668, -0.02675888,  0.54737184, -2.68607007, -1.72507063,
        0.99687617])]"
34000,movel_fit,"[array([1021.27381483,  122.3578995 ,  923.42111723])]","[array([-0.12659493, -0.01857105,  0.55198044, -2.68151542, -1.72754965,
        1.00006364])]"
35000,movel_fit,"[array([1017.45439364,  140.84765571,  923.31300192])]","[array([-0.1122255 , -0.0180928 ,  0.5543811 , -2.67582355, -1.72908944,
        1.0012446 ])]"
36000,movel_fit,"[array([1014.79927599,  156.85153346,  930.88010906])]","[array([-0.10035141, -0.02666517,  0.55447046, -2.66992532, -1.73053061,
        0.99969444])]"
37000,movel_fit,"[array([1013.87619565,  170.46253657,  946.06095603])]","[array([-0.09108371, -0.04419121,  0.55199242, -2.66356969, -1.73120174,
        0.99525852])]"
38000,movel_fit,"[array([1016.01170735,  182.57298825,  968.65866608])]","[array([-0.084118  , -0.06936861,  0.54607145, -2.65580076, -1.73004272,
        0.98805802])]"
39000,movel_fit,"[array([1022.33101208,  193.99120463,  996.62247921])]","[array([-0.07919344, -0.09970357,  0.53701615, -2.64585181, -1.72474843,
        0.97732323])]"
40000,movel_fit,"[array([1033.93721013,  207.19697917, 1028.12093922])]","[array([-0.07425   , -0.13158   ,  0.52468553, -2.63298056, -1.71366078,
        0.96404332])]"
41000,movel_fit,"[array([1050.30769768,  223.36791804, 1059.74505553])]","[array([-0.06732932, -0.16068532,  0.51026553, -2.61850122, -1.69633924,
        0.94941867])]"
42000,movel_fit,"[array([1068.00786415,  242.15628689, 1088.09903692])]","[array([-0.05741653, -0.1845961 ,  0.49631783, -2.60490483, -1.67527193,
        0.93537945])]"
43000,movel_fit,"[array([1083.42143747,  261.73736281, 1111.28021977])]","[array([-0.04534482, -0.20221285,  0.48436498, -2.59399092, -1.65521803,
        0.92354325])]"
44000,movel_fit,"[array([1092.65058341,  281.58708575, 1128.32908047])]","[array([-0.03175584, -0.2148511 ,  0.47632754, -2.58570139, -1.64010878,
        0.91546643])]"
45000,movel_fit,"[array([1095.09379164,  300.65210963, 1139.70156394])]","[array([-0.01783249, -0.22193571,  0.47111808, -2.57950063, -1.63332324,
        0.91188502])]"
46000,movel_fit,"[array([1087.57682027,  319.16205155, 1143.49589016])]","[array([-0.00355414, -0.22546132,  0.47190403, -2.57471662, -1.63566889,
        0.9135616 ])]"
47000,movel_fit,"[array([1070.85086592,  333.62197998, 1139.38572906])]","[array([ 0.00854747, -0.22403765,  0.47808419, -2.57199338, -1.64893789,
        0.9190061 ])]"
48000,movel_fit,"[array([1045.86723496,  344.38469783, 1127.56406948])]","[array([ 0.01943364, -0.21661822,  0.48923127, -2.57175039, -1.67231151,
        0.92863404])]"
49000,movel_fit,"[array([1013.64142699,  352.44092071, 1108.9218327 ])]","[array([ 0.0308463 , -0.20296474,  0.50514266, -2.57466269, -1.70349319,
        0.94243278])]"
50000,movel_fit,"[array([ 902.92590055,  384.89455117, 1024.65909506])]","[array([ 0.08406337, -0.12311872,  0.57452945, -2.58641524, -1.79518803,
        0.99221404])]"
