breakpoints,primitives,points
0,movej_fit,"[array([ 0.62591145,  0.8374978 , -0.24202527,  1.70174005, -0.89168106,
        0.80289473])]"
5250,movec_fit,"[array([2321.19433539, 1006.678357  ,  719.20017322]), array([2308.02397593,  924.9684578 ,  692.93299956])]"
8666,movec_fit,"[array([2295.86350701,  869.80204549,  682.04902875]), array([2281.41843655,  814.51013525,  676.04243096])]"
12235,movec_fit,"[array([2264.21940601,  755.84760593,  673.89159021]), array([2245.52272619,  697.67063999,  675.73831599])]"
15463,movec_fit,"[array([2227.54380219,  644.54932188,  679.7789706 ]), array([2209.03775699,  591.86906776,  685.77360833])]"
17609,movec_fit,"[array([2196.48378568,  556.54288676,  690.11314671]), array([2183.96834129,  521.41155883,  695.42601931])]"
20665,movec_fit,"[array([2166.11775778,  470.99471117,  703.71193657]), array([2148.6233413 ,  420.59959479,  712.41699595])]"
24234,movec_fit,"[array([2128.93599083,  360.98204742,  722.87651491]), array([2110.12925365,  301.04779919,  732.9214113 ])]"
28119,movec_fit,"[array([2091.3623082 ,  234.45917643,  742.34605628]), array([2074.82513073,  167.04582442,  749.55803734])]"
32088,movec_fit,"[array([2061.32872308,   96.65769037,  753.14018211]), array([2051.8149933 ,   25.57551894,  752.08946316])]"
35001,movec_fit,"[array([2048.32707945,  -26.77648498,  747.10580241]), array([2047.81329624,  -78.73603248,  738.5112159 ])]"
37963,movec_fit,"[array([2050.99789397, -130.13892338,  725.3228076 ]), array([2057.71493971, -179.84621877,  707.92214688])]"
40297,movec_fit,"[array([2065.69078471, -216.87706543,  691.12070518]), array([2075.7684816 , -252.14211882,  671.98618151])]"
42630,movec_fit,"[array([2087.79958682, -285.10193673,  650.9139836 ]), array([2101.6864309 , -316.05246297,  628.07789616])]"
45702,movec_fit,"[array([2122.27781013, -353.54737805,  596.21249026]), array([2145.29122442, -387.90220273,  562.62662343])]"
46859,movel_fit,"[array([2163.29755135, -412.42649253,  536.65131122])]"
48271,movec_fit,"[array([2174.00050453, -427.38150545,  520.97943672]), array([2184.90810788, -441.68067319,  504.94593543])]"
50000,movec_fit,"[array([2200.31797986, -458.49785206,  483.97686113]), array([2216.06112575, -474.75346039,  462.86586767])]"
