breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1276.66723679, -454.39709673,  399.52120252])]","[array([ 0.07001503,  0.8991825 ,  0.33426262,  1.29028511, -1.44082362,
       -2.0670838 ])]"
1000,movel_fit,"[array([1264.76528658, -468.11389036,  406.72672323])]","[array([ 0.05930732,  0.89029218,  0.33043724,  1.28480647, -1.44932052,
       -2.06930066])]"
2000,movel_fit,"[array([1252.26453373, -481.27973604,  413.31141614])]","[array([ 0.04863045,  0.88142456,  0.32662616,  1.27814029, -1.45783561,
       -2.07078378])]"
3000,movel_fit,"[array([1239.20953746, -493.88118548,  419.29423169])]","[array([ 0.03797501,  0.87258889,  0.32286045,  1.27031867, -1.46636291,
       -2.07152591])]"
4000,movel_fit,"[array([1225.6371241 , -505.92537791,  424.70330227])]","[array([ 0.0273157 ,  0.86378958,  0.31917059,  1.26137807, -1.47490028,
       -2.07152682])]"
5000,movel_fit,"[array([1211.58417615, -517.43083246,  429.57259246])]","[array([ 0.01661922,  0.85503159,  0.31558807,  1.25136558, -1.48344471,
       -2.07079327])]"
6000,movel_fit,"[array([1197.09117854, -528.42531562,  433.94356716])]","[array([ 0.00584748,  0.84632093,  0.31214489,  1.24034544, -1.49199124,
       -2.06934239])]"
7000,movel_fit,"[array([1182.20334898, -538.94588195,  437.86868118])]","[array([-0.00504022,  0.83766304,  0.30887147,  1.22840498, -1.50053414,
       -2.06720606])]"
8000,movel_fit,"[array([1166.97107533, -549.03829949,  441.41491253])]","[array([-0.01608409,  0.82906042,  0.30579387,  1.21566009, -1.50906875,
       -2.06443532])]"
9000,movel_fit,"[array([1151.44918734, -558.75546915,  444.66663918])]","[array([-0.02731987,  0.82050962,  0.30293004,  1.20225894, -1.5175943 ,
       -2.06110396])]"
10000,movel_fit,"[array([1135.69779073, -568.15276758,  447.72654495])]","[array([-0.03877179,  0.81199974,  0.30028607,  1.18838538, -1.52611591,
       -2.05731135])]"
11000,movel_fit,"[array([1119.77873806, -577.28403614,  450.71517859])]","[array([-0.05044734,  0.80350939,  0.29785157,  1.17425625, -1.53464893,
       -2.05318228])]"
12000,movel_fit,"[array([1103.75085068, -586.19639638,  453.76813243])]","[array([-0.06233252,  0.79500434,  0.29559566,  1.16011426, -1.54322313,
       -2.04886416])]"
13000,movel_fit,"[array([1087.66939268, -594.92205814,  457.03040497])]","[array([-0.07438474,  0.78643868,  0.29346475,  1.14622177, -1.55188395,
       -2.04452309])]"
14000,movel_fit,"[array([1071.57912674, -603.47450336,  460.65112703])]","[array([-0.08653286,  0.77775319,  0.29138086,  1.13284652, -1.56069604,
       -2.04033699])]"
15000,movel_fit,"[array([1055.51566433, -611.84234827,  464.77744239])]","[array([-0.09867426,  0.76887798,  0.28924289,  1.12025374, -1.56974147,
       -2.03649055])]"
16000,movel_fit,"[array([1039.49823981, -619.99130561,  469.55335455])]","[array([-0.11068219,  0.7597291 ,  0.28692812,  1.10869275, -1.57912211,
       -2.03316919])]"
17000,movel_fit,"[array([1023.53947694, -627.86195602,  475.11899109])]","[array([-0.12240405,  0.75021217,  0.28429736,  1.09840058, -1.58895217,
       -2.03055948])]"
18000,movel_fit,"[array([1007.64838482, -635.37707377,  481.61675094])]","[array([-0.13366855,  0.74021969,  0.28120072,  1.08960491, -1.59935347,
       -2.02885028])]"
19000,movel_fit,"[array([ 991.84153754, -642.45216285,  489.20047648])]","[array([-0.14429101,  0.7296305 ,  0.27748697,  1.08253827, -1.61044373,
       -2.028238  ])]"
20000,movel_fit,"[array([ 976.16617379, -649.01002497,  498.04176744])]","[array([-0.1540771 ,  0.71831645,  0.2730203 ,  1.07746047, -1.62231082,
       -2.02893268])]"
21000,movel_fit,"[array([ 960.68707759, -655.02015072,  508.35718869])]","[array([-0.1628569 ,  0.70612369,  0.2676926 ,  1.07467012, -1.63500603,
       -2.03116583])]"
22000,movel_fit,"[array([ 945.52291422, -660.52390726,  520.40591113])]","[array([-0.17049481,  0.69289097,  0.26145444,  1.07453211, -1.64848989,
       -2.03519848])]"
23000,movel_fit,"[array([ 930.84960086, -665.67598612,  534.48479374])]","[array([-0.17693139,  0.67845626,  0.25434635,  1.07746911, -1.66258399,
       -2.04132146])]"
24000,movel_fit,"[array([ 916.87364372, -670.78423627,  550.92001557])]","[array([-0.18224299,  0.66265071,  0.24652055,  1.08392116, -1.67693375,
       -2.04985735])]"
25000,movel_fit,"[array([ 903.81018551, -676.3190837 ,  570.0077201 ])]","[array([-0.18669451,  0.64532088,  0.23826506,  1.09424835, -1.69095213,
       -2.06114223])]"
26000,movel_fit,"[array([ 891.8354028 , -682.87920353,  591.8959102 ])]","[array([-0.19078438,  0.62637539,  0.23001413,  1.10854199, -1.7037844 ,
       -2.07546295])]"
27000,movel_fit,"[array([ 881.00352637, -691.08365809,  616.415765  ])]","[array([-0.19524107,  0.60585691,  0.22231646,  1.12636383, -1.71436179,
       -2.09292758])]"
28000,movel_fit,"[array([ 871.1574341 , -701.35810301,  642.88970225])]","[array([-0.20089758,  0.58405258,  0.21573589,  1.14650645, -1.7216297 ,
       -2.11324455])]"
29000,movel_fit,"[array([ 861.86673457, -713.68016014,  670.11033492])]","[array([-0.20842133,  0.56154258,  0.21066741,  1.16704798, -1.72501069,
       -2.13552559])]"
30000,movel_fit,"[array([ 852.49649055, -727.45192139,  696.60196788])]","[array([-0.2180163 ,  0.53912725,  0.20718638,  1.18585606, -1.7248525 ,
       -2.15828079])]"
31000,movel_fit,"[array([ 842.39876124, -741.68149283,  721.10817151])]","[array([-0.22935227,  0.51760214,  0.20507501,  1.20132731, -1.72244595,
       -2.17974458])]"
32000,movel_fit,"[array([ 831.14106544, -755.30996841,  742.86053071])]","[array([-0.24174254,  0.49762706,  0.20402813,  1.21275733, -1.71954466,
       -2.19824791])]"
33000,movel_fit,"[array([ 818.57375536, -767.4911137 ,  761.59976053])]","[array([-0.25443174,  0.47967356,  0.20383531,  1.22024841, -1.71781605,
       -2.21247897])]"
34000,movel_fit,"[array([ 804.78185207, -777.60032168,  777.30015441])]","[array([-0.26673424,  0.4641413 ,  0.20442615,  1.22427901, -1.71861368,
       -2.2214246 ])]"
35000,movel_fit,"[array([ 789.97252508, -785.09339165,  789.86265191])]","[array([-0.27804652,  0.45144792,  0.2057729 ,  1.22524965, -1.72303056,
       -2.22424032])]"
36000,movel_fit,"[array([ 774.276392  , -789.42038944,  798.96027146])]","[array([-0.28792228,  0.44193488,  0.20773591,  1.22310466, -1.73198759,
       -2.22027328])]"
37000,movel_fit,"[array([ 757.56782803, -790.068854  ,  804.03128416])]","[array([-0.29625137,  0.43570262,  0.20998062,  1.21708957, -1.74617248,
       -2.20920797])]"
38000,movel_fit,"[array([ 739.40021634, -786.75309082,  804.44027469])]","[array([-0.3035017 ,  0.43250903,  0.2120783 ,  1.20576782, -1.76580137,
       -2.19121082])]"
39000,movel_fit,"[array([ 719.29037795, -779.69297387,  799.75739657])]","[array([-0.31081846,  0.43181732,  0.21374273,  1.18744881, -1.79012195,
       -2.16715843])]"
40000,movel_fit,"[array([ 697.26775926, -769.99449978,  790.34464763])]","[array([-0.31983913,  0.43279537,  0.21506898,  1.16132335, -1.81684561,
       -2.13907986])]"
41000,movel_fit,"[array([ 674.25316069, -759.74636489,  778.05032653])]","[array([-0.33195121,  0.43428634,  0.21653349,  1.12914066, -1.84247325,
       -2.11025274])]"
42000,movel_fit,"[array([ 651.64700698, -751.24379036,  766.04541861])]","[array([-0.34726559,  0.43496195,  0.21854842,  1.0956472 , -1.86413843,
       -2.08420774])]"
43000,movel_fit,"[array([ 630.43715007, -745.85375672,  757.53266502])]","[array([-0.36441325,  0.43360605,  0.22098741,  1.06652245, -1.88116015,
       -2.06340514])]"
44000,movel_fit,"[array([ 610.85777594, -743.73774193,  754.74552542])]","[array([-0.38137393,  0.4292324 ,  0.22325422,  1.04608022, -1.89459253,
       -2.04898697])]"
45000,movel_fit,"[array([ 592.88243559, -744.49681716,  759.08699629])]","[array([-0.39617233,  0.42103665,  0.22468895,  1.03712015, -1.90569605,
       -2.04157763])]"
46000,movel_fit,"[array([ 576.95030461, -747.99834474,  771.3980043 ])]","[array([-0.40719185,  0.40860958,  0.22504941,  1.04160084, -1.91454869,
       -2.04191033])]"
47000,movel_fit,"[array([ 564.01487412, -754.92809558,  791.71826795])]","[array([-0.41395411,  0.39231031,  0.22498616,  1.06018433, -1.91933947,
       -2.05059309])]"
48000,movel_fit,"[array([ 554.93072528, -766.66454704,  819.42609503])]","[array([-0.4176618 ,  0.37300512,  0.2259431 ,  1.09166974, -1.91678   ,
       -2.06790882])]"
49000,movel_fit,"[array([ 550.02325484, -784.35016398,  853.3356047 ])]","[array([-0.42070835,  0.35165377,  0.22944406,  1.13259762, -1.90329568,
       -2.09376124])]"
50000,movel_fit,"[array([ 548.55636746, -807.30806534,  890.66766508])]","[array([-0.42577611,  0.32953822,  0.23610156,  1.17614172, -1.87751807,
       -2.12646663])]"
