breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([1523.72850599,  200.5645621 , -305.12912518])]","[array([-1.5147284 ,  1.55037271, -0.07110434, -0.74717953, -1.33773434,
        0.06166665])]"
1301,movec_fit,"[array([1516.0854745 ,  185.92051122, -313.18545708]), array([1506.87900347,  172.09040569, -320.97658227])]","[array([-1.52090084,  1.54340318, -0.07049548, -0.74369513, -1.35790827,
        0.06059779]), array([-1.52834975,  1.53664313, -0.07297292, -0.74335723, -1.37867528,
        0.06442305])]"
3033,movec_fit,"[array([1493.82786297,  154.68009173, -331.96031536]), array([1480.81010648,  137.77291724, -343.6240053 ])]","[array([-1.53398473,  1.52700943, -0.07202202, -0.7381234 , -1.40850583,
        0.06727245]), array([-1.53921894,  1.51877299, -0.069337  , -0.7334412 , -1.43984467,
        0.07141209])]"
4998,movec_fit,"[array([1466.22529416,  118.51621303, -358.06945468]), array([1452.04587148,   99.37606321, -373.00920429])]","[array([-1.54937353,  1.5109127 , -0.06955806, -0.73319399, -1.47530069,
        0.07445509]), array([-1.5583444 ,  1.50471092, -0.06715142, -0.73343299, -1.51244464,
        0.07787201])]"
7770,movec_fit,"[array([1433.05071792,   71.7736355 , -395.18279343]), array([1415.67396715,   43.57648028, -417.82556834])]","[array([-1.57264815,  1.49462046, -0.06650501, -0.73805273, -1.56257821,
        0.08138344]), array([-1.58389238,  1.48739306, -0.05931804, -0.74316962, -1.61535276,
        0.08270044])]"
10467,movec_fit,"[array([1400.76657305,   15.22175557, -440.23947262]), array([1387.28788621,  -13.69375285, -462.79068372])]","[array([-1.59841978,  1.47638308, -0.05956026, -0.75567176, -1.65935096,
        0.08470066]), array([-1.61031549,  1.46777469, -0.054192  , -0.76917531, -1.70526093,
        0.08391938])]"
12043,movel_fit,"[array([1372.78388519,  -47.77966823, -488.66219111])]","[array([-1.62330003,  1.4536329 , -0.04996912, -0.78851858, -1.75336723,
        0.08425805])]"
14168,movec_fit,"[array([1364.07031733,  -70.5823796 , -505.72489032]), array([1355.72728588,  -93.59828008, -522.63700647])]","[array([-1.63123216,  1.44477343, -0.04551129, -0.80345516, -1.78463711,
        0.08369526]), array([-1.63811069,  1.43740411, -0.03867657, -0.81964739, -1.81697555,
        0.08229182])]"
15997,movec_fit,"[array([1349.01876596, -113.16564967, -536.68739397]), array([1342.67528519, -133.01365093, -550.46239671])]","[array([-1.64410666,  1.4289975 , -0.03420553, -0.83481597, -1.84140537,
        0.08177713]), array([-1.64933263,  1.42183608, -0.02781749, -0.85117656, -1.86659631,
        0.08044888])]"
17747,movec_fit,"[array([1337.02825508, -151.75793961, -563.05987762]), array([1331.71432902, -170.77441787, -575.29090111])]","[array([-1.65410843,  1.41451548, -0.02180834, -0.86779615, -1.88887118,
        0.07945532]), array([-1.65827229,  1.40828166, -0.01423161, -0.88560808, -1.91165416,
        0.0776402 ])]"
19448,movec_fit,"[array([1326.98337465, -189.02508248, -586.50648226]), array([1322.57857168, -207.57847395, -597.29986068])]","[array([-1.66228017,  1.40120269, -0.00726186, -0.9037338 , -1.93136445,
        0.0764675 ]), array([-1.66583221e+00,  1.39507306e+00,  1.05393396e-03, -9.23083246e-01,
       -1.95138883e+00,  7.44161191e-02])]"
21072,movec_fit,"[array([1318.8031978 , -225.05727257, -606.86409242]), array([1315.34234757, -242.81805418, -615.90803476])]","[array([-1.66908094,  1.38863429,  0.00910675, -0.94213217, -1.96852465,
        0.07300806]), array([-1.67201363,  1.38298877,  0.01816634, -0.96239154, -1.9857749 ,
        0.07081534])]"
22589,movec_fit,"[array([1312.49594546, -259.14763954, -623.54370655]), array([1309.9275557 , -275.76771666, -630.56939617])]","[array([-1.67460328,  1.37717915,  0.02698042, -0.98151841, -2.00006704,
        0.06934762]), array([-1.67701305,  1.37199487,  0.03642069, -1.00187119, -2.01440087,
        0.06733936])]"
24043,movec_fit,"[array([1307.83482842, -291.39482602, -636.38012652]), array([1306.03764158, -307.2654665 , -641.44911006])]","[array([-1.67908614,  1.36678465,  0.04624434, -1.02124713, -2.02671317,
        0.0658976 ]), array([-1.68107822,  1.36208111,  0.05637111, -1.04183968, -2.03896028,
        0.06411975])]"
25512,movec_fit,"[array([1304.64268671, -322.93275733, -645.50152883]), array([1303.63583304, -338.81431001, -648.64434986])]","[array([-1.68286735,  1.35713602,  0.06772267, -1.06220179, -2.04993742,
        0.06283801]), array([-1.68466958,  1.352577  ,  0.07914968, -1.08386872, -2.06068887,
        0.0613401 ])]"
27091,movec_fit,"[array([1303.12194043, -355.39119783, -650.73575024]), array([1303.20370585, -372.06299786, -651.61269735])]","[array([-1.68644238,  1.34747038,  0.09313181, -1.10629318, -2.07065647,
        0.06032912]), array([-1.6883562 ,  1.34260973,  0.10686754, -1.13015726, -2.08007184,
        0.059278  ])]"
29060,movec_fit,"[array([1304.30253528, -392.03175844, -650.73500668]), array([1306.61701772, -411.64726635, -647.60579038])]","[array([-1.6906857 ,  1.33625258,  0.12729885, -1.15808989, -2.08952921,
        0.05874736]), array([-1.69352524,  1.32987936,  0.14631307, -1.18803484, -2.09761894,
        0.05907521])]"
31291,movec_fit,"[array([1311.00450974, -432.65086289, -640.8595567 ]), array([1317.29692055, -451.73884293, -630.80651068])]","[array([-1.69653678,  1.32277038,  0.17515415, -1.21845031, -2.10430625,
        0.05958917]), array([-1.70106238,  1.31475629,  0.19934393, -1.25041363, -2.10834413,
        0.06378249])]"
