breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1886.53799647,  245.76501643, -324.25851767])]","[array([ 1.42918026, -0.44921292,  0.64770016, -2.56960509,  1.57246263,
       -1.49382433])]"
1665,movel,"[array([1834.08383773,  220.12545469, -327.1312668 ])]","[array([ 1.41169507, -0.43210102,  0.65767014, -2.54973299,  1.56619643,
       -1.49361479])]"
3332,movel,"[array([1779.65269478,  199.50194398, -333.21149144])]","[array([ 1.39937708, -0.41458753,  0.66811111, -2.52475661,  1.56153387,
       -1.49157869])]"
4999,movel,"[array([1723.92917524,  184.1158618 , -342.34400261])]","[array([ 1.38838743, -0.39640039,  0.67948091, -2.50078966,  1.55505488,
       -1.49086689])]"
6665,movel,"[array([1667.57783386,  173.85118028, -354.19645884])]","[array([ 1.37783876, -0.37737068,  0.69055076, -2.47883305,  1.54739828,
       -1.4907953 ])]"
8332,movel,"[array([1611.05582937,  168.30439885, -368.35229509])]","[array([ 1.36657387, -0.35723892,  0.70019014, -2.46056592,  1.53866016,
       -1.49115509])]"
9999,movel,"[array([1554.76318659,  166.91863027, -384.33894655])]","[array([ 1.3545756 , -0.33607361,  0.70777675, -2.44619521,  1.52931846,
       -1.49151733])]"
11665,movel,"[array([1498.93670139,  169.05373077, -401.69698807])]","[array([ 1.3427716 , -0.31426307,  0.7135056 , -2.43439221,  1.52007326,
       -1.49139293])]"
13332,movel,"[array([1443.57473207,  174.07295656, -420.04372347])]","[array([ 1.33181802, -0.29212302,  0.71781036, -2.42400069,  1.51133357,
       -1.49054619])]"
14999,movel,"[array([1388.67569031,  181.37229233, -439.01590132])]","[array([ 1.32189713, -0.26986192,  0.72097105, -2.41453103,  1.50326531,
       -1.48892417])]"
16665,movel,"[array([1334.17307102,  190.38960754, -458.29157752])]","[array([ 1.31301347, -0.24762928,  0.72319364, -2.40567912,  1.49598272,
       -1.48649602])]"
18332,movel,"[array([1279.86511921,  200.62327963, -477.61404328])]","[array([ 1.30506427, -0.22550095,  0.72462135, -2.39721837,  1.48958465,
       -1.48321178])]"
19999,movel,"[array([1225.6249072 ,  211.58743255, -496.70938688])]","[array([ 1.29785927, -0.20355382,  0.72528281, -2.38910132,  1.48417428,
       -1.47901536])]"
21665,movel,"[array([1171.30902539,  222.80965006, -515.30882989])]","[array([ 1.2912658 , -0.1818879 ,  0.72523631, -2.38112437,  1.47993731,
       -1.4737818 ])]"
23332,movel,"[array([1116.66911485,  233.83368082, -533.16666807])]","[array([ 1.28528539, -0.16063103,  0.72468243, -2.37266553,  1.47720553,
       -1.46725493])]"
24999,movel,"[array([1061.56258694,  244.15814531, -549.97624379])]","[array([ 1.27986498, -0.13994842,  0.72376248, -2.36313807,  1.47636068,
       -1.45913821])]"
26665,movel,"[array([1005.87398036,  253.23904486, -565.39038295])]","[array([ 1.27468735, -0.11992689,  0.72230452, -2.35252648,  1.47767294,
       -1.4492066 ])]"
28332,movel,"[array([ 949.43223073,  260.48676508, -579.03397723])]","[array([ 1.269342  , -0.10059477,  0.71997511, -2.34105033,  1.48137666,
       -1.43725198])]"
29999,movel,"[array([ 892.24080617,  265.22180896, -590.44082204])]","[array([ 1.26361051, -0.08208457,  0.71662237, -2.32847079,  1.48782651,
       -1.4229936 ])]"
31665,movel,"[array([ 834.4338548 ,  266.70591356, -599.09036757])]","[array([ 1.25735767, -0.06453618,  0.71220919, -2.31426552,  1.49735092,
       -1.40616353])]"
33332,movel,"[array([ 776.239953  ,  264.18512976, -604.44596348])]","[array([ 1.25031873, -0.04792154,  0.70656126, -2.29835129,  1.50990877,
       -1.38676764])]"
34999,movel,"[array([ 718.22923937,  256.9840526 , -605.99634398])]","[array([ 1.24231592, -0.03208576,  0.6996276 , -2.2808326 ,  1.524973  ,
       -1.36519809])]"
36665,movel,"[array([ 661.16913112,  244.65859393, -603.3926968 ])]","[array([ 1.23351361, -0.01677998,  0.6918433 , -2.26118769,  1.54169559,
       -1.34202507])]"
38332,movel,"[array([ 605.80850985,  227.08357231, -596.53516952])]","[array([ 1.22432879e+00, -1.67993532e-03,  6.84008185e-01, -2.23831942e+00,
        1.55903488e+00, -1.31784483e+00])]"
39999,movel,"[array([ 552.93624753,  204.53732198, -585.61517644])]","[array([ 1.21528764,  0.01346492,  0.67707144, -2.21079068,  1.57591363,
       -1.29318582])]"
41665,movel,"[array([ 503.11555058,  177.61292669, -571.07011207])]","[array([ 1.20665629,  0.02895298,  0.67156017, -2.17803666,  1.59109759,
       -1.26867901])]"
43332,movel,"[array([ 456.50075992,  146.98477756, -553.43258834])]","[array([ 1.19827412,  0.04533058,  0.66706191, -2.14201033,  1.60304924,
       -1.2453841 ])]"
44999,movel,"[array([ 413.08469211,  113.35139784, -533.25555571])]","[array([ 1.19006803,  0.06291504,  0.66323605, -2.10384038,  1.61092146,
       -1.22381883])]"
46665,movel,"[array([ 372.72127066,   77.34606922, -511.04340432])]","[array([ 1.18194327,  0.08197486,  0.6596179 , -2.06474699,  1.61405388,
       -1.20441207])]"
48332,movel,"[array([ 335.10858829,   39.42303347, -487.17903209])]","[array([ 1.17385175,  0.10272214,  0.65534853, -2.02716406,  1.61212567,
       -1.18763484])]"
49999,movel,"[array([ 2.99997376e+02,  1.10850460e-04, -4.62000471e+02])]","[array([ 1.16636996,  0.12525199,  0.64966435, -1.99559888,  1.60496739,
       -1.17452442])]"
