primitives,points,q_bp
movej_fit,"[array([  863.30140869, -1068.9264639 ,   812.98220318])]","[array([-0.97546784, -0.04091452, -0.20475828, -0.23827766, -1.17468895,
        2.81013107])]"
movel_fit,"[array([  863.54930335, -1054.9925746 ,   809.17095524])]","[array([-0.97389487, -0.04445226, -0.21016116, -0.24602078, -1.18623411,
        2.81777278])]"
movel_fit,"[array([  863.76295756, -1041.14535091,   805.35981   ])]","[array([-0.97233876, -0.04782751, -0.21553335, -0.25371111, -1.19770085,
        2.8252649 ])]"
movel_fit,"[array([  863.94080769, -1027.3603307 ,   801.5402369 ])]","[array([-0.97079523, -0.05104701, -0.22088872, -0.26135953, -1.2091082 ,
        2.83262197])]"
movel_fit,"[array([  864.08083975, -1013.63774008,   797.71346847])]","[array([-0.96926369, -0.05411249, -0.22623043, -0.26896495, -1.22045559,
        2.83984703])]"
movel_fit,"[array([ 864.18108247, -999.9778307 ,  793.88071543])]","[array([-0.96774357, -0.05702562, -0.23156152, -0.27652632, -1.23174247,
        2.84694302])]"
movel_fit,"[array([ 864.23960586, -986.38087893,  790.04316423])]","[array([-0.96623431, -0.05978808, -0.23688495, -0.28404264, -1.24296833,
        2.85391279])]"
movel_fit,"[array([ 864.25451995, -972.847185  ,  786.20197486])]","[array([-0.96473536, -0.06240147, -0.24220359, -0.2915129 , -1.25413268,
        2.86075907])]"
movel_fit,"[array([ 864.22397354, -959.37707191,  782.35827894])]","[array([-0.9632462 , -0.06486742, -0.2475202 , -0.29893612, -1.26523507,
        2.86748453])]"
movel_fit,"[array([ 864.14615304, -945.97088436,  778.51317801])]","[array([-0.9617663 , -0.06718748, -0.25283748, -0.30631135, -1.27627506,
        2.8740917 ])]"
movel_fit,"[array([ 864.01928143, -932.62898745,  774.66774208])]","[array([-0.96029517, -0.06936322, -0.25815803, -0.31363763, -1.28725222,
        2.88058306])]"
movel_fit,"[array([ 863.8416172 , -919.35176535,  770.82300849])]","[array([-0.95883234, -0.07139613, -0.2634844 , -0.32091402, -1.29816618,
        2.88696098])]"
movel_fit,"[array([ 863.61145353, -906.13961992,  766.97998082])]","[array([-0.95737734, -0.07328772, -0.26881903, -0.32813959, -1.30901657,
        2.89322775])]"
