breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2638.38264803,  841.09811283,  747.82895956])]","[array([-9.05895017e-17,  8.69173967e-01, -3.00196631e-01, -2.81107774e-17,
        1.14144533e+00,  4.33322205e-18])]"
500,movel_fit,"[array([2636.54244926,  844.41703474,  750.63519606])]","[array([ 1.39792211e-03,  8.68743451e-01, -3.00755605e-01, -7.99042569e-05,
        1.14325882e+00, -1.40810149e-03])]"
1000,movel_fit,"[array([2634.23800288,  849.11239642,  748.49435231])]","[array([ 3.18976051e-03,  8.69389808e-01, -3.01442217e-01,  5.71724903e-05,
        1.14306779e+00, -2.03564563e-03])]"
1500,movel_fit,"[array([2631.82386224,  854.07265573,  744.09795528])]","[array([ 5.05559844e-03,  8.70557991e-01, -3.02217291e-01,  2.08763386e-04,
        1.14200789e+00, -2.36564570e-03])]"
2000,movel_fit,"[array([2629.46540667,  858.80214402,  738.9295415 ])]","[array([ 6.85379070e-03,  8.71936548e-01, -3.03041137e-01,  2.89228978e-04,
        1.14068648e+00, -2.64673635e-03])]"
2500,movel_fit,"[array([2627.2266198 ,  863.14593367,  733.69740543])]","[array([ 8.54070574e-03,  8.73372493e-01, -3.03881854e-01,  2.75828974e-04,
        1.13938003e+00, -2.98366986e-03])]"
3000,movel_fit,"[array([2625.12022944,  867.10708001,  728.64609876])]","[array([ 1.01178879e-02,  8.74809438e-01, -3.04719144e-01,  1.72912139e-04,
        1.13817359e+00, -3.40170421e-03])]"
3500,movel_fit,"[array([2623.13862706,  870.74000814,  723.78818617])]","[array([ 1.16012940e-02,  8.76240367e-01, -3.05542306e-01, -7.90374481e-06,
        1.13705994e+00, -3.88998905e-03])]"
4000,movel_fit,"[array([2621.27003027,  874.1017126 ,  719.05786046])]","[array([ 1.30073823e-02,  8.77675535e-01, -3.06346024e-01, -2.55932851e-04,
        1.13600277e+00, -4.42751981e-03])]"
4500,movel_fit,"[array([2619.50444658,  877.23819029,  714.39529545])]","[array([ 1.43494069e-02,  8.79124282e-01, -3.07126489e-01, -5.62885982e-04,
        1.13496993e+00, -4.99572082e-03])]"
5000,movel_fit,"[array([2617.83398762,  880.18725842,  709.77987769])]","[array([ 1.56383854e-02,  8.80587505e-01, -3.07879022e-01, -9.21530885e-04,
        1.13394581e+00, -5.58235977e-03])]"
5500,movel_fit,"[array([2616.25102373,  882.98559708,  705.23133563])]","[array([ 0.0168852 ,  0.88205705, -0.30859736, -0.00132399,  1.13293115,
       -0.0061808 ])]"
6000,movel_fit,"[array([2614.74633979,  885.67371855,  700.79445835])]","[array([ 0.01810199,  0.88351891, -0.3092742 , -0.00176085,  1.13193698,
       -0.00678746])]"
6500,movel_fit,"[array([2613.30831041,  888.29673731,  696.51894175])]","[array([ 0.01930232,  0.88495767, -0.30990247, -0.00222136,  1.130977  ,
       -0.00739911])]"
7000,movel_fit,"[array([2611.92327345,  890.9014478 ,  692.44191975])]","[array([ 0.02050022,  0.88636067, -0.31047658, -0.00269446,  1.13006116,
       -0.00801112])]"
7500,movel_fit,"[array([2610.5767606 ,  893.5315204 ,  688.57711095])]","[array([ 0.02170867,  0.88772067, -0.31099346, -0.00317012,  1.12919186,
       -0.00861668])]"
8000,movel_fit,"[array([2609.25503008,  896.22282537,  684.91148715])]","[array([ 0.02293824,  0.88903698, -0.3114529 , -0.00364057,  1.12836282,
       -0.00920699])]"
8500,movel_fit,"[array([2607.94638351,  899.00035109,  681.40826311])]","[array([ 0.02419614,  0.89031496, -0.31185739, -0.00410097,  1.1275602 ,
       -0.00977203])]"
9000,movel_fit,"[array([2606.64193738,  901.87734048,  678.01394424])]","[array([ 0.02548602,  0.89156458, -0.31221155, -0.00454952,  1.12676504,
       -0.01030165])]"
9500,movel_fit,"[array([2605.335749  ,  904.85650343,  674.66699769])]","[array([ 0.02680837,  0.8927984 , -0.31252128, -0.00498699,  1.12595627,
       -0.01078638])]"
10000,movel_fit,"[array([2604.02438711,  907.93267246,  671.30611517])]","[array([ 0.02816131,  0.89402958, -0.31279296, -0.00541599,  1.12511347,
       -0.01121824])]"
10500,movel_fit,"[array([2602.70615006,  911.09608618,  667.87669702])]","[array([ 0.02954167,  0.89527023, -0.31303275, -0.00584   ,  1.12421902,
       -0.01159099])]"
11000,movel_fit,"[array([2601.38016707,  914.33554535,  664.3348803 ])]","[array([ 0.03094587,  0.89653029, -0.31324611, -0.00626258,  1.1232594 ,
       -0.01190024])]"
11500,movel_fit,"[array([2600.045589  ,  917.64089195,  660.6490371 ])]","[array([ 0.03237072,  0.89781702, -0.31343753, -0.00668671,  1.12222555,
       -0.01214327])]"
12000,movel_fit,"[array([2598.70100726,  921.00452914,  656.79912341])]","[array([ 0.03381385,  0.89913502, -0.31361057, -0.00711447,  1.12111264,
       -0.01231865])]"
12500,movel_fit,"[array([2597.34415679,  924.42196099,  652.7745398 ])]","[array([ 0.03527384,  0.90048663, -0.31376795, -0.00754693,  1.11991918,
       -0.01242589])]"
13000,movel_fit,"[array([2595.9718822 ,  927.89153916,  648.57127001])]","[array([ 0.03675016,  0.90187261, -0.31391178, -0.00798429,  1.11864604,
       -0.01246505])]"
13500,movel_fit,"[array([2594.58028922,  931.41372985,  644.18901006])]","[array([ 0.03824293,  0.90329275, -0.31404384, -0.00842612,  1.11729537,
       -0.01243638])]"
14000,movel_fit,"[array([2593.16497546,  934.99024871,  639.62882852])]","[array([ 0.03975267,  0.90474648, -0.3141657 , -0.00887164,  1.11586982,
       -0.01234019])]"
14500,movel_fit,"[array([2591.72123642,  938.62336271,  634.89166336])]","[array([ 0.04128004,  0.90623325, -0.31427893, -0.00931989,  1.11437197,
       -0.0121766 ])]"
15000,movel_fit,"[array([2590.24416881,  942.31555126,  629.97771761])]","[array([ 0.04282579,  0.90775262, -0.31438508, -0.0097699 ,  1.11280409,
       -0.01194559])]"
15500,movel_fit,"[array([2588.72863529,  946.06958502,  624.88661142])]","[array([ 0.04439076,  0.9093043 , -0.31448572, -0.0102206 ,  1.11116826,
       -0.01164693])]"
16000,movel_fit,"[array([2587.16909945,  949.88895314,  619.61801047])]","[array([ 0.045976  ,  0.91088791, -0.31458235, -0.01067074,  1.10946654,
       -0.01128021])]"
16500,movel_fit,"[array([2585.55937995,  953.77847251,  614.17239119])]","[array([ 0.04758298,  0.91250282, -0.3146764 , -0.01111869,  1.1077013 ,
       -0.01084493])]"
17000,movel_fit,"[array([2583.89239682,  957.74486446,  608.55162076])]","[array([ 0.04921374,  0.91414792, -0.31476917, -0.01156228,  1.10587548,
       -0.01034041])]"
17500,movel_fit,"[array([2582.15998911,  961.79709068,  602.75911017])]","[array([ 0.05087101,  0.91582161, -0.31486186, -0.01199869,  1.10399264,
       -0.00976585])]"
18000,movel_fit,"[array([2580.35286802,  965.94629832,  596.79942324])]","[array([ 0.05255819,  0.91752188, -0.31495561, -0.01242445,  1.10205687,
       -0.00912023])]"
18500,movel_fit,"[array([2578.46073825,  970.20531967,  590.67736557])]","[array([ 0.05427918,  0.91924649, -0.31505162, -0.01283558,  1.10007249,
       -0.00840228])]"
19000,movel_fit,"[array([2576.47257845,  974.58778441,  584.39670758])]","[array([ 0.05603815,  0.92099337, -0.31515122, -0.01322789,  1.09804357,
       -0.00761035])]"
19500,movel_fit,"[array([2574.37702885,  979.10700535,  577.95878859])]","[array([ 0.05783917,  0.92276097, -0.31525597, -0.01359726,  1.09597342,
       -0.00674233])]"
20000,movel_fit,"[array([2572.16280072,  983.77486983,  571.36128898])]","[array([ 0.05968592,  0.92454862, -0.3153677 , -0.01394001,  1.0938641 ,
       -0.00579562])]"
20500,movel_fit,"[array([2569.81900537,  988.60099164,  564.59743908])]","[array([ 0.06158141,  0.92635673, -0.31548855, -0.01425315,  1.09171607,
       -0.00476698])]"
21000,movel_fit,"[array([2567.33530431,  993.59234887,  557.6558657 ])]","[array([ 0.06352791,  0.92818692, -0.31562092, -0.01453453,  1.08952811,
       -0.00365261])]"
