,breakpoints,primitives,J1,J2,J3,J4,J5,J6
83,41499,movel_fit,-0.6475096533484077,0.1158193487645363,-0.0980907395125172,-0.3315168402672831,-1.7835194257173796,2.188816021425358
84,41999,movel_fit,-0.6474955681529959,0.1158075468004983,-0.0981041520375076,-0.3315192803316261,-1.783517887751013,2.188814183659584
85,42499,movel_fit,-0.6474814841846328,0.115795742263597,-0.0981175668288609,-0.3315217223205738,-1.7835163471248536,2.188812348825417
86,42999,movel_fit,-0.647467401447857,0.1157839351449086,-0.0981309838948985,-0.3315241662428436,-1.7835148038260993,2.188810516893456
87,43499,movel_fit,-0.6474533199378305,0.1157721254535899,-0.0981444032268716,-0.33152661208907,-1.7835132578680852,2.188808687894299
88,43999,movel_fit,-0.6474392396573014,0.1157603131841668,-0.0981578248298442,-0.3315290598645193,-1.7835117092429986,2.1888068618099976
89,44499,movel_fit,-0.6474251606063097,0.1157484983363891,-0.098171248703949,-0.3315315095692344,-1.783510157950576,2.188805038639933
90,44999,movel_fit,-0.6474110827823276,0.1157366809149579,-0.098184674844644,-0.3315339611983055,-1.7835086039977126,2.18880321839992
91,45499,movel_fit,-0.6473970061894772,0.1157248609117536,-0.0981981032594905,-0.3315364147596461,-1.7835070473727692,2.1888014010632246
92,45999,movel_fit,-0.6473829308242394,0.1157130383333853,-0.0982115339421456,-0.3315388702464388,-1.7835054880853989,2.188799586651993
93,46499,movel_fit,-0.6473688566870468,0.1157012131788472,-0.0982249668934558,-0.3315413276594822,-1.783503926134245,2.1887977751631
94,46999,movel_fit,-0.6473547837790647,0.1156893854457198,-0.0982384021156004,-0.3315437870009874,-1.7835023615159116,2.188795966588732
95,47499,movel_fit,-0.6473407121002168,0.1156775551339779,-0.0982518396085005,-0.3315462482707725,-1.7835007942304597,2.1887941609290182
96,47999,movel_fit,-0.6473266416489949,0.1156657222463547,-0.098265279369472,-0.3315487114658965,-1.78349922428194,2.1887923581932425
97,48499,movel_fit,-0.6473125724257178,0.1156538867820635,-0.0982787213991538,-0.3315511765869393,-1.7834976516693128,2.1887905583790053
98,48999,movel_fit,-0.6472985044318484,0.1156420487381118,-0.0982921657002673,-0.3315536436366857,-1.7834960763883525,2.1887887614765904
99,49499,movel_fit,-0.6472844376657365,0.115630208117505,-0.0983056122698717,-0.3315561126119232,-1.7834944984435015,2.188786967496184
100,49999,movel_fit,-0.647270372129336,0.1156183649163059,-0.0983190611115807,-0.3315585835163805,-1.7834929178291692,2.1887851764249366
