breakpoints,primitives,points
0,movej_fit,"[array([-0.58210002, -0.02475751,  0.3979936 , -2.7976642 , -1.62427618,
        0.96710296])]"
6517,movec_fit,"[array([1088.35172428, -439.78630435,  994.04798726]), array([1084.03061043, -372.9653289 ,  994.19845073])]"
7827,movel_fit,"[array([1081.6555219 , -346.14290593,  994.11227618])]"
11966,movec_fit,"[array([1077.07470236, -303.84282335,  993.81542765]), array([1071.82534382, -261.64570602,  993.13142551])]"
14830,movec_fit,"[array([1067.95646107, -232.45556426,  992.34831321]), array([1064.18995317, -203.2999422 ,  991.35392067])]"
16352,movel_fit,"[array([1060.53760941, -172.24650222,  990.23531905])]"
19077,movec_fit,"[array([1057.94924253, -144.36702663,  989.29496918]), array([1056.2061986 , -116.43496351,  988.61704837])]"
22136,movec_fit,"[array([1055.893311  ,  -85.0017144 ,  988.51369848]), array([1057.52984813,  -53.63688339,  989.17403252])]"
22871,movel_fit,"[array([1059.15227085,  -38.62528897,  989.72477103])]"
23631,movel_fit,"[array([1061.37755996,  -23.18040287,  990.48107377])]"
24429,movel_fit,"[array([1064.31315536,   -7.06230668,  991.30295323])]"
25255,movel_fit,"[array([1067.94599859,    9.5045124 ,  992.12015624])]"
26111,movel_fit,"[array([1072.26792556,   26.54825555,  992.7642381 ])]"
26971,movel_fit,"[array([1077.07446896,   43.55897926,  993.06111362])]"
27824,movel_fit,"[array([1082.15989089,   60.33983607,  992.87109225])]"
28668,movel_fit,"[array([1087.35060071,   76.87694707,  992.1220366 ])]"
29521,movel_fit,"[array([1092.58543626,   93.55319319,  990.7718286 ])]"
30389,movel_fit,"[array([1097.71361194,  110.52737365,  988.83423632])]"
31239,movel_fit,"[array([1102.34380921,  127.21868617,  986.52301661])]"
32011,movel_fit,"[array([1106.03381138,  142.48808972,  984.27014961])]"
32688,movel_fit,"[array([1108.7409518 ,  156.00603265,  982.37077078])]"
33287,movel_fit,"[array([1110.63250047,  168.08469209,  980.90129299])]"
33832,movel_fit,"[array([1111.8728991 ,  179.1694121 ,  979.85351236])]"
34341,movel_fit,"[array([1112.56408872,  189.59088193,  979.20944103])]"
34826,movel_fit,"[array([1112.76307451,  199.55318352,  978.95492608])]"
35301,movel_fit,"[array([1112.49865607,  209.30198479,  979.07532736])]"
35776,movel_fit,"[array([1111.76406197,  219.03134633,  979.56739703])]"
36261,movel_fit,"[array([1110.52912423,  228.8855632 ,  980.42845413])]"
36761,movel_fit,"[array([1108.75512688,  238.93823894,  981.64081748])]"
37293,movel_fit,"[array([1106.34226112,  249.49051365,  983.19907722])]"
37869,movel_fit,"[array([1103.16357569,  260.74337588,  985.06720318])]"
38487,movel_fit,"[array([1099.16765685,  272.62842752,  987.1037795 ])]"
39129,movel_fit,"[array([1094.46490786,  284.8055421 ,  989.05389205])]"
39771,movel_fit,"[array([1089.31359685,  296.85300339,  990.64685727])]"
40406,movel_fit,"[array([1083.90911918,  308.68643679,  991.73217269])]"
41041,movel_fit,"[array([1078.34245165,  320.48182238,  992.24956288])]"
41683,movel_fit,"[array([1072.71596302,  332.41934248,  992.17856458])]"
42329,movel_fit,"[array([1067.24707967,  344.50682246,  991.5598051 ])]"
42939,movel_fit,"[array([1062.46433932,  356.0575446 ,  990.58708426])]"
43487,movel_fit,"[array([1058.65922999,  366.60997996,  989.54271967])]"
43972,movel_fit,"[array([1055.8208318 ,  376.12242017,  988.61412356])]"
44407,movel_fit,"[array([1053.80732421,  384.80566153,  987.88175501])]"
44810,movel_fit,"[array([1052.47720539,  392.96707615,  987.36621767])]"
45192,movel_fit,"[array([1051.75790315,  400.78271837,  987.07888758])]"
45564,movel_fit,"[array([1051.6047783 ,  408.42429552,  987.0203687 ])]"
45935,movel_fit,"[array([1052.00878617,  416.03744774,  987.1893958 ])]"
46310,movel_fit,"[array([1052.97633839,  423.67779438,  987.57611245])]"
46702,movel_fit,"[array([1054.55045888,  431.55905159,  988.16829411])]"
47125,movel_fit,"[array([1056.83220118,  439.91495053,  988.95037421])]"
47587,movel_fit,"[array([1059.91949378,  448.85035528,  989.86530774])]"
48094,movel_fit,"[array([1063.88969568,  458.44334632,  990.79621188])]"
48636,movel_fit,"[array([1068.64876045,  468.49049535,  991.53524095])]"
49188,movel_fit,"[array([1073.86911012,  478.56310304,  991.85274435])]"
49735,movel_fit,"[array([1079.23849809,  488.43989656,  991.62000718])]"
50000,movel_fit,"[array([1081.86268285,  493.20208597,  991.2362553 ])]"
