breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1090.16121372, -506.72253554,  994.04660022])]","[array([-0.58589046, -0.03341733,  0.40482559, -2.79157683, -1.61501501,
        0.95669868])]"
500,movel_fit,"[array([1090.04687604, -496.46903793,  994.02209111])]","[array([-0.57922063, -0.03737075,  0.4088914 , -2.79080471, -1.61547072,
        0.95553683])]"
1000,movel_fit,"[array([1089.87327558, -486.19544676,  994.00598958])]","[array([-0.57278737, -0.04194902,  0.41343538, -2.78955479, -1.6152909 ,
        0.95365283])]"
1500,movel_fit,"[array([1089.64053804, -475.92225473,  993.99804096])]","[array([-0.56661119, -0.04714573,  0.41843948, -2.78784535, -1.61447187,
        0.95105422])]"
2000,movel_fit,"[array([1089.3485966 , -465.64945538,  993.99772379])]","[array([-0.5606859 , -0.05296867,  0.42390193, -2.78569083, -1.61301381,
        0.94774371])]"
2500,movel_fit,"[array([1088.99740161, -455.37788431,  994.0043056 ])]","[array([-0.5550063 , -0.05942453,  0.42982126, -2.78310427, -1.61091805,
        0.94372304])]"
3000,movel_fit,"[array([1088.58691141, -445.10814822,  994.01684143])]","[array([-0.5495674 , -0.06651922,  0.43619652, -2.78009741, -1.60818711,
        0.93899294])]"
3500,movel_fit,"[array([1088.11714839, -434.84158351,  994.03417301])]","[array([-0.54436475, -0.07425687,  0.44302652, -2.77668113, -1.60482532,
        0.93355399])]"
4000,movel_fit,"[array([1087.58809772, -424.57764555,  994.05493497])]","[array([-0.53939298, -0.08264153,  0.4503112 , -2.77286488, -1.60083818,
        0.92740559])]"
4500,movel_fit,"[array([1086.99987169, -414.3171544 ,  994.07755306])]","[array([-0.53464719, -0.09167435,  0.45804918, -2.76865799, -1.59623382,
        0.92054814])]"
5000,movel_fit,"[array([1086.35263196, -404.06010802,  994.10025336])]","[array([-0.53012167, -0.10135482,  0.46623882, -2.7640693 , -1.59102258,
        0.91298239])]"
5500,movel_fit,"[array([1085.64667228, -393.80673869,  994.12106882])]","[array([-0.5258101 , -0.11167939,  0.47487696, -2.75910794, -1.58521791,
        0.90471072])]"
6000,movel_fit,"[array([1084.88248451, -383.55783201,  994.13785144])]","[array([-0.52170533, -0.12264043,  0.48395808, -2.75378401, -1.57883711,
        0.89573827])]"
6500,movel_fit,"[array([1084.06069223, -373.31328141,  994.14829296])]","[array([-0.51779845, -0.13422718,  0.49347489, -2.7481084 , -1.57190092,
        0.88607257])]"
7000,movel_fit,"[array([1083.18217252, -363.07327533,  994.14994589])]","[array([-0.51407889, -0.14642384,  0.50341675, -2.74209392, -1.56443467,
        0.87572536])]"
7500,movel_fit,"[array([1082.24809489, -352.83814298,  994.14025491])]","[array([-0.51053401, -0.15920917,  0.51376909, -2.7357559 , -1.55646857,
        0.86471354])]"
8000,movel_fit,"[array([1081.25999072, -342.60852828,  994.11659698])]","[array([-0.50714867, -0.17255553,  0.52451255, -2.72911302, -1.54803821,
        0.85306042])]"
8500,movel_fit,"[array([1080.21957922, -332.38315277,  994.07632082])]","[array([-0.50390418, -0.18643139,  0.53562473, -2.72218648, -1.53918286,
        0.84079413])]"
9000,movel_fit,"[array([1079.12935213, -322.16411565,  994.01682163])]","[array([-0.50077963, -0.2007938 ,  0.54707399, -2.71500426, -1.52994993,
        0.82795487])]"
9500,movel_fit,"[array([1077.99197094, -311.95038519,  993.93558269])]","[array([-0.49774946, -0.21559693,  0.55882595, -2.7075974 , -1.52038927,
        0.8145882 ])]"
10000,movel_fit,"[array([1076.81064026, -301.74108665,  993.83025545])]","[array([-0.49478434, -0.23078754,  0.57083969, -2.7000027 , -1.51055552,
        0.80074961])]"
10500,movel_fit,"[array([1075.58948087, -291.53803266,  993.69878103])]","[array([-0.49185166, -0.24630111,  0.58306446, -2.69226525, -1.50051015,
        0.78650903])]"
11000,movel_fit,"[array([1074.33277119, -281.33878601,  993.53940309])]","[array([-0.48891349, -0.2620724 ,  0.59544782, -2.68443347, -1.49031398,
        0.77194182])]"
11500,movel_fit,"[array([1073.04579074, -271.14334922,  993.35084405])]","[array([-0.48592861, -0.27802584,  0.60792795, -2.67656426, -1.48003276,
        0.7571384 ])]"
12000,movel_fit,"[array([1071.73470804, -260.95256432,  993.13241099])]","[array([-0.48285228, -0.29407821,  0.62043569, -2.66872175, -1.46973476,
        0.74220233])]"
12500,movel_fit,"[array([1070.40611315, -250.76410392,  992.88401633])]","[array([-0.4796354 , -0.31014571,  0.63290013, -2.66097372, -1.45948559,
        0.72724425])]"
13000,movel_fit,"[array([1069.06774438, -240.57776349,  992.60639553])]","[array([-0.47622668, -0.32613625,  0.64524271, -2.65339504, -1.44935259,
        0.71238916])]"
13500,movel_fit,"[array([1067.72804384, -230.39165974,  992.30112642])]","[array([-0.47257203, -0.34195609,  0.65738263, -2.64606383, -1.43940019,
        0.69777029])]"
14000,movel_fit,"[array([1066.39662198, -220.20548206,  991.97081714])]","[array([-0.46861655, -0.35750534,  0.66923377, -2.63906261, -1.42969242,
        0.68353273])]"
14500,movel_fit,"[array([1065.08400299, -210.01835864,  991.61913414])]","[array([-0.46430464, -0.37268183,  0.68070812, -2.63247533, -1.42029045,
        0.66982913])]"
15000,movel_fit,"[array([1063.80150469, -199.82776053,  991.25081887])]","[array([-0.45958046, -0.38738291,  0.6917177 , -2.62638516, -1.41125165,
        0.65681692])]"
15500,movel_fit,"[array([1062.56145763, -189.63104945,  990.87177319])]","[array([-0.45438928, -0.40150298,  0.70217323, -2.62087418, -1.40263152,
        0.64465913])]"
16000,movel_fit,"[array([1061.37767595, -179.42965162,  990.4892228 ])]","[array([-0.4486809 , -0.41492776,  0.7119806 , -2.61602373, -1.39448787,
        0.63352728])]"
16500,movel_fit,"[array([1060.26426535, -169.21942658,  990.11131124])]","[array([-0.44240546, -0.42754699,  0.72105087, -2.61190786, -1.38687391,
        0.62358841])]"
17000,movel_fit,"[array([1059.23664063, -158.99975186,  989.74733848])]","[array([-0.43551918, -0.4392414 ,  0.72929131, -2.60859667, -1.37984736,
        0.61501375])]"
17500,movel_fit,"[array([1058.31098097, -148.77001856,  989.40745865])]","[array([-0.42798348, -0.44988679,  0.73660903, -2.60615303, -1.37346924,
        0.60797243])]"
18000,movel_fit,"[array([1057.50401068, -138.52862045,  989.10240455])]","[array([-0.41976494, -0.4593539 ,  0.74291127, -2.6046314 , -1.3678055 ,
        0.6026292 ])]"
18500,movel_fit,"[array([1056.8331047 , -128.27670879,  988.84327125])]","[array([-0.41083898, -0.46750386,  0.74810278, -2.60407752, -1.36293138,
        0.59914442])]"
19000,movel_fit,"[array([1056.31568156, -118.01392143,  988.6409632 ])]","[array([-0.40118732, -0.4741913 ,  0.7520882 , -2.60452668, -1.35893143,
        0.59766959])]"
19500,movel_fit,"[array([1055.96924889, -107.74676326,  988.50582167])]","[array([-0.39080677, -0.47925867,  0.75476894, -2.60600213, -1.35590481,
        0.59834559])]"
20000,movel_fit,"[array([1055.81037485,  -97.47782369,  988.44677477])]","[array([-0.37970021, -0.48254379,  0.75604807, -2.60851402, -1.3539627 ,
        0.60129752])]"
20500,movel_fit,"[array([1055.85462114,  -87.20689813,  988.47083274])]","[array([-0.36787708, -0.48387629,  0.7558277 , -2.6120599 , -1.3532325 ,
        0.60663622])]"
21000,movel_fit,"[array([1056.11629152,  -76.93479062,  988.58250118])]","[array([-0.35535778, -0.48307529,  0.75400788, -2.6166229 , -1.35386106,
        0.6144563 ])]"
21500,movel_fit,"[array([1056.60744792,  -66.6711518 ,  988.78291601])]","[array([-0.34218507, -0.4799542 ,  0.75049135, -2.62216475, -1.35601324,
        0.62482407])]"
22000,movel_fit,"[array([1057.33730363,  -56.42395872,  989.06922328])]","[array([-0.32841318, -0.4743262 ,  0.74518645, -2.62862641, -1.35986961,
        0.63777841])]"
22500,movel_fit,"[array([1058.31194762,  -46.19946029,  989.43420908])]","[array([-0.31410769, -0.46600638,  0.73800882, -2.63592623, -1.36562531,
        0.6533302 ])]"
23000,movel_fit,"[array([1059.53382963,  -36.0045413 ,  989.86600269])]","[array([-0.29934927, -0.45481825,  0.72888679, -2.64395571, -1.37348504,
        0.67145681])]"
23500,movel_fit,"[array([1061.00181102,  -25.84373904,  990.34818739])]","[array([-0.28422957, -0.44059813,  0.71776458, -2.65257916, -1.38365814,
        0.69210454])]"
24000,movel_fit,"[array([1062.71055642,  -15.72279037,  990.859905  ])]","[array([-0.26885627, -0.42320924,  0.7046133 , -2.66162892, -1.39634523,
        0.71517895])]"
24500,movel_fit,"[array([1064.65135241,   -5.64314374,  991.37664355])]","[array([-0.25334385, -0.40254551,  0.68943355, -2.67090984, -1.41173044,
        0.74055348])]"
25000,movel_fit,"[array([1066.81137712,    4.39291914,  991.87075386])]","[array([-0.23781953, -0.37855497,  0.67227266, -2.68019683, -1.42995759,
        0.76805407])]"
25500,movel_fit,"[array([1069.17416528,   14.38448874,  992.31255661])]","[array([-0.22241662, -0.35125496,  0.6532344 , -2.68924218, -1.45111053,
        0.79745865])]"
26000,movel_fit,"[array([1071.72066538,   24.33510898,  992.67163354])]","[array([-0.20726533, -0.32074204,  0.63248435, -2.69778727, -1.47519688,
        0.82850113])]"
26500,movel_fit,"[array([1074.42798354,   34.24639267,  992.91785381])]","[array([-0.19249663, -0.28722896,  0.61027199, -2.70556955, -1.50211024,
        0.86084714])]"
27000,movel_fit,"[array([1077.27102269,   44.12353344,  993.02299167])]","[array([-0.17822714, -0.25104475,  0.58692476, -2.71234306, -1.53162204,
        0.89410707])]"
27500,movel_fit,"[array([1080.22086608,   53.96855148,  992.9621236 ])]","[array([-0.16456168, -0.21266638,  0.56285991, -2.71789111, -1.56334996,
        0.9278161 ])]"
28000,movel_fit,"[array([1083.24716489,   63.78767931,  992.71526645])]","[array([-0.1515761 , -0.17268718,  0.53855213, -2.72204869, -1.59678079,
        0.96146956])]"
28500,movel_fit,"[array([1086.31663547,   73.58526569,  992.2688989 ])]","[array([-0.13932099, -0.13181796,  0.51452002, -2.72471284, -1.63127061,
        0.99452415])]"
29000,movel_fit,"[array([1089.39479742,   83.36856131,  991.61727029])]","[array([-0.12781325, -0.0908293 ,  0.49127616, -2.72585331, -1.66609793,
        1.02644557])]"
29500,movel_fit,"[array([1092.44429171,   93.14144487,  990.7640313 ])]","[array([-0.11704464, -0.05052733,  0.46929951, -2.72551283, -1.70049234,
        1.05672421])]"
30000,movel_fit,"[array([1095.42908017,  102.91714315,  989.7221546 ])]","[array([-0.10697151, -0.01164775,  0.4489687 , -2.72380061, -1.73373506,
        1.08494865])]"
30500,movel_fit,"[array([1098.31140366,  112.7084471 ,  988.51515675])]","[array([-0.09753278,  0.02514544,  0.43056221, -2.72087764, -1.76517091,
        1.11079447])]"
31000,movel_fit,"[array([1101.05073081,  122.52371527,  987.17821942])]","[array([-0.08865975,  0.05927437,  0.41425621, -2.71694373, -1.7942301 ,
        1.13402434])]"
31500,movel_fit,"[array([1103.60681742,  132.37719726,  985.7568835 ])]","[array([-0.08027236,  0.0902955 ,  0.40011334, -2.71221771, -1.82047653,
        1.15450922])]"
32000,movel_fit,"[array([1105.93738169,  142.28103603,  984.30748053])]","[array([-0.07229204,  0.1178612 ,  0.38811821, -2.70692514, -1.84357879,
        1.17218981])]"
32500,movel_fit,"[array([1107.99925716,  152.24965216,  982.89531299])]","[array([-0.06464141,  0.14171177,  0.37819812, -2.7012854 , -1.86330347,
        1.18706128])]"
33000,movel_fit,"[array([1109.74708029,  162.29305409,  981.59350543])]","[array([-0.05725131,  0.16163026,  0.37025826, -2.6955085 , -1.87947402,
        1.19913644])]"
33500,movel_fit,"[array([1111.13392256,  172.41394928,  980.47979851])]","[array([-0.05006277,  0.17741585,  0.36420548, -2.68979387, -1.89194288,
        1.2084235 ])]"
34000,movel_fit,"[array([1112.11331091,  182.60845532,  979.63099748])]","[array([-0.04302532,  0.18886976,  0.35996501, -2.68432886, -1.90057165,
        1.21491223])]"
34500,movel_fit,"[array([1112.64134403,  192.85815205,  979.11614565])]","[array([-0.03610071,  0.19577886,  0.35749677, -2.67929227, -1.90520851,
        1.21855923])]"
35000,movel_fit,"[array([1112.68156089,  203.12387155,  978.98679179])]","[array([-0.02926469,  0.19792699,  0.35680075, -2.67485436, -1.90568868,
        1.21928959])]"
35500,movel_fit,"[array([1112.2092848 ,  213.38175127,  979.2676216 ])]","[array([-0.02248094,  0.19511222,  0.35792055, -2.67115794, -1.90183561,
        1.21699961])]"
36000,movel_fit,"[array([1111.21405875,  223.58624413,  979.95136753])]","[array([-0.01572319,  0.18714386,  0.36095219, -2.66833139, -1.89345791,
        1.21155226])]"
36500,movel_fit,"[array([1109.70202051,  233.69637653,  980.99651818])]","[array([-0.00895516,  0.17386676,  0.36604084, -2.66647245, -1.88036752,
        1.20278809])]"
37000,movel_fit,"[array([1107.69339238,  243.68537819,  982.33265585])]","[array([-2.12060975e-03,  1.55156197e-01,  3.73383970e-01, -2.66564440e+00,
       -1.86238026e+00,  1.19052205e+00])]"
37500,movel_fit,"[array([1105.21892199,  253.54118093,  983.86914005])]","[array([ 0.00486162,  0.13092169,  0.38322623, -2.66587794, -1.83932963,
        1.17454959])]"
38000,movel_fit,"[array([1102.31726236,  263.26281194,  985.50417974])]","[array([ 0.01210075,  0.10113929,  0.39583609, -2.66717514, -1.81110801,
        1.15467491])]"
38500,movel_fit,"[array([1099.03139529,  272.86250106,  987.13416702])]","[array([ 0.01974132,  0.06589226,  0.41146938, -2.66951719, -1.77771303,
        1.1307507 ])]"
39000,movel_fit,"[array([1095.40863448,  282.35865588,  988.65999347])]","[array([ 0.02796176,  0.02546135,  0.43029845, -2.67287658, -1.73933653,
        1.10276115])]"
39500,movel_fit,"[array([1091.50171856,  291.77144307,  989.99235159])]","[array([ 0.03696876, -0.01957054,  0.45231869, -2.67723379, -1.6964616 ,
        1.0709297 ])]"
40000,movel_fit,"[array([1087.3696572 ,  301.12158589,  991.05677334])]","[array([ 0.04698393, -0.06824304,  0.47725777, -2.68259769, -1.64992788,
        1.03582147])]"
40500,movel_fit,"[array([1083.07800772,  310.43107405,  991.79819454])]","[array([ 0.05821957, -0.11921482,  0.50452399, -2.68902174, -1.6009278 ,
        0.99839997])]"
41000,movel_fit,"[array([1078.70093654,  319.7201465 ,  992.18446541])]","[array([ 0.07083714, -0.17083049,  0.53321303, -2.69659732, -1.55094038,
        0.96001838])]"
41500,movel_fit,"[array([1074.31778872,  329.01600215,  992.20945437])]","[array([ 0.08491461, -0.22133505,  0.5622301 , -2.70542368, -1.50153194,
        0.92226404])]"
42000,movel_fit,"[array([1070.01736009,  338.3452522 ,  991.89401005])]","[array([ 0.10039665, -0.26902694,  0.59041172, -2.71553375, -1.45422434,
        0.88679636])]"
42500,movel_fit,"[array([1065.89579542,  347.74049767,  991.28631528])]","[array([ 0.11707842, -0.31244815,  0.61668288, -2.72681842, -1.41032946,
        0.85511152])]"
43000,movel_fit,"[array([1062.05844547,  357.23930544,  990.46071759])]","[array([ 0.13459956, -0.35044204,  0.64013259, -2.73895902, -1.37090607,
        0.82838583])]"
43500,movel_fit,"[array([1058.62336528,  366.87853122,  989.51604629])]","[array([ 0.15244824, -0.38210835,  0.66000905, -2.75138851, -1.3368093 ,
        0.80740695])]"
44000,movel_fit,"[array([1055.72187838,  376.69084102,  988.57179449])]","[array([ 0.16998485, -0.40672466,  0.67567686, -2.7632987 , -1.30876582,
        0.79256964])]"
44500,movel_fit,"[array([1053.49790933,  386.68963578,  987.7608916 ])]","[array([ 0.18646085, -0.42364303,  0.68655087, -2.77367807, -1.28747698,
        0.78394705])]"
45000,movel_fit,"[array([1052.0964803 ,  396.85254244,  987.21408866])]","[array([ 0.20106353, -0.43226242,  0.69208236, -2.78140392, -1.27365497,
        0.78138172])]"
45500,movel_fit,"[array([1051.63767868,  407.10893579,  987.03316621])]","[array([ 0.21300878, -0.43210263,  0.69182477, -2.78540813, -1.26796099,
        0.78458884])]"
46000,movel_fit,"[array([1052.1830497 ,  417.36266611,  987.25959157])]","[array([ 0.22170225, -0.42292726,  0.68554467, -2.78490244, -1.27086813,
        0.79328433])]"
46500,movel_fit,"[array([1053.71586054,  427.50348295,  987.8567414 ])]","[array([ 0.22685681, -0.40481118,  0.67329656, -2.77955505, -1.28256678,
        0.80729995])]"
47000,movel_fit,"[array([1056.14652829,  437.44923502,  988.71733472])]","[array([ 0.22856155, -0.37809709,  0.65540725, -2.76954632, -1.30294703,
        0.82663932])]"
47500,movel_fit,"[array([1059.34248127,  447.16626845,  989.69225939])]","[array([ 0.22723244, -0.34326214,  0.63238004, -2.75546011, -1.33168366,
        0.85143527])]"
48000,movel_fit,"[array([1063.1579698 ,  456.66291887,  990.62106831])]","[array([ 0.22350826, -0.30085618,  0.60483588, -2.73811025, -1.36828383,
        0.88178422])]"
48500,movel_fit,"[array([1067.44976943,  465.97121216,  991.35296976])]","[array([ 0.21815428, -0.25158762,  0.57354916, -2.71838682, -1.41201474,
        0.91749963])]"
49000,movel_fit,"[array([1072.0836252,  475.1363896,  991.7596466])]","[array([ 0.21197887, -0.19647669,  0.5395204 , -2.69712983, -1.46177527,
        0.95789542])]"
49500,movel_fit,"[array([1076.92878063,  484.19949783,  991.74311651])]","[array([ 0.2057615 , -0.13707684,  0.50406984, -2.67507588, -1.515913  ,
        1.00162315])]"
