primitives,points,q_bp
movej_fit,"[array([ 667.90781993, -485.34175045,  498.72525895])]","[array([-1.28850457,  0.91541614,  0.73864919,  0.18215421,  1.1552045 ,
       -4.77003582])]"
movel_fit,"[array([ 706.96102178, -468.22706641,  472.68538671])]","[array([-1.22254129,  0.91818461,  0.70652867,  0.16798481,  1.16603691,
       -4.69808968])]"
movel_fit,"[array([ 711.51813604, -465.99580946,  464.94313578])]","[array([-1.21452747,  0.92338413,  0.70781771,  0.17325335,  1.16360101,
       -4.69039629])]"
movel_fit,"[array([ 716.49837621, -461.646653  ,  460.28262363])]","[array([-1.20491014,  0.92552684,  0.71060175,  0.178329  ,  1.16385269,
       -4.68393438])]"
movel_fit,"[array([ 721.87172955, -455.20273226,  458.77754318])]","[array([-1.19372196,  0.92461098,  0.71505132,  0.18335678,  1.16678825,
       -4.67881456])]"
movel_fit,"[array([ 727.62805925, -446.77342795,  460.40657695])]","[array([-1.18098131,  0.92099841,  0.72183245,  0.18841371,  1.17197264,
       -4.67504767])]"
movel_fit,"[array([ 733.68409106, -436.43767416,  464.87363661])]","[array([-1.16676345,  0.9148885 ,  0.730648  ,  0.19350156,  1.17930207,
       -4.67247464])]"
movel_fit,"[array([ 739.84918598, -424.42987042,  471.60318805])]","[array([-1.15136103,  0.90679947,  0.74106199,  0.19862599,  1.18840533,
       -4.6709929 ])]"
movel_fit,"[array([ 746.00367053, -411.10436372,  479.6818915 ])]","[array([-1.13502951,  0.8975929 ,  0.75236452,  0.20366246,  1.19864574,
       -4.67028869])]"
movel_fit,"[array([ 751.9711369 , -397.0103716 ,  487.94713393])]","[array([-1.11824621,  0.88843201,  0.76370457,  0.20855508,  1.20914336,
       -4.67018881])]"
movel_fit,"[array([ 757.66383948, -382.84455344,  495.04821354])]","[array([-1.10150569,  0.88064406,  0.77394165,  0.21317613,  1.21886735,
       -4.67041726])]"
movel_fit,"[array([ 763.07019888, -369.39616114,  499.58354377])]","[array([-1.08532921,  0.87564159,  0.78186561,  0.21739947,  1.226701  ,
       -4.67070809])]"
movel_fit,"[array([ 768.21430847, -357.48312716,  500.1389081 ])]","[array([-1.0702866 ,  0.87490284,  0.78626736,  0.22112334,  1.2315036 ,
       -4.67088678])]"
movel_fit,"[array([ 773.15378716, -347.94147804,  495.17179312])]","[array([-1.05697729,  0.88014451,  0.78591235,  0.22416303,  1.23208257,
       -4.67075968])]"
movel_fit,"[array([ 777.88149202, -341.43815812,  483.05032316])]","[array([-1.04599888,  0.89307163,  0.77925719,  0.22620076,  1.22706478,
       -4.67015145])]"
movel_fit,"[array([ 782.18783194, -338.34849238,  461.88366522])]","[array([-1.0380029 ,  0.91588497,  0.76481092,  0.22677213,  1.21490155,
       -4.66913425])]"
movel_fit,"[array([ 785.64041872, -337.99095026,  429.96709031])]","[array([-1.03311878,  0.95053604,  0.74083839,  0.22513321,  1.19393774,
       -4.66803621])]"
movel_fit,"[array([ 787.73867173, -337.5254686 ,  386.82193509])]","[array([-1.02996928,  0.99794955,  0.7063077 ,  0.22048237,  1.16290204,
       -4.66785394])]"
movel_fit,"[array([ 788.53612879, -331.53517232,  335.61704736])]","[array([-1.02457829,  1.05605762,  0.66405975,  0.21301465,  1.12151524,
       -4.67048995])]"
movel_fit,"[array([ 788.59824681, -315.58914599,  283.92616397])]","[array([-1.01271453,  1.11751299,  0.62116912,  0.20559311,  1.07486776,
       -4.6772049 ])]"
movel_fit,"[array([ 788.8470729 , -292.25446446,  240.84825318])]","[array([-0.99437189,  1.17285517,  0.58990434,  0.2019957 ,  1.02948542,
       -4.68662373])]"
movel_fit,"[array([ 790.39878424, -269.13514777,  212.85376279])]","[array([-0.97354108,  1.21211432,  0.57624167,  0.20210719,  0.99194012,
       -4.69460978])]"
movel_fit,"[array([ 792.13249801, -253.33162538,  201.42634907])]","[array([-0.9577459 ,  1.22631504,  0.57056552,  0.20481965,  0.97779103,
       -4.69723206])]"
movel_fit,"[array([ 794.95172618, -249.76246899,  208.93010544])]","[array([-0.95062455,  1.21200977,  0.57633904,  0.20949129,  0.98997755,
       -4.69269932])]"
movel_fit,"[array([ 798.98729461, -255.27532158,  235.69559359])]","[array([-0.94934256,  1.16618992,  0.58996916,  0.21758804,  1.03028911,
       -4.68018517])]"
movel_fit,"[array([ 804.73245111, -259.45566772,  278.27361094])]","[array([-0.94412939,  1.09671885,  0.61445081,  0.23298307,  1.09042117,
       -4.66327307])]"
movel_fit,"[array([ 815.4322566 , -252.69666231,  328.93357721])]","[array([-0.92347809,  1.03532075,  0.67714166,  0.25419886,  1.13414638,
       -4.65216639])]"
movel_fit,"[array([ 823.68950052, -234.1793918 ,  370.57827936])]","[array([-0.89619346,  0.98911485,  0.73019478,  0.2734346 ,  1.1637486 ,
       -4.65007001])]"
