breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 451.52824747, -849.25091666,  375.42930791])]","[array([ 1.57205637, -0.74386136, -3.10255362,  3.49907723, -0.94689824,
       -2.46315728])]"
1665,moveabsj,"[array([ 546.57946825, -789.21855829,  380.78523047])]","[array([ 1.68202004, -0.73402631, -3.08119516,  3.45672018, -0.94512118,
       -2.46236309])]"
3332,moveabsj,"[array([ 555.18187448, -784.02040411,  386.01916426])]","[array([ 1.69226116, -0.7295997 , -3.07649801,  3.45191218, -0.94683315,
       -2.46144822])]"
4999,moveabsj,"[array([ 564.48562472, -779.25354883,  395.64184728])]","[array([ 1.70332167, -0.72224088, -3.06912444,  3.44639803, -0.95121654,
       -2.45977796])]"
6665,moveabsj,"[array([ 574.4416146 , -774.74741871,  409.85752973])]","[array([ 1.71516046, -0.7116019 , -3.05914142,  3.44042997, -0.95776046,
       -2.45762908])]"
8332,moveabsj,"[array([ 584.84655818, -770.3374768 ,  428.21420808])]","[array([ 1.72751661, -0.69830653, -3.04658094,  3.43396025, -0.96641552,
       -2.45489719])]"
9999,moveabsj,"[array([ 595.49629419, -765.76915948,  450.1384185 ])]","[array([ 1.74019624, -0.6827911 , -3.03177122,  3.42727198, -0.97654749,
       -2.45181644])]"
11665,moveabsj,"[array([ 606.04570067, -760.69943178,  474.3636327 ])]","[array([ 1.75284921, -0.66590689, -3.01570088,  3.42048088, -0.98767086,
       -2.44838915])]"
13332,moveabsj,"[array([ 616.25489661, -754.93437774,  499.20575216])]","[array([ 1.76526123, -0.64885975, -2.99932456,  3.41387548, -0.99889622,
       -2.44480905])]"
14999,moveabsj,"[array([ 625.89453931, -748.46127202,  522.5000901 ])]","[array([ 1.77718078, -0.63318463, -2.98382323,  3.40766792, -1.00917344,
       -2.44117963])]"
16665,moveabsj,"[array([ 634.8971753 , -741.30604999,  541.88393575])]","[array([ 1.78855991, -0.62027183, -2.97089722,  3.40214714, -1.0175428 ,
       -2.43764926])]"
18332,moveabsj,"[array([ 643.29722282, -733.69891263,  555.01709065])]","[array([ 1.79940059, -0.61159652, -2.96198948,  3.39759965, -1.02275748,
       -2.4343829 ])]"
19999,moveabsj,"[array([ 651.12735008, -725.86991672,  559.68761351])]","[array([ 1.80970233, -0.60834855, -2.95864833,  3.39447085, -1.02304693,
       -2.43170777])]"
21665,moveabsj,"[array([ 658.25928679, -718.10134421,  552.20432534])]","[array([ 1.81923364, -0.61362782, -2.96305429,  3.39288062, -1.01858647,
       -2.42920581])]"
23332,moveabsj,"[array([ 664.27781009, -710.04540795,  530.5318656 ])]","[array([ 1.82764249, -0.62827669, -2.97711979,  3.39367856, -1.00653591,
       -2.42743915])]"
24999,moveabsj,"[array([ 668.35977861, -700.79211287,  492.01114984])]","[array([ 1.83429957, -0.65468896, -3.00282171,  3.39764946, -0.98582198,
       -2.42641285])]"
26665,moveabsj,"[array([ 669.05390721, -688.50195053,  436.11651094])]","[array([ 1.83800992, -0.6945679 , -3.04072158,  3.4049254 , -0.95611224,
       -2.42539207])]"
28332,moveabsj,"[array([ 665.69250401, -671.06803549,  368.35699359])]","[array([ 1.83855623, -0.74580832, -3.08705379,  3.41526364, -0.91790716,
       -2.42426184])]"
29999,moveabsj,"[array([ 659.15202684, -648.3619014 ,  300.27707748])]","[array([ 1.83672151, -0.80124516, -3.13427673,  3.4255601 , -0.87715326,
       -2.42214975])]"
31665,moveabsj,"[array([ 652.643581  , -624.13637776,  244.84374345])]","[array([ 1.83524918, -0.84973086, -3.17310678,  3.43312072, -0.84094683,
       -2.42013776])]"
33332,moveabsj,"[array([ 649.38058568, -603.45671417,  209.3010479 ])]","[array([ 1.83698971, -0.88163838, -3.19875687,  3.43698166, -0.81543568,
       -2.41980984])]"
34999,moveabsj,"[array([ 650.92818689, -590.94537078,  194.41813904])]","[array([ 1.84266233, -0.89521744, -3.20732009,  3.43457778, -0.80778085,
       -2.42024196])]"
36665,moveabsj,"[array([ 659.02689073, -589.35550638,  205.70443508])]","[array([ 1.85382671, -0.88053091, -3.19800961,  3.42732328, -0.81770856,
       -2.42428596])]"
38332,moveabsj,"[array([ 674.01371108, -597.80825204,  243.15505914])]","[array([ 1.87058221, -0.84068081, -3.16869215,  3.41262564, -0.85044388,
       -2.43056926])]"
39999,moveabsj,"[array([ 694.9379686 , -611.07107243,  308.16711777])]","[array([ 1.89232919, -0.77722401, -3.11892145,  3.38965197, -0.8981028 ,
       -2.43988383])]"
41665,moveabsj,"[array([ 717.8639421 , -619.19490826,  386.74298199])]","[array([ 1.91699099, -0.70822124, -3.05742818,  3.36117705, -0.94793507,
       -2.44916519])]"
43332,moveabsj,"[array([ 736.59875147, -617.43981368,  452.83523253])]","[array([ 1.9391656 , -0.65536911, -3.00451596,  3.33536724, -0.9846016 ,
       -2.45400111])]"
44999,moveabsj,"[array([ 748.61453484, -609.48198437,  485.61455943])]","[array([ 1.95564755, -0.63012199, -2.97803079,  3.32114263, -1.00024266,
       -2.45475624])]"
46665,moveabsj,"[array([ 752.76714289, -600.47951554,  471.12206776])]","[array([ 1.96359947, -0.64149072, -2.98823096,  3.32326387, -0.99246066,
       -2.45164345])]"
48332,moveabsj,"[array([ 747.35173131, -587.43297236,  410.71668291])]","[array([ 1.96254229, -0.68736302, -3.03961333,  3.34290787, -0.96071002,
       -2.44397632])]"
49999,moveabsj,"[array([ 718.50319125, -529.60879573,  230.24943904])]","[array([ 1.95372186, -0.8557001 , -3.185319  ,  3.41267694, -0.84447968,
       -2.41813486])]"
