primitives,points,q_bp
movej_fit,"[array([ 856.19137465, -957.22125055,  759.99529211])]","[array([-0.97722247, -0.04777913, -0.25103689, -0.31564798, -1.28174969,
        2.88491274])]"
movel_fit,"[array([ 856.61619844, -946.57836013,  759.59625205])]","[array([-0.97497746, -0.05160729, -0.25504601, -0.32002234, -1.28931929,
        2.88865822])]"
movel_fit,"[array([ 857.07020295, -935.96126463,  759.04601492])]","[array([-0.97268454, -0.05525856, -0.2590567 , -0.32438858, -1.29682674,
        2.89233867])]"
movel_fit,"[array([ 857.54795438, -925.35233414,  758.34135859])]","[array([-0.97034239, -0.05873787, -0.26307912, -0.32875265, -1.30428648,
        2.89596073])]"
movel_fit,"[array([ 858.04433509, -914.75422031,  757.48859659])]","[array([-0.96795408, -0.06204784, -0.2671132 , -0.33311366, -1.31169882,
        2.89952558])]"
movel_fit,"[array([ 858.55425881, -904.16949046,  756.4937142 ])]","[array([-0.96552272, -0.06519106, -0.27115899, -0.33747065, -1.31906414,
        2.9030343 ])]"
movel_fit,"[array([ 859.07267941, -893.60063161,  755.3623801 ])]","[array([-0.96305138, -0.06817002, -0.27521659, -0.3418226 , -1.32638284,
        2.90648796])]"
movel_fit,"[array([ 859.59459856, -883.05005397,  754.09995883])]","[array([-0.96054313, -0.07098717, -0.27928623, -0.3461684 , -1.33365539,
        2.90988753])]"
movel_fit,"[array([ 860.1150733 , -872.52009368,  752.71152354])]","[array([-0.95800103, -0.07364487, -0.28336817, -0.35050688, -1.34088228,
        2.91323396])]"
movel_fit,"[array([ 860.62922286, -862.01301519,  751.20186928])]","[array([-0.9554281 , -0.07614543, -0.2874628 , -0.35483683, -1.34806403,
        2.91652813])]"
movel_fit,"[array([ 861.13223514, -851.53101295,  749.57552659])]","[array([-0.95282735, -0.0784911 , -0.29157055, -0.35915694, -1.3552012 ,
        2.91977088])]"
movel_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
movel_fit,"[array([ 862.0637278 , -831.05694913,  746.05378627])]","[array([-0.94765582, -0.08264515, -0.29966877, -0.36758518, -1.36907052,
        2.92597835])]"
movel_fit,"[array([ 862.95710804, -822.57821947,  739.08292789])]","[array([-0.94438142, -0.07995898, -0.30376949, -0.36992799, -1.374203  ,
        2.92665134])]"
movel_fit,"[array([ 864.10999666, -814.50874548,  729.99000538])]","[array([-0.94067552, -0.0752779 , -0.30791245, -0.3716328 , -1.378736  ,
        2.92636956])]"
movel_fit,"[array([ 865.45034239, -806.28559433,  720.43653171])]","[array([-0.93669768, -0.07001875, -0.31202855, -0.37331883, -1.38319494,
        2.92587147])]"
movel_fit,"[array([ 866.95905118, -797.71885397,  711.19889096])]","[array([-0.93253681, -0.06482485, -0.31606439, -0.37526428, -1.38777827,
        2.92548913])]"
movel_fit,"[array([ 868.63541519, -788.80208119,  702.53077481])]","[array([-0.92823457, -0.05989425, -0.3199871 , -0.37754745, -1.39251688,
        2.92531961])]"
movel_fit,"[array([ 870.480376  , -779.59615425,  694.42736728])]","[array([-0.92380467, -0.05521079, -0.32377985, -0.38014832, -1.39737397,
        2.92534565])]"
movel_fit,"[array([ 872.49072267, -770.17159963,  686.79783303])]","[array([-0.91924947, -0.05069078, -0.32743466, -0.38301416, -1.40229877,
        2.9255132 ])]"
movel_fit,"[array([ 874.65910628, -760.58808262,  679.5588321 ])]","[array([-0.91457143, -0.04626052, -0.33094611, -0.38609478, -1.40724886,
        2.92577266])]"
movel_fit,"[array([ 876.97615233, -750.89278833,  672.670904  ])]","[array([-0.90977898, -0.04188541, -0.33430737, -0.38935591, -1.41219481,
        2.92609461])]"
