breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1355.05509548, -501.08321048, 1039.35422666])]","[array([ 0.05148643,  1.09424432,  0.99276991,  1.96872242, -1.54070811,
       -0.86438281])]"
1666,movel_fit,"[array([1313.52979513, -489.44442204, 1021.19538807])]","[array([ 0.05911995,  1.0868053 ,  0.94754679,  1.96907985, -1.63972671,
       -0.93782539])]"
3332,movel_fit,"[array([1274.54739431, -475.81443712,  999.19539019])]","[array([ 0.06543251,  1.09004034,  0.91451708,  1.96482366, -1.73226777,
       -0.96866054])]"
4998,movel_fit,"[array([1238.51315448, -460.33684223,  973.6707467 ])]","[array([ 0.07291475,  1.09733221,  0.89456188,  1.94549896, -1.81350253,
       -0.97770046])]"
6664,movel_fit,"[array([1205.62597916, -443.23489953,  945.11202301])]","[array([ 0.08102879,  1.10737037,  0.88114866,  1.91728311, -1.88652832,
       -0.97861156])]"
8330,movel_fit,"[array([1175.85325685, -424.76631712,  914.08883047])]","[array([ 0.08965268,  1.11774744,  0.86828115,  1.88281447, -1.95315761,
       -0.98495227])]"
9996,movel_fit,"[array([1148.97300569, -405.18107448,  881.16303133])]","[array([ 0.09852571,  1.12744676,  0.85176247,  1.84446504, -2.01480001,
       -1.00278121])]"
11662,movel_fit,"[array([1124.63951106, -384.69377425,  846.83339826])]","[array([ 0.10737422,  1.1373315 ,  0.83113603,  1.80387179, -2.07205541,
       -1.02901758])]"
13328,movel_fit,"[array([1102.44295929, -363.47267012,  811.5139559 ])]","[array([ 0.11616892,  1.1482059 ,  0.80723566,  1.7614819 , -2.12497598,
       -1.05976657])]"
14994,movel_fit,"[array([1081.95173989, -341.64186592,  775.53817242])]","[array([ 0.12507774,  1.16012305,  0.78031458,  1.71711503, -2.17347858,
       -1.09367835])]"
16660,movel_fit,"[array([1062.73682857, -319.29016082,  739.17660597])]","[array([ 0.13432608,  1.17289069,  0.75025958,  1.67053344, -2.21745656,
       -1.13018307])]"
18326,movel_fit,"[array([1044.38114808, -296.48035431,  702.65657289])]","[array([ 0.1441849 ,  1.18616695,  0.71662575,  1.62153911, -2.25674057,
       -1.16903118])]"
19992,movel_fit,"[array([1026.47766654, -273.25620676,  666.17840549])]","[array([ 0.15502834,  1.19933113,  0.6784266 ,  1.56991435, -2.29097789,
       -1.21050011])]"
21658,movel_fit,"[array([1008.62113235, -249.64825906,  629.92996482])]","[array([ 0.16724984,  1.21197249,  0.63479946,  1.51578485, -2.31974923,
       -1.25391306])]"
23324,movel_fit,"[array([ 990.3988218 , -225.68126778,  594.10385574])]","[array([ 0.18111357,  1.22436106,  0.58557607,  1.46003737, -2.34297677,
       -1.29694665])]"
24990,movel_fit,"[array([ 971.38349281, -201.3842396 ,  558.91849425])]","[array([ 0.1981643 ,  1.23321972,  0.52647514,  1.40075635, -2.35619449,
       -1.3298421 ])]"
26656,movel_fit,"[array([ 951.12828723, -176.80172092,  524.6395205 ])]","[array([ 0.21982396,  1.23683194,  0.45570371,  1.33861457, -2.35619449,
       -1.34612287])]"
28322,movel_fit,"[array([ 929.16384631, -152.0059597 ,  491.59875049])]","[array([ 0.24334225,  1.2445473 ,  0.38138985,  1.28348561, -2.35619449,
       -1.37102438])]"
29988,movel_fit,"[array([ 905.00533143, -127.11328735,  460.21292035])]","[array([ 0.27004598,  1.25439207,  0.2991011 ,  1.23467909, -2.35463172,
       -1.40316991])]"
31654,movel_fit,"[array([ 878.18460486, -102.30760807,  431.002086  ])]","[array([ 0.30196341,  1.2637342 ,  0.20509145,  1.19122898, -2.34751811,
       -1.43402439])]"
33320,movel_fit,"[array([848.31731914, -77.8633249 , 404.58980617])]","[array([ 0.34037036,  1.27242283,  0.09867897,  1.15384141, -2.33436432,
       -1.46363063])]"
34986,movel_fit,"[array([815.192705  , -54.14679451, 381.65174693])]","[array([ 0.38640985,  1.28065715, -0.01904665,  1.12246496, -2.3148751 ,
       -1.49255753])]"
36652,movel_fit,"[array([778.85241791, -31.57854792, 362.80054383])]","[array([ 0.44028841,  1.29007197, -0.14440434,  1.09603702, -2.29006916,
       -1.52040318])]"
38318,movel_fit,"[array([739.62201148, -10.56302627, 348.45005589])]","[array([ 0.50118486,  1.30363227, -0.27215815,  1.07233781, -2.26197942,
       -1.54604025])]"
39984,movel_fit,"[array([698.06689882,   8.58762352, 338.72635956])]","[array([ 0.56752544,  1.32547045, -0.39711466,  1.04856511, -2.23300695,
       -1.56784911])]"
41650,movel_fit,"[array([654.85979792,  25.71205058, 333.45367298])]","[array([ 0.63811373,  1.35938556, -0.5152507 ,  1.02190806, -2.20398247,
       -1.58485699])]"
43316,movel_fit,"[array([610.61117555,  40.81367802, 332.22127528])]","[array([ 0.71399645,  1.40622764, -0.6237556 ,  0.99037129, -2.1719603 ,
       -1.59841979])]"
44982,movel_fit,"[array([565.79086912,  54.00832495, 334.52406851])]","[array([ 0.79697122,  1.46819273, -0.72109671,  0.95366135, -2.13434966,
       -1.60952114])]"
46648,movel_fit,"[array([520.75175403,  65.46334001, 339.85402206])]","[array([ 0.89039437,  1.54788086, -0.80605469,  0.91271216, -2.08803888,
       -1.61947576])]"
48314,movel_fit,"[array([475.72532356,  75.36634047, 347.74361926])]","[array([ 1.00354021,  1.64608566, -0.87818626,  0.87063503, -2.02661846,
       -1.63258118])]"
49980,movel_fit,"[array([430.85952106,  83.9019433 , 357.7932098 ])]","[array([ 1.15441748,  1.76106611, -0.93522601,  0.83149543, -1.94102291,
       -1.65789647])]"
