breakpoints,primitives,points
0,movej_fit,"[array([ 0.62683729,  0.83998811, -0.24574283,  1.70079335, -0.89933048,
        0.76852996])]"
2501,movel_fit,"[array([2296.153307  ,  692.08749332,  669.36733056])]"
5001,movel_fit,"[array([2428.90286247,  309.07145094,  594.9025253 ])]"
