timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 2484, -11.2638, -42.0667, -36.5641, -69.4381, -52.9310, -42.2351,   1.5696, -21.5430,   9.9555,  46.2728,  22.9972,  45.9160
 2496, -11.2405, -42.0327, -36.5536, -69.4355, -52.9233, -42.2123,   1.5817, -21.5409,   9.9503,  46.2751,  22.9979,  45.9271
 2508, -11.2173, -41.9987, -36.5431, -69.4328, -52.9156, -42.1896,   1.5937, -21.5388,   9.9450,  46.2773,  22.9986,  45.9383
 2520, -11.1941, -41.9646, -36.5325, -69.4302, -52.9081, -42.1668,   1.6058, -21.5366,   9.9398,  46.2796,  22.9992,  45.9494
 2532, -11.1709, -41.9306, -36.5219, -69.4275, -52.9005, -42.1441,   1.6179, -21.5345,   9.9346,  46.2818,  22.9999,  45.9606
 2544, -11.1478, -41.8965, -36.5113, -69.4249, -52.8929, -42.1214,   1.6300, -21.5324,   9.9293,  46.2841,  23.0006,  45.9717
 2556, -11.1247, -41.8624, -36.5006, -69.4222, -52.8854, -42.0988,   1.6421, -21.5302,   9.9241,  46.2864,  23.0013,  45.9829
 2568, -11.1016, -41.8283, -36.4899, -69.4195, -52.8780, -42.0761,   1.6541, -21.5281,   9.9189,  46.2886,  23.0020,  45.9940
 2580, -11.0786, -41.7942, -36.4791, -69.4168, -52.8705, -42.0535,   1.6662, -21.5259,   9.9137,  46.2909,  23.0026,  46.0052
 2592, -11.0556, -41.7601, -36.4683, -69.4141, -52.8631, -42.0309,   1.6783, -21.5238,   9.9084,  46.2931,  23.0033,  46.0164
 2604, -11.0326, -41.7260, -36.4575, -69.4113, -52.8558, -42.0084,   1.6904, -21.5217,   9.9032,  46.2953,  23.0040,  46.0275
 2616, -11.0097, -41.6919, -36.4466, -69.4086, -52.8484, -41.9858,   1.7025, -21.5195,   9.8980,  46.2976,  23.0047,  46.0387
 2628, -10.9868, -41.6577, -36.4357, -69.4059, -52.8411, -41.9633,   1.7145, -21.5173,   9.8928,  46.2998,  23.0053,  46.0499
 2640, -10.9640, -41.6235, -36.4248, -69.4031, -52.8339, -41.9409,   1.7266, -21.5152,   9.8875,  46.3021,  23.0060,  46.0610
 2652, -10.9411, -41.5894, -36.4138, -69.4003, -52.8266, -41.9184,   1.7387, -21.5130,   9.8823,  46.3043,  23.0066,  46.0722
 2664, -10.9184, -41.5552, -36.4028, -69.3975, -52.8194, -41.8960,   1.7508, -21.5109,   9.8771,  46.3065,  23.0073,  46.0834
 2676, -10.8956, -41.5210, -36.3917, -69.3947, -52.8123, -41.8736,   1.7629, -21.5087,   9.8719,  46.3088,  23.0080,  46.0945
 2688, -10.8729, -41.4868, -36.3806, -69.3919, -52.8051, -41.8512,   1.7749, -21.5065,   9.8667,  46.3110,  23.0086,  46.1057
 2700, -10.8502, -41.4525, -36.3695, -69.3891, -52.7981, -41.8288,   1.7870, -21.5043,   9.8615,  46.3132,  23.0093,  46.1169
 2712, -10.8276, -41.4183, -36.3583, -69.3863, -52.7910, -41.8065,   1.7991, -21.5022,   9.8563,  46.3154,  23.0100,  46.1280
 2724, -10.8050, -41.3840, -36.3471, -69.3834, -52.7840, -41.7842,   1.8112, -21.5000,   9.8511,  46.3176,  23.0106,  46.1392
 2736, -10.7824, -41.3498, -36.3359, -69.3806, -52.7770, -41.7619,   1.8233, -21.4978,   9.8459,  46.3199,  23.0113,  46.1504
 2748, -10.7599, -41.3155, -36.3246, -69.3777, -52.7700, -41.7397,   1.8353, -21.4956,   9.8407,  46.3221,  23.0119,  46.1616
 2760, -10.7374, -41.2812, -36.3133, -69.3748, -52.7631, -41.7175,   1.8474, -21.4934,   9.8355,  46.3243,  23.0126,  46.1728
 2772, -10.7149, -41.2469, -36.3019, -69.3719, -52.7562, -41.6953,   1.8595, -21.4912,   9.8303,  46.3265,  23.0132,  46.1839
 2784, -10.6925, -41.2126, -36.2906, -69.3690, -52.7493, -41.6731,   1.8716, -21.4891,   9.8251,  46.3287,  23.0139,  46.1951
 2796, -10.6701, -41.1783, -36.2791, -69.3661, -52.7425, -41.6510,   1.8836, -21.4869,   9.8199,  46.3309,  23.0145,  46.2063
 2808, -10.6477, -41.1440, -36.2677, -69.3631, -52.7357, -41.6289,   1.8957, -21.4847,   9.8147,  46.3331,  23.0152,  46.2175
 2820, -10.6254, -41.1096, -36.2562, -69.3602, -52.7289, -41.6068,   1.9078, -21.4825,   9.8095,  46.3353,  23.0158,  46.2287
 2832, -10.6031, -41.0753, -36.2446, -69.3572, -52.7222, -41.5847,   1.9199, -21.4803,   9.8043,  46.3375,  23.0164,  46.2399
 2844, -10.5808, -41.0409, -36.2331, -69.3542, -52.7155, -41.5627,   1.9319, -21.4780,   9.7991,  46.3397,  23.0171,  46.2511
 2856, -10.5586, -41.0065, -36.2214, -69.3512, -52.7088, -41.5407,   1.9440, -21.4758,   9.7939,  46.3418,  23.0177,  46.2623
 2868, -10.5364, -40.9722, -36.2098, -69.3482, -52.7022, -41.5187,   1.9561, -21.4736,   9.7887,  46.3440,  23.0183,  46.2735
 2880, -10.5142, -40.9378, -36.1981, -69.3452, -52.6956, -41.4968,   1.9682, -21.4714,   9.7835,  46.3462,  23.0190,  46.2847
 2892, -10.4921, -40.9034, -36.1864, -69.3421, -52.6890, -41.4749,   1.9802, -21.4692,   9.7784,  46.3484,  23.0196,  46.2959
