timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 11244,   3.4024,   -.9353, -10.0451, -55.8482, -48.3476, -17.5955,  18.3806, -18.5343,   6.6294,  48.3742,  29.8229,  49.4940
 11256,   3.4287,   -.9122, -10.0169, -55.8718, -48.3648, -17.6040,  18.3947, -18.5050,   6.5981,  48.3823,  29.8143,  49.4899
 11268,   3.4551,   -.8892,  -9.9888, -55.8958, -48.3822, -17.6127,  18.4087, -18.4754,   6.5666,  48.3904,  29.8056,  49.4859
 11280,   3.4816,   -.8663,  -9.9607, -55.9201, -48.3998, -17.6216,  18.4228, -18.4457,   6.5349,  48.3986,  29.7966,  49.4818
 11292,   3.5082,   -.8435,  -9.9326, -55.9448, -48.4176, -17.6308,  18.4368, -18.4157,   6.5030,  48.4070,  29.7876,  49.4777
 11304,   3.5349,   -.8207,  -9.9046, -55.9698, -48.4356, -17.6401,  18.4508, -18.3854,   6.4708,  48.4154,  29.7783,  49.4737
 11316,   3.5616,   -.7979,  -9.8766, -55.9952, -48.4539, -17.6498,  18.4647, -18.3550,   6.4384,  48.4239,  29.7689,  49.4696
 11328,   3.5885,   -.7752,  -9.8486, -56.0208, -48.4723, -17.6596,  18.4787, -18.3244,   6.4059,  48.4325,  29.7594,  49.4655
 11340,   3.6154,   -.7526,  -9.8207, -56.0467, -48.4908, -17.6696,  18.4926, -18.2936,   6.3732,  48.4412,  29.7498,  49.4615
 11352,   3.6424,   -.7299,  -9.7928, -56.0728, -48.5095, -17.6799,  18.5064, -18.2626,   6.3403,  48.4499,  29.7401,  49.4574
 11364,   3.6695,   -.7073,  -9.7649, -56.0991, -48.5283, -17.6903,  18.5203, -18.2315,   6.3072,  48.4586,  29.7302,  49.4533
 11376,   3.6966,   -.6847,  -9.7369, -56.1256, -48.5472, -17.7009,  18.5341, -18.2003,   6.2741,  48.4673,  29.7203,  49.4493
 11388,   3.7238,   -.6621,  -9.7090, -56.1521, -48.5662, -17.7117,  18.5478, -18.1690,   6.2408,  48.4761,  29.7104,  49.4452
 11400,   3.7511,   -.6395,  -9.6811, -56.1788, -48.5851, -17.7226,  18.5615, -18.1375,   6.2074,  48.4848,  29.7004,  49.4412
 11412,   3.7784,   -.6168,  -9.6532, -56.2055, -48.6042, -17.7338,  18.5752, -18.1061,   6.1740,  48.4935,  29.6903,  49.4372
 11424,   3.8058,   -.5942,  -9.6253, -56.2322, -48.6232, -17.7451,  18.5888, -18.0745,   6.1404,  48.5022,  29.6802,  49.4332
 11436,   3.8332,   -.5715,  -9.5974, -56.2590, -48.6423, -17.7565,  18.6024, -18.0429,   6.1068,  48.5109,  29.6701,  49.4292
 11448,   3.8606,   -.5488,  -9.5695, -56.2859, -48.6614, -17.7681,  18.6159, -18.0112,   6.0731,  48.5195,  29.6599,  49.4253
 11460,   3.8881,   -.5261,  -9.5416, -56.3128, -48.6805, -17.7798,  18.6294, -17.9794,   6.0392,  48.5282,  29.6497,  49.4213
 11472,   3.9156,   -.5034,  -9.5137, -56.3399, -48.6997, -17.7917,  18.6429, -17.9476,   6.0053,  48.5368,  29.6394,  49.4174
 11484,   3.9432,   -.4806,  -9.4858, -56.3670, -48.7189, -17.8038,  18.6563, -17.9156,   5.9713,  48.5455,  29.6291,  49.4134
 11496,   3.9709,   -.4579,  -9.4579, -56.3944, -48.7382, -17.8161,  18.6698, -17.8836,   5.9371,  48.5541,  29.6187,  49.4095
 11508,   3.9986,   -.4352,  -9.4301, -56.4219, -48.7577, -17.8285,  18.6831, -17.8513,   5.9027,  48.5629,  29.6082,  49.4056
 11520,   4.0264,   -.4126,  -9.4023, -56.4496, -48.7773, -17.8411,  18.6965, -17.8190,   5.8682,  48.5716,  29.5976,  49.4017
 11532,   4.0542,   -.3899,  -9.3746, -56.4777, -48.7970, -17.8539,  18.7099, -17.7864,   5.8335,  48.5805,  29.5868,  49.3979
 11544,   4.0821,   -.3673,  -9.3469, -56.5060, -48.8170, -17.8669,  18.7232, -17.7537,   5.7986,  48.5894,  29.5760,  49.3940
 11556,   4.1101,   -.3447,  -9.3193, -56.5347, -48.8371, -17.8801,  18.7365, -17.7208,   5.7635,  48.5984,  29.5649,  49.3901
 11568,   4.1382,   -.3222,  -9.2917, -56.5638, -48.8575, -17.8935,  18.7498, -17.6876,   5.7281,  48.6076,  29.5538,  49.3862
 11580,   4.1663,   -.2998,  -9.2642, -56.5932, -48.8781, -17.9071,  18.7632, -17.6543,   5.6925,  48.6169,  29.5424,  49.3823
 11592,   4.1945,   -.2774,  -9.2368, -56.6230, -48.8989, -17.9209,  18.7765, -17.6207,   5.6566,  48.6262,  29.5309,  49.3784
