timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 24,  22.9750,  16.3430,   7.9005, -63.0044, -53.9638, -16.1597,  35.6446,  -5.1200,  -7.2958,  52.4712,  30.2087,  47.0946
 36,  22.9749,  16.3429,   7.9004, -63.0044, -53.9638, -16.1597,  35.6445,  -5.1200,  -7.2958,  52.4712,  30.2087,  47.0946
 48,  22.9748,  16.3427,   7.9003, -63.0044, -53.9638, -16.1598,  35.6444,  -5.1201,  -7.2958,  52.4712,  30.2087,  47.0946
 60,  22.9746,  16.3424,   7.9000, -63.0045, -53.9638, -16.1600,  35.6442,  -5.1202,  -7.2956,  52.4711,  30.2087,  47.0946
 72,  22.9743,  16.3419,   7.8996, -63.0045, -53.9637, -16.1601,  35.6439,  -5.1203,  -7.2955,  52.4711,  30.2086,  47.0946
 84,  22.9740,  16.3413,   7.8991, -63.0046, -53.9637, -16.1604,  35.6435,  -5.1205,  -7.2953,  52.4710,  30.2085,  47.0946
 96,  22.9734,  16.3404,   7.8984, -63.0047, -53.9637, -16.1608,  35.6430,  -5.1208,  -7.2950,  52.4709,  30.2084,  47.0946
 108,  22.9728,  16.3393,   7.8975, -63.0048, -53.9636, -16.1613,  35.6423,  -5.1212,  -7.2947,  52.4708,  30.2082,  47.0947
 120,  22.9719,  16.3378,   7.8963, -63.0049, -53.9636, -16.1620,  35.6414,  -5.1216,  -7.2942,  52.4706,  30.2080,  47.0947
 132,  22.9709,  16.3361,   7.8949, -63.0051, -53.9635, -16.1627,  35.6404,  -5.1221,  -7.2937,  52.4704,  30.2078,  47.0948
 144,  22.9697,  16.3340,   7.8933, -63.0053, -53.9634, -16.1636,  35.6391,  -5.1228,  -7.2930,  52.4701,  30.2075,  47.0948
 156,  22.9683,  16.3315,   7.8913, -63.0056, -53.9633, -16.1647,  35.6376,  -5.1236,  -7.2922,  52.4699,  30.2071,  47.0949
 168,  22.9666,  16.3287,   7.8890, -63.0059, -53.9632, -16.1660,  35.6359,  -5.1244,  -7.2913,  52.4695,  30.2067,  47.0949
 180,  22.9648,  16.3256,   7.8865, -63.0062, -53.9631, -16.1673,  35.6340,  -5.1254,  -7.2904,  52.4692,  30.2063,  47.0950
 192,  22.9628,  16.3222,   7.8838, -63.0066, -53.9629, -16.1688,  35.6319,  -5.1264,  -7.2893,  52.4688,  30.2058,  47.0951
 204,  22.9607,  16.3185,   7.8808, -63.0069, -53.9628, -16.1705,  35.6296,  -5.1276,  -7.2881,  52.4683,  30.2053,  47.0952
 216,  22.9584,  16.3146,   7.8777, -63.0073, -53.9626, -16.1722,  35.6273,  -5.1288,  -7.2869,  52.4679,  30.2048,  47.0953
 228,  22.9560,  16.3105,   7.8744, -63.0078, -53.9625, -16.1740,  35.6248,  -5.1300,  -7.2856,  52.4674,  30.2042,  47.0954
 240,  22.9536,  16.3063,   7.8710, -63.0082, -53.9623, -16.1758,  35.6222,  -5.1313,  -7.2843,  52.4669,  30.2036,  47.0955
 252,  22.9510,  16.3019,   7.8675, -63.0087, -53.9621, -16.1777,  35.6195,  -5.1327,  -7.2829,  52.4664,  30.2030,  47.0956
 264,  22.9484,  16.2974,   7.8639, -63.0091, -53.9619, -16.1797,  35.6168,  -5.1341,  -7.2815,  52.4659,  30.2024,  47.0957
