timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 5016,  -3.7752, -25.3897, -28.6675, -66.3330, -52.0355, -33.0106,   6.7444, -20.4313,   8.2296,  47.7133,  23.8735,  49.8948
 5028,  -3.7670, -25.3564, -28.6488, -66.3202, -52.0336, -32.9884,   6.7548, -20.4312,   8.2300,  47.7163,  23.8791,  49.8982
 5040,  -3.7588, -25.3232, -28.6301, -66.3073, -52.0318, -32.9664,   6.7651, -20.4312,   8.2304,  47.7192,  23.8847,  49.9015
 5052,  -3.7507, -25.2901, -28.6114, -66.2945, -52.0299, -32.9444,   6.7754, -20.4311,   8.2308,  47.7222,  23.8903,  49.9048
 5064,  -3.7426, -25.2571, -28.5928, -66.2817, -52.0280, -32.9225,   6.7857, -20.4311,   8.2312,  47.7252,  23.8958,  49.9081
 5076,  -3.7346, -25.2242, -28.5742, -66.2689, -52.0261, -32.9006,   6.7960, -20.4311,   8.2316,  47.7281,  23.9014,  49.9114
 5088,  -3.7266, -25.1914, -28.5556, -66.2560, -52.0242, -32.8788,   6.8063, -20.4311,   8.2321,  47.7310,  23.9070,  49.9147
 5100,  -3.7186, -25.1586, -28.5371, -66.2432, -52.0222, -32.8570,   6.8166, -20.4311,   8.2325,  47.7339,  23.9126,  49.9180
 5112,  -3.7106, -25.1260, -28.5186, -66.2304, -52.0202, -32.8352,   6.8268, -20.4312,   8.2330,  47.7368,  23.9182,  49.9212
 5124,  -3.7028, -25.0934, -28.5002, -66.2175, -52.0183, -32.8135,   6.8370, -20.4313,   8.2335,  47.7397,  23.9238,  49.9244
 5136,  -3.6949, -25.0610, -28.4818, -66.2046, -52.0162, -32.7918,   6.8473, -20.4314,   8.2340,  47.7425,  23.9294,  49.9276
 5148,  -3.6871, -25.0286, -28.4634, -66.1917, -52.0142, -32.7701,   6.8575, -20.4315,   8.2346,  47.7453,  23.9350,  49.9308
 5160,  -3.6794, -24.9963, -28.4451, -66.1788, -52.0121, -32.7484,   6.8677, -20.4317,   8.2352,  47.7481,  23.9407,  49.9340
 5172,  -3.6717, -24.9640, -28.4268, -66.1658, -52.0100, -32.7266,   6.8779, -20.4319,   8.2358,  47.7508,  23.9464,  49.9371
 5184,  -3.6640, -24.9317, -28.4085, -66.1528, -52.0078, -32.7047,   6.8882, -20.4321,   8.2365,  47.7536,  23.9522,  49.9402
 5196,  -3.6564, -24.8994, -28.3902, -66.1397, -52.0056, -32.6828,   6.8985, -20.4324,   8.2372,  47.7563,  23.9580,  49.9433
 5208,  -3.6488, -24.8672, -28.3719, -66.1266, -52.0034, -32.6607,   6.9088, -20.4327,   8.2379,  47.7589,  23.9638,  49.9464
 5220,  -3.6412, -24.8349, -28.3536, -66.1134, -52.0011, -32.6387,   6.9191, -20.4330,   8.2387,  47.7616,  23.9697,  49.9494
