timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 192,  22.3560,  15.8783,   7.8300, -61.5889, -53.0817, -15.1858,  35.5660,  -6.3435,  -6.2720,  52.2268,  30.8606,  47.4207
 204,  22.3538,  15.8746,   7.8274, -61.5894, -53.0818, -15.1876,  35.5639,  -6.3444,  -6.2710,  52.2264,  30.8601,  47.4205
 216,  22.3515,  15.8707,   7.8246, -61.5899, -53.0819, -15.1895,  35.5617,  -6.3453,  -6.2700,  52.2261,  30.8596,  47.4203
 228,  22.3490,  15.8666,   7.8217, -61.5904, -53.0821, -15.1915,  35.5594,  -6.3463,  -6.2689,  52.2256,  30.8591,  47.4201
 240,  22.3464,  15.8624,   7.8186, -61.5910, -53.0822, -15.1936,  35.5570,  -6.3474,  -6.2677,  52.2252,  30.8586,  47.4199
 252,  22.3438,  15.8580,   7.8155, -61.5915, -53.0823, -15.1958,  35.5545,  -6.3484,  -6.2666,  52.2248,  30.8581,  47.4196
 264,  22.3411,  15.8535,   7.8123, -61.5921, -53.0825, -15.1980,  35.5520,  -6.3495,  -6.2653,  52.2243,  30.8575,  47.4194
 276,  22.3383,  15.8490,   7.8091, -61.5927, -53.0826, -15.2002,  35.5494,  -6.3506,  -6.2641,  52.2239,  30.8569,  47.4191
 288,  22.3356,  15.8444,   7.8059, -61.5933, -53.0828, -15.2025,  35.5468,  -6.3517,  -6.2629,  52.2234,  30.8564,  47.4189
 300,  22.3328,  15.8399,   7.8026, -61.5939, -53.0829, -15.2047,  35.5443,  -6.3528,  -6.2617,  52.2230,  30.8558,  47.4186
 312,  22.3300,  15.8353,   7.7993, -61.5945, -53.0831, -15.2070,  35.5417,  -6.3539,  -6.2604,  52.2225,  30.8552,  47.4184
 324,  22.3273,  15.8308,   7.7961, -61.5950, -53.0832, -15.2092,  35.5391,  -6.3550,  -6.2592,  52.2220,  30.8546,  47.4181
 336,  22.3245,  15.8262,   7.7928, -61.5956, -53.0834, -15.2115,  35.5365,  -6.3561,  -6.2580,  52.2216,  30.8541,  47.4178
 348,  22.3217,  15.8216,   7.7896, -61.5962, -53.0835, -15.2138,  35.5339,  -6.3572,  -6.2568,  52.2211,  30.8535,  47.4176
 360,  22.3190,  15.8171,   7.7863, -61.5968, -53.0836, -15.2160,  35.5314,  -6.3584,  -6.2555,  52.2207,  30.8529,  47.4173
 372,  22.3162,  15.8125,   7.7831, -61.5974, -53.0838, -15.2183,  35.5288,  -6.3595,  -6.2543,  52.2202,  30.8524,  47.4171
 384,  22.3135,  15.8080,   7.7798, -61.5980, -53.0839, -15.2205,  35.5262,  -6.3606,  -6.2531,  52.2198,  30.8518,  47.4168
 396,  22.3107,  15.8034,   7.7766, -61.5986, -53.0841, -15.2228,  35.5236,  -6.3617,  -6.2519,  52.2193,  30.8512,  47.4166
 408,  22.3079,  15.7988,   7.7733, -61.5992, -53.0842, -15.2250,  35.5210,  -6.3628,  -6.2506,  52.2188,  30.8506,  47.4163
 420,  22.3052,  15.7943,   7.7701, -61.5998, -53.0844, -15.2273,  35.5184,  -6.3639,  -6.2494,  52.2184,  30.8501,  47.4161
 432,  22.3024,  15.7897,   7.7668, -61.6004, -53.0845, -15.2295,  35.5159,  -6.3650,  -6.2482,  52.2179,  30.8495,  47.4158
 444,  22.2996,  15.7852,   7.7636, -61.6009, -53.0847, -15.2318,  35.5133,  -6.3661,  -6.2470,  52.2175,  30.8489,  47.4156
 456,  22.2969,  15.7806,   7.7603, -61.6015, -53.0848, -15.2340,  35.5107,  -6.3672,  -6.2457,  52.2170,  30.8484,  47.4153
 468,  22.2941,  15.7760,   7.7571, -61.6021, -53.0850, -15.2363,  35.5081,  -6.3683,  -6.2445,  52.2166,  30.8478,  47.4151
 480,  22.2914,  15.7715,   7.7538, -61.6027, -53.0851, -15.2385,  35.5055,  -6.3694,  -6.2433,  52.2161,  30.8472,  47.4148
 492,  22.2886,  15.7669,   7.7506, -61.6033, -53.0852, -15.2408,  35.5030,  -6.3705,  -6.2420,  52.2156,  30.8466,  47.4145
 504,  22.2858,  15.7624,   7.7473, -61.6039, -53.0854, -15.2430,  35.5004,  -6.3716,  -6.2408,  52.2152,  30.8461,  47.4143
 516,  22.2831,  15.7578,   7.7441, -61.6045, -53.0855, -15.2453,  35.4978,  -6.3727,  -6.2396,  52.2147,  30.8455,  47.4140
 528,  22.2803,  15.7532,   7.7408, -61.6051, -53.0857, -15.2476,  35.4952,  -6.3738,  -6.2384,  52.2143,  30.8449,  47.4138
 540,  22.2775,  15.7487,   7.7376, -61.6057, -53.0858, -15.2498,  35.4926,  -6.3750,  -6.2371,  52.2138,  30.8444,  47.4135
 552,  22.2748,  15.7441,   7.7343, -61.6063, -53.0860, -15.2521,  35.4901,  -6.3761,  -6.2359,  52.2133,  30.8438,  47.4133
 564,  22.2720,  15.7396,   7.7311, -61.6068, -53.0861, -15.2543,  35.4875,  -6.3772,  -6.2347,  52.2129,  30.8432,  47.4130
 576,  22.2693,  15.7350,   7.7278, -61.6074, -53.0863, -15.2566,  35.4849,  -6.3783,  -6.2334,  52.2124,  30.8426,  47.4128
 588,  22.2665,  15.7304,   7.7246, -61.6080, -53.0864, -15.2588,  35.4823,  -6.3794,  -6.2322,  52.2120,  30.8421,  47.4125
 600,  22.2637,  15.7259,   7.7213, -61.6086, -53.0866, -15.2611,  35.4797,  -6.3805,  -6.2310,  52.2115,  30.8415,  47.4123
 612,  22.2610,  15.7213,   7.7181, -61.6092, -53.0867, -15.2633,  35.4771,  -6.3816,  -6.2298,  52.2111,  30.8409,  47.4120
 624,  22.2582,  15.7168,   7.7148, -61.6098, -53.0868, -15.2656,  35.4746,  -6.3827,  -6.2285,  52.2106,  30.8404,  47.4117
 636,  22.2554,  15.7122,   7.7115, -61.6104, -53.0870, -15.2678,  35.4720,  -6.3838,  -6.2273,  52.2102,  30.8398,  47.4115
 648,  22.2527,  15.7076,   7.7083, -61.6110, -53.0871, -15.2701,  35.4694,  -6.3849,  -6.2261,  52.2097,  30.8392,  47.4112
 660,  22.2499,  15.7031,   7.7050, -61.6116, -53.0873, -15.2724,  35.4668,  -6.3860,  -6.2249,  52.2092,  30.8387,  47.4110
 672,  22.2472,  15.6985,   7.7018, -61.6122, -53.0874, -15.2746,  35.4642,  -6.3871,  -6.2236,  52.2088,  30.8381,  47.4107
 684,  22.2444,  15.6940,   7.6985, -61.6127, -53.0876, -15.2769,  35.4617,  -6.3882,  -6.2224,  52.2083,  30.8375,  47.4105
 696,  22.2416,  15.6894,   7.6953, -61.6133, -53.0877, -15.2791,  35.4591,  -6.3893,  -6.2212,  52.2079,  30.8369,  47.4102
 708,  22.2389,  15.6849,   7.6920, -61.6139, -53.0879, -15.2814,  35.4565,  -6.3904,  -6.2200,  52.2074,  30.8364,  47.4100
 720,  22.2361,  15.6803,   7.6888, -61.6145, -53.0880, -15.2836,  35.4539,  -6.3915,  -6.2187,  52.2069,  30.8358,  47.4097
 732,  22.2333,  15.6757,   7.6855, -61.6151, -53.0882, -15.2859,  35.4513,  -6.3927,  -6.2175,  52.2065,  30.8352,  47.4095
 744,  22.2306,  15.6712,   7.6823, -61.6157, -53.0883, -15.2881,  35.4488,  -6.3938,  -6.2163,  52.2060,  30.8347,  47.4092
 756,  22.2278,  15.6666,   7.6790, -61.6163, -53.0885, -15.2904,  35.4462,  -6.3949,  -6.2150,  52.2056,  30.8341,  47.4089
 768,  22.2251,  15.6621,   7.6758, -61.6169, -53.0886, -15.2926,  35.4436,  -6.3960,  -6.2138,  52.2051,  30.8335,  47.4087
 780,  22.2223,  15.6575,   7.6725, -61.6175, -53.0887, -15.2949,  35.4410,  -6.3971,  -6.2126,  52.2047,  30.8329,  47.4084
 792,  22.2195,  15.6529,   7.6693, -61.6181, -53.0889, -15.2971,  35.4384,  -6.3982,  -6.2114,  52.2042,  30.8324,  47.4082
 804,  22.2168,  15.6484,   7.6660, -61.6186, -53.0890, -15.2994,  35.4358,  -6.3993,  -6.2101,  52.2037,  30.8318,  47.4079
 816,  22.2140,  15.6438,   7.6628, -61.6192, -53.0892, -15.3016,  35.4333,  -6.4004,  -6.2089,  52.2033,  30.8312,  47.4077
 828,  22.2113,  15.6392,   7.6595, -61.6198, -53.0893, -15.3039,  35.4307,  -6.4015,  -6.2077,  52.2028,  30.8307,  47.4074
 840,  22.2085,  15.6347,   7.6563, -61.6204, -53.0895, -15.3062,  35.4281,  -6.4026,  -6.2064,  52.2024,  30.8301,  47.4072
 852,  22.2057,  15.6301,   7.6530, -61.6210, -53.0896, -15.3084,  35.4255,  -6.4037,  -6.2052,  52.2019,  30.8295,  47.4069
 864,  22.2030,  15.6256,   7.6498, -61.6216, -53.0898, -15.3107,  35.4229,  -6.4048,  -6.2040,  52.2015,  30.8289,  47.4067
 876,  22.2002,  15.6210,   7.6465, -61.6222, -53.0899, -15.3129,  35.4204,  -6.4059,  -6.2028,  52.2010,  30.8284,  47.4064
 888,  22.1974,  15.6164,   7.6433, -61.6228, -53.0900, -15.3152,  35.4178,  -6.4070,  -6.2015,  52.2005,  30.8278,  47.4061
 900,  22.1947,  15.6119,   7.6400, -61.6234, -53.0902, -15.3174,  35.4152,  -6.4081,  -6.2003,  52.2001,  30.8272,  47.4059
 912,  22.1919,  15.6073,   7.6368, -61.6240, -53.0903, -15.3197,  35.4126,  -6.4093,  -6.1991,  52.1996,  30.8267,  47.4056
 924,  22.1891,  15.6028,   7.6335, -61.6245, -53.0905, -15.3219,  35.4100,  -6.4104,  -6.1979,  52.1992,  30.8261,  47.4054
 936,  22.1864,  15.5982,   7.6303, -61.6251, -53.0906, -15.3242,  35.4074,  -6.4115,  -6.1966,  52.1987,  30.8255,  47.4051
 948,  22.1836,  15.5937,   7.6270, -61.6257, -53.0908, -15.3264,  35.4049,  -6.4126,  -6.1954,  52.1982,  30.8249,  47.4049
 960,  22.1809,  15.5891,   7.6238, -61.6263, -53.0909, -15.3287,  35.4023,  -6.4137,  -6.1942,  52.1978,  30.8244,  47.4046
 972,  22.1781,  15.5845,   7.6205, -61.6269, -53.0911, -15.3309,  35.3997,  -6.4148,  -6.1929,  52.1973,  30.8238,  47.4044
 984,  22.1753,  15.5800,   7.6172, -61.6275, -53.0912, -15.3332,  35.3971,  -6.4159,  -6.1917,  52.1969,  30.8232,  47.4041
 996,  22.1726,  15.5754,   7.6140, -61.6281, -53.0914, -15.3354,  35.3945,  -6.4170,  -6.1905,  52.1964,  30.8227,  47.4039
 1008,  22.1698,  15.5709,   7.6107, -61.6287, -53.0915, -15.3377,  35.3920,  -6.4181,  -6.1893,  52.1960,  30.8221,  47.4036
 1020,  22.1671,  15.5663,   7.6075, -61.6293, -53.0917, -15.3400,  35.3894,  -6.4192,  -6.1880,  52.1955,  30.8215,  47.4034
 1032,  22.1643,  15.5617,   7.6042, -61.6299, -53.0918, -15.3422,  35.3868,  -6.4203,  -6.1868,  52.1951,  30.8209,  47.4031
