timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 12,  24.6145,  18.2107,   8.8490, -67.3282, -56.7877, -19.2028,  36.0812,  -1.1396, -10.3284,  52.4316,  28.2612,  46.8217
 24,  24.6144,  18.2106,   8.8489, -67.3282, -56.7877, -19.2029,  36.0811,  -1.1396, -10.3284,  52.4316,  28.2612,  46.8216
 36,  24.6143,  18.2104,   8.8488, -67.3282, -56.7877, -19.2029,  36.0810,  -1.1396, -10.3283,  52.4316,  28.2612,  46.8216
 48,  24.6141,  18.2101,   8.8486, -67.3282, -56.7877, -19.2031,  36.0808,  -1.1397, -10.3282,  52.4315,  28.2612,  46.8216
 60,  24.6138,  18.2096,   8.8482, -67.3283, -56.7877, -19.2033,  36.0805,  -1.1399, -10.3281,  52.4315,  28.2612,  46.8215
 72,  24.6134,  18.2090,   8.8478, -67.3283, -56.7877, -19.2035,  36.0801,  -1.1401, -10.3278,  52.4315,  28.2612,  46.8214
 84,  24.6128,  18.2081,   8.8471, -67.3283, -56.7877, -19.2039,  36.0796,  -1.1403, -10.3275,  52.4314,  28.2611,  46.8213
 96,  24.6121,  18.2069,   8.8463, -67.3284, -56.7877, -19.2044,  36.0789,  -1.1407, -10.3272,  52.4314,  28.2611,  46.8211
 108,  24.6112,  18.2055,   8.8453, -67.3284, -56.7877, -19.2050,  36.0780,  -1.1411, -10.3267,  52.4313,  28.2610,  46.8209
 120,  24.6101,  18.2038,   8.8441, -67.3285, -56.7877, -19.2057,  36.0770,  -1.1416, -10.3261,  52.4313,  28.2610,  46.8207
 132,  24.6088,  18.2017,   8.8427, -67.3286, -56.7877, -19.2065,  36.0757,  -1.1422, -10.3254,  52.4312,  28.2609,  46.8204
 144,  24.6073,  18.1992,   8.8409, -67.3287, -56.7877, -19.2075,  36.0742,  -1.1429, -10.3246,  52.4311,  28.2608,  46.8200
 156,  24.6055,  18.1964,   8.8390, -67.3288, -56.7877, -19.2087,  36.0725,  -1.1437, -10.3236,  52.4310,  28.2606,  46.8196
 168,  24.6035,  18.1933,   8.8368, -67.3289, -56.7877, -19.2100,  36.0706,  -1.1446, -10.3226,  52.4308,  28.2605,  46.8192
 180,  24.6014,  18.1898,   8.8344, -67.3290, -56.7877, -19.2114,  36.0685,  -1.1456, -10.3214,  52.4307,  28.2604,  46.8187
 192,  24.5991,  18.1862,   8.8318, -67.3292, -56.7877, -19.2129,  36.0663,  -1.1467, -10.3202,  52.4305,  28.2602,  46.8182
 204,  24.5966,  18.1823,   8.8291, -67.3294, -56.7877, -19.2145,  36.0639,  -1.1478, -10.3189,  52.4304,  28.2600,  46.8176
 216,  24.5940,  18.1782,   8.8262, -67.3295, -56.7877, -19.2162,  36.0614,  -1.1490, -10.3176,  52.4302,  28.2599,  46.8170
 228,  24.5914,  18.1739,   8.8233, -67.3297, -56.7877, -19.2179,  36.0588,  -1.1502, -10.3161,  52.4300,  28.2597,  46.8164
 240,  24.5886,  18.1696,   8.8202, -67.3299, -56.7877, -19.2197,  36.0562,  -1.1515, -10.3147,  52.4298,  28.2595,  46.8158
 252,  24.5858,  18.1651,   8.8171, -67.3301, -56.7877, -19.2215,  36.0535,  -1.1528, -10.3132,  52.4296,  28.2593,  46.8151
 264,  24.5830,  18.1606,   8.8139, -67.3302, -56.7877, -19.2234,  36.0507,  -1.1541, -10.3117,  52.4294,  28.2591,  46.8145
 276,  24.5801,  18.1560,   8.8107, -67.3304, -56.7877, -19.2253,  36.0479,  -1.1555, -10.3101,  52.4292,  28.2589,  46.8138
 288,  24.5772,  18.1515,   8.8076, -67.3306, -56.7877, -19.2272,  36.0452,  -1.1568, -10.3086,  52.4290,  28.2587,  46.8132
 300,  24.5744,  18.1469,   8.8044, -67.3308, -56.7877, -19.2290,  36.0424,  -1.1581, -10.3071,  52.4288,  28.2585,  46.8125
 312,  24.5715,  18.1423,   8.8012, -67.3310, -56.7877, -19.2309,  36.0396,  -1.1594, -10.3056,  52.4286,  28.2583,  46.8119
 324,  24.5686,  18.1378,   8.7980, -67.3312, -56.7877, -19.2328,  36.0368,  -1.1608, -10.3040,  52.4284,  28.2582,  46.8112
 336,  24.5658,  18.1332,   8.7948, -67.3314, -56.7877, -19.2346,  36.0341,  -1.1621, -10.3025,  52.4282,  28.2580,  46.8106
 348,  24.5629,  18.1287,   8.7916, -67.3315, -56.7877, -19.2365,  36.0313,  -1.1634, -10.3010,  52.4280,  28.2578,  46.8099
 360,  24.5600,  18.1241,   8.7884, -67.3317, -56.7877, -19.2384,  36.0285,  -1.1647, -10.2995,  52.4278,  28.2576,  46.8093
 372,  24.5572,  18.1195,   8.7852, -67.3319, -56.7877, -19.2403,  36.0257,  -1.1661, -10.2979,  52.4277,  28.2574,  46.8086
 384,  24.5543,  18.1150,   8.7821, -67.3321, -56.7877, -19.2421,  36.0230,  -1.1674, -10.2964,  52.4275,  28.2572,  46.8080
 396,  24.5514,  18.1104,   8.7789, -67.3323, -56.7877, -19.2440,  36.0202,  -1.1687, -10.2949,  52.4273,  28.2570,  46.8073
 408,  24.5486,  18.1059,   8.7757, -67.3325, -56.7877, -19.2459,  36.0174,  -1.1700, -10.2933,  52.4271,  28.2568,  46.8067
 420,  24.5457,  18.1013,   8.7725, -67.3326, -56.7878, -19.2477,  36.0146,  -1.1714, -10.2918,  52.4269,  28.2566,  46.8060
 432,  24.5428,  18.0967,   8.7693, -67.3328, -56.7878, -19.2496,  36.0119,  -1.1727, -10.2903,  52.4267,  28.2564,  46.8053
 444,  24.5400,  18.0922,   8.7661, -67.3330, -56.7878, -19.2515,  36.0091,  -1.1740, -10.2888,  52.4265,  28.2562,  46.8047
 456,  24.5371,  18.0876,   8.7629, -67.3332, -56.7878, -19.2534,  36.0063,  -1.1753, -10.2872,  52.4263,  28.2560,  46.8041
 468,  24.5342,  18.0831,   8.7597, -67.3334, -56.7878, -19.2552,  36.0036,  -1.1767, -10.2857,  52.4261,  28.2558,  46.8034
 480,  24.5314,  18.0785,   8.7566, -67.3336, -56.7878, -19.2571,  36.0008,  -1.1780, -10.2842,  52.4259,  28.2556,  46.8027
 492,  24.5285,  18.0739,   8.7534, -67.3337, -56.7878, -19.2590,  35.9980,  -1.1793, -10.2827,  52.4257,  28.2554,  46.8021
 504,  24.5256,  18.0694,   8.7502, -67.3339, -56.7878, -19.2608,  35.9952,  -1.1806, -10.2811,  52.4255,  28.2552,  46.8014
 516,  24.5227,  18.0648,   8.7470, -67.3341, -56.7878, -19.2627,  35.9925,  -1.1820, -10.2796,  52.4253,  28.2550,  46.8008
 528,  24.5199,  18.0603,   8.7438, -67.3343, -56.7878, -19.2646,  35.9897,  -1.1833, -10.2781,  52.4251,  28.2548,  46.8001
 540,  24.5170,  18.0557,   8.7406, -67.3345, -56.7878, -19.2665,  35.9869,  -1.1846, -10.2766,  52.4249,  28.2547,  46.7995
 552,  24.5141,  18.0511,   8.7374, -67.3347, -56.7878, -19.2683,  35.9841,  -1.1859, -10.2750,  52.4247,  28.2545,  46.7988
 564,  24.5113,  18.0466,   8.7342, -67.3349, -56.7878, -19.2702,  35.9814,  -1.1873, -10.2735,  52.4245,  28.2543,  46.7982
 576,  24.5084,  18.0420,   8.7311, -67.3350, -56.7878, -19.2721,  35.9786,  -1.1886, -10.2720,  52.4243,  28.2541,  46.7975
 588,  24.5055,  18.0375,   8.7279, -67.3352, -56.7878, -19.2739,  35.9758,  -1.1899, -10.2705,  52.4241,  28.2539,  46.7969
