1.680525604085999966e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604092999935e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604096999884e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604108999968e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604112999916e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604117000103e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604121000051e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604125000000e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604128999949e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604141999960e+09,0.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
1.680525604154000044e+09,1.000000000000000000e+00,-7.640318426945336139e-01,5.200732105092702451e-01,4.413937678293659676e-03,-1.376658118107811246e+00,-1.899433098299168732e+00,5.479059760908239207e-01
