breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 876.99752846, -932.4749008 ,  194.38892299])]","[array([-0.881631  , -0.21592039, -0.37719102, -0.18319695, -1.19441702,
        2.90590396])]"
0,movel_fit,"[array([ 862.93591312, -841.09811283,  156.27654481])]","[array([-0.90425268, -0.27681642, -0.46642882, -0.32264683, -1.23569195,
        2.86029962])]"
249,movel_fit,"[array([ 861.70594042, -833.10535468,  152.94283911])]","[array([-0.90640626, -0.28249536, -0.47496966, -0.33491533, -1.23891567,
        2.85651007])]"
499,movel_fit,"[array([ 860.54733297, -825.02772944,  149.69851256])]","[array([-0.90694285, -0.28733509, -0.48222888, -0.34401693, -1.24292395,
        2.84862432])]"
749,movel_fit,"[array([ 859.46577286, -816.89877617,  146.55853345])]","[array([-0.90631911, -0.29154784, -0.48851794, -0.35089312, -1.24746813,
        2.83789269])]"
999,movel_fit,"[array([ 858.46180251, -808.72014795,  143.52423372])]","[array([-0.90490536, -0.29528885, -0.49409054, -0.35632838, -1.25240665,
        2.82524975])]"
1249,movel_fit,"[array([ 857.53590009, -800.49360441,  140.59688051])]","[array([-0.90297519, -0.29867925, -0.4991444 , -0.36089898, -1.25763142,
        2.81138799])]"
1499,movel_fit,"[array([ 856.68846597, -792.22100851,  137.77765766])]","[array([-0.90072668, -0.30181539, -0.50383247, -0.36501865, -1.26305665,
        2.79681045])]"
1749,movel_fit,"[array([ 855.91981185, -783.90432014,  135.06764935])]","[array([-0.89829804, -0.30477312, -0.50826997, -0.36897279, -1.26861399,
        2.78187025])]"
1999,movel_fit,"[array([ 855.23015209, -775.54558734,  132.46782608])]","[array([-0.89578022, -0.30761022, -0.51254016, -0.3729466 , -1.27425016,
        2.7668031 ])]"
2249,movel_fit,"[array([ 854.61959727, -767.14693577,  129.9790328 ])]","[array([-0.89322784, -0.31036843, -0.51669959, -0.37704914, -1.2799252 ,
        2.7517553 ])]"
2499,movel_fit,"[array([ 854.08814954, -758.71055692,  127.60197909])]","[array([-0.89066866, -0.31307575, -0.52078333, -0.38133393, -1.28561069,
        2.73680771])]"
2749,movel_fit,"[array([ 853.63569969, -750.23869558,  125.33723147])]","[array([-0.88811157, -0.31574892, -0.52480999, -0.38581605, -1.29128762,
        2.72199582])]"
2999,movel_fit,"[array([ 853.26202576, -741.73363699,  123.1852075 ])]","[array([-0.88555316, -0.31839603, -0.52878623, -0.390486  , -1.29694429,
        2.70732592])]"
3249,movel_fit,"[array([ 852.96679294, -733.19769386,  121.14617179])]","[array([-0.88298282, -0.32101906, -0.53271087, -0.39532026, -1.30257413,
        2.69278757])]"
3499,movel_fit,"[array([ 852.74955459, -724.63319367,  119.22023363])]","[array([-0.88038666, -0.32361622, -0.53657819, -0.40028915, -1.3081738 ,
        2.6783628 ])]"
3749,movel_fit,"[array([ 852.60975443, -716.04246631,  117.40734622])]","[array([-0.8777502 , -0.32618384, -0.54038057, -0.40536224, -1.31374157,
        2.66403246])]"
3999,movel_fit,"[array([ 852.5467294 , -707.42783239,  115.70730731])]","[array([-0.8750602 , -0.328718  , -0.54411055, -0.41051185, -1.31927604,
        2.64978031])]"
4249,movel_fit,"[array([ 852.5597135 , -698.79159213,  114.11976119])]","[array([-0.87230566, -0.33121565, -0.54776213, -0.41571497, -1.32477523,
        2.63559527])]"
4499,movel_fit,"[array([ 852.64784205, -690.1360151 ,  112.64420181])]","[array([-0.86947834, -0.33367546, -0.55133164, -0.4209541 , -1.33023594,
        2.62147236])]"
4749,movel_fit,"[array([ 852.81015665, -681.46333079,  111.27997698])]","[array([-0.86657275, -0.33609819, -0.55481809, -0.42621724, -1.33565348,
        2.60741256])]"
4999,movel_fit,"[array([ 853.04561045, -672.77571998,  110.02629345])]","[array([-0.86358596, -0.3384869 , -0.55822323, -0.43149727, -1.34102158,
        2.59342215])]"
5249,movel_fit,"[array([ 853.35307377, -664.07530705,  108.88222279])]","[array([-0.86051711, -0.34084677, -0.56155123, -0.43679108, -1.3463325 ,
        2.57951146])]"
5499,movel_fit,"[array([ 853.73134005, -655.36415315,  107.84670796])]","[array([-0.8573669 , -0.34318486, -0.56480824, -0.44209845, -1.35157735,
        2.5656936 ])]"
5749,movel_fit,"[array([ 854.17913181, -646.64425017,  106.91857038])]","[array([-0.85413698, -0.34550957, -0.56800176, -0.44742095, -1.35674643,
        2.55198308])]"
5999,movel_fit,"[array([ 854.69510687, -637.91751562,  106.09651746])]","[array([-0.85082947, -0.34783016, -0.57114001, -0.45276088, -1.36182969,
        2.53839445])]"
6249,movel_fit,"[array([ 855.27786446, -629.18578824,  105.37915043])]","[array([-0.84744638, -0.35015612, -0.57423122, -0.45812034, -1.36681715,
        2.52494128])]"
6499,movel_fit,"[array([ 855.92595141, -620.45082437,  104.76497243])]","[array([-0.84398931, -0.35249661, -0.57728306, -0.4635005 , -1.37169939,
        2.51163517])]"
6749,movel_fit,"[array([ 856.63786823, -611.71429503,  104.25239665])]","[array([-0.84045909, -0.3548599 , -0.58030207, -0.46890107, -1.37646787,
        2.49848518])]"
6999,movel_fit,"[array([ 857.41207499, -602.97778368,  103.83975461])]","[array([-0.83685561, -0.35725295, -0.58329327, -0.47431994, -1.3811153 ,
        2.48549738])]"
7249,movel_fit,"[array([ 858.24699716, -594.24278459,  103.52530433])]","[array([-0.83317772, -0.359681  , -0.58625983, -0.47975306, -1.38563587,
        2.47267473])]"
7499,movel_fit,"[array([ 859.14103117, -585.51070174,  103.30723839])]","[array([-0.82942324, -0.36214739, -0.58920291, -0.48519444, -1.39002538,
        2.4600171 ])]"
7749,movel_fit,"[array([ 860.09254974, -576.78284831,  103.18369186])]","[array([-0.82558904, -0.36465335, -0.59212165, -0.49063631, -1.3942813 ,
        2.44752153])]"
7999,movel_fit,"[array([ 861.09990698, -568.0604466 ,  103.15274992])]","[array([-0.82167116, -0.36719806, -0.59501318, -0.49606936, -1.39840276,
        2.4351825 ])]"
8249,movel_fit,"[array([ 862.1614432 , -559.34462841,  103.21245533])]","[array([-0.81766496, -0.36977865, -0.59787283, -0.50148312, -1.40239045,
        2.42299244])]"
8499,movel_fit,"[array([ 863.27548943, -550.63643583,  103.3608154 ])]","[array([-0.81356539, -0.37239042, -0.60069432, -0.50686625, -1.40624647,
        2.4109422 ])]"
8749,movel_fit,"[array([ 864.44037162, -541.93682235,  103.59580878])]","[array([-0.80936711, -0.37502707, -0.60347011, -0.51220698, -1.40997412,
        2.39902151])]"
8999,movel_fit,"[array([ 865.65441454, -533.24665438,  103.91539173])]","[array([-0.80506478, -0.37768092, -0.60619168, -0.51749349, -1.41357769,
        2.38721955])]"
9249,movel_fit,"[array([ 866.91594536, -524.56671299,  104.31750411])]","[array([-0.80065317, -0.38034331, -0.60884988, -0.5227142 , -1.41706221,
        2.37552533])]"
