breakpoints,primitives,points,q_bp
0,movej_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([ 0.        ,  0.86917397, -0.30019663, -0.        ,  1.14144533,
        0.        ])]"
500,movel_fit,"[array([3226.59203174, -996.24555247,  730.19877473])]","[array([ 5.32726732e-04,  8.69696924e-01, -2.99072170e-01, -5.88081609e-04,
        1.14085477e+00,  2.34120225e-04])]"
1000,movel_fit,"[array([3227.58923057, -995.26242183,  730.20293777])]","[array([ 1.06594252e-03,  8.70221601e-01, -2.97944285e-01, -1.17702566e-03,
        1.14026265e+00,  4.69239228e-04])]"
1500,movel_fit,"[array([3228.58642939, -994.27929118,  730.20710081])]","[array([ 1.59857982e-03,  8.70746950e-01, -2.96815227e-01, -1.76565472e-03,
        1.13967015e+00,  7.04888876e-04])]"
2000,movel_fit,"[array([3229.58362821, -993.29616054,  730.21126385])]","[array([ 2.13063929e-03,  8.71272974e-01, -2.95684994e-01, -2.35397020e-03,
        1.13907727e+00,  9.41069690e-04])]"
2500,movel_fit,"[array([3230.58082704, -992.31302989,  730.21542689])]","[array([ 0.00266212,  0.87179967, -0.29455359, -0.00294197,  1.13848402,
        0.00117778])]"
3000,movel_fit,"[array([3231.57802586, -991.32989925,  730.21958992])]","[array([ 0.00319303,  0.87232705, -0.293421  , -0.00352967,  1.1378904 ,
        0.00141503])]"
3500,movel_fit,"[array([3232.57522469, -990.3467686 ,  730.22375296])]","[array([ 0.00372336,  0.87285509, -0.29228724, -0.00411705,  1.13729639,
        0.0016528 ])]"
4000,movel_fit,"[array([3233.57242351, -989.36363796,  730.227916  ])]","[array([ 0.00425311,  0.87338382, -0.2911523 , -0.00470412,  1.13670201,
        0.00189112])]"
4500,movel_fit,"[array([3234.56962234, -988.38050731,  730.23207904])]","[array([ 0.00478229,  0.87391322, -0.29001618, -0.00529089,  1.13610725,
        0.00212996])]"
5000,movel_fit,"[array([3235.56682116, -987.39737667,  730.23624208])]","[array([ 0.0053109 ,  0.8744433 , -0.28887888, -0.00587736,  1.13551212,
        0.00236934])]"
5500,movel_fit,"[array([3236.56401998, -986.41424602,  730.24040512])]","[array([ 0.00583893,  0.87497406, -0.2877404 , -0.00646352,  1.1349166 ,
        0.00260925])]"
6000,movel_fit,"[array([3237.56121881, -985.43111538,  730.24456815])]","[array([ 0.00636639,  0.8755055 , -0.28660073, -0.00704937,  1.13432071,
        0.0028497 ])]"
6500,movel_fit,"[array([3238.55841763, -984.44798473,  730.24873119])]","[array([ 0.00689328,  0.87603762, -0.28545988, -0.00763493,  1.13372444,
        0.00309069])]"
7000,movel_fit,"[array([3239.55561646, -983.46485409,  730.25289423])]","[array([ 0.00741959,  0.87657042, -0.28431784, -0.00822019,  1.13312779,
        0.00333221])]"
7500,movel_fit,"[array([3240.55281528, -982.48172344,  730.25705727])]","[array([ 0.00794534,  0.8771039 , -0.28317462, -0.00880515,  1.13253077,
        0.00357427])]"
8000,movel_fit,"[array([3241.55001411, -981.4985928 ,  730.26122031])]","[array([ 0.00847051,  0.87763807, -0.28203021, -0.00938981,  1.13193336,
        0.00381686])]"
8500,movel_fit,"[array([3242.54721293, -980.51546215,  730.26538335])]","[array([ 0.00899512,  0.87817291, -0.28088461, -0.00997418,  1.13133557,
        0.00406   ])]"
9000,movel_fit,"[array([3243.54441175, -979.53233151,  730.26954638])]","[array([ 0.00951916,  0.87870844, -0.27973781, -0.01055825,  1.13073741,
        0.00430367])]"
9500,movel_fit,"[array([3244.54161058, -978.54920086,  730.27370942])]","[array([ 0.01004262,  0.87924466, -0.27858983, -0.01114204,  1.13013886,
        0.00454788])]"
10000,movel_fit,"[array([3245.5388094 , -977.56607022,  730.27787246])]","[array([ 0.01056553,  0.87978155, -0.27744065, -0.01172553,  1.12953993,
        0.00479264])]"
10500,movel_fit,"[array([3246.53600823, -976.58293957,  730.2820355 ])]","[array([ 0.01108786,  0.88031914, -0.27629028, -0.01230873,  1.12894063,
        0.00503793])]"
11000,movel_fit,"[array([3247.53320705, -975.59980893,  730.28619854])]","[array([ 0.01160963,  0.88085741, -0.27513871, -0.01289164,  1.12834094,
        0.00528377])]"
11500,movel_fit,"[array([3248.53040587, -974.61667828,  730.29036158])]","[array([ 0.01213083,  0.88139637, -0.27398595, -0.01347427,  1.12774087,
        0.00553014])]"
12000,movel_fit,"[array([3249.5276047 , -973.63354764,  730.29452462])]","[array([ 0.01265147,  0.88193601, -0.27283199, -0.01405662,  1.12714042,
        0.00577706])]"
12500,movel_fit,"[array([3250.52480352, -972.650417  ,  730.29868765])]","[array([ 0.01317154,  0.88247635, -0.27167683, -0.01463867,  1.12653959,
        0.00602452])]"
13000,movel_fit,"[array([3251.52200235, -971.66728635,  730.30285069])]","[array([ 0.01369105,  0.88301737, -0.27052046, -0.01522045,  1.12593837,
        0.00627252])]"
13500,movel_fit,"[array([3252.51920117, -970.68415571,  730.30701373])]","[array([ 0.01420999,  0.88355909, -0.2693629 , -0.01580195,  1.12533677,
        0.00652107])]"
