primitives,points,q_bp
movej_fit,"[array([  897.0827334 , -1099.72646031,   794.51735484])]","[array([-0.9811648 ,  0.01755343, -0.16602845, -0.27022522, -1.16799051,
        2.82402368])]"
movel_fit,"[array([  894.58428935, -1083.86596299,   792.37849889])]","[array([-0.9797014 ,  0.01003456, -0.17410657, -0.27577155, -1.18022762,
        2.83078013])]"
movel_fit,"[array([  892.15858527, -1068.10737434,   790.15317357])]","[array([-9.78195523e-01,  2.74998091e-03, -1.82100226e-01, -2.81305675e-01,
       -1.19234757e+00,  2.83739325e+00])]"
movel_fit,"[array([  889.79898361, -1052.42315691,   787.83600859])]","[array([-0.97664308, -0.00431182, -0.19002792, -0.28683562, -1.20437045,
        2.84387714])]"
movel_fit,"[array([  887.50159818, -1036.81410727,   785.43098885])]","[array([-0.97504424, -0.01115258, -0.19789286, -0.29236056, -1.21629578,
        2.85023564])]"
movel_fit,"[array([  885.26259139, -1021.2809989 ,   782.94201878])]","[array([-0.97339921, -0.01777402, -0.20569816, -0.29787974, -1.22812313,
        2.85647242])]"
movel_fit,"[array([  883.07817274, -1005.82458481,   780.37291927])]","[array([-0.97170825, -0.02417779, -0.21344679, -0.3033925 , -1.23985208,
        2.86259102])]"
movel_fit,"[array([ 880.94459738, -990.4455999 ,  777.72742497])]","[array([-0.96997167, -0.03036552, -0.22114165, -0.30889825, -1.25148228,
        2.86859481])]"
movel_fit,"[array([ 878.85816473, -975.14476295,  775.00918207])]","[array([-0.96818985, -0.03633877, -0.22878551, -0.31439644, -1.2630134 ,
        2.87448703])]"
movel_fit,"[array([ 876.8152172 , -959.92277838,  772.22174635])]","[array([-0.9663632 , -0.04209907, -0.23638106, -0.31988659, -1.27444517,
        2.88027078])]"
movel_fit,"[array([ 874.81213895, -944.78033771,  769.36858157])]","[array([-0.9644922 , -0.0476479 , -0.24393089, -0.32536823, -1.28577736,
        2.88594905])]"
movel_fit,"[array([ 872.84535478, -929.71812074,  766.45305826])]","[array([-0.96257737, -0.05298672, -0.25143752, -0.33084094, -1.29700976,
        2.89152466])]"
movel_fit,"[array([ 870.91132911, -914.73679653,  763.47845279])]","[array([-0.96061929, -0.05811693, -0.25890339, -0.33630432, -1.30814224,
        2.89700035])]"
movel_fit,"[array([ 869.00656499, -899.8370241 ,  760.44794669])]","[array([-0.95861859, -0.0630399 , -0.26633087, -0.34175799, -1.31917469,
        2.90237871])]"
