average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
502.06686115213097,551.3813156509078,399.32443207887064,36.176344016172685,0.10760372849815304,0.47068713844965343,0.0035369771598181567,0.11717290385635976,0.002140103142937051,0.010813632572392597,3.5894998282001055e-05,0.0018520742941899543
