breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-922.26240721, -104.55664477,  500.42396817])]","[array([-0.39561614, -0.53318942, -3.18964967,  0.64614644,  0.51662035,
        0.5343366 ])]"
1665,moveabsj,"[array([-903.15240205, -212.06379672,  525.93461298])]","[array([-0.28371142, -0.51115013, -3.15823705,  0.62242988,  0.50199653,
        0.53232353])]"
3332,moveabsj,"[array([-901.03201313, -222.41921204,  533.25486199])]","[array([-0.2724484 , -0.50539045, -3.15215687,  0.6192333 ,  0.50253851,
        0.53296939])]"
4999,moveabsj,"[array([-899.23083219, -232.82425206,  545.27286404])]","[array([-0.26068571, -0.49632829, -3.14318425,  0.61546296,  0.50550555,
        0.53442254])]"
6665,moveabsj,"[array([-897.59532068, -243.1821399 ,  562.09329796])]","[array([-0.24862268, -0.48398344, -3.13115864,  0.61151075,  0.51048159,
        0.5363102 ])]"
8332,moveabsj,"[array([-895.8538855 , -253.44831692,  583.33839082])]","[array([-0.23640829, -0.46879742, -3.11639827,  0.6073452 ,  0.51747313,
        0.53880657])]"
9999,moveabsj,"[array([-893.68349239, -263.49795743,  608.34400319])]","[array([-0.22432173, -0.45132997, -3.09938553,  0.60318304,  0.52602398,
        0.54177475])]"
11665,moveabsj,"[array([-890.82307466, -273.21843388,  635.77983545])]","[array([-0.21261162, -0.43266789, -3.08094598,  0.59910792,  0.53563704,
        0.54522105])]"
13332,moveabsj,"[array([-887.08706629, -282.5617151 ,  663.95288831])]","[array([-0.20145004, -0.41392875, -3.06220168,  0.59536755,  0.54541925,
        0.54890511])]"
14999,moveabsj,"[array([-882.56819629, -291.56072515,  690.60996858])]","[array([-0.19085876, -0.39668112, -3.04447088,  0.59207681,  0.55442462,
        0.55271037])]"
16665,moveabsj,"[array([-877.47328604, -300.41068312,  713.38735992])]","[array([-0.1806512 , -0.382229  , -3.02947495,  0.58939996,  0.56158674,
        0.55645926])]"
18332,moveabsj,"[array([-872.24680642, -309.40651698,  729.93965126])]","[array([-0.17048244, -0.37199633, -3.01871165,  0.58760897,  0.56566843,
        0.55988422])]"
19999,moveabsj,"[array([-867.40648765, -318.866162  ,  737.9141473 ])]","[array([-0.15998464, -0.36742337, -3.01365499,  0.58725709,  0.56510188,
        0.56246694])]"
21665,moveabsj,"[array([-863.35118508, -329.12514022,  733.89670307])]","[array([-0.14878634, -0.37071384, -3.01720585,  0.5875829 ,  0.55972738,
        0.56539063])]"
23332,moveabsj,"[array([-860.08686898, -340.28681888,  715.56569629])]","[array([-0.13692796, -0.38340675, -3.03070509,  0.59015109,  0.54684482,
        0.56720153])]"
24999,moveabsj,"[array([-856.8098492 , -352.23845271,  680.040876  ])]","[array([-0.12478057, -0.40776587, -3.0565413 ,  0.59530774,  0.5253555 ,
        0.56812701])]"
26665,moveabsj,"[array([-851.55568337, -364.41256116,  626.20847965])]","[array([-0.11336174, -0.44587243, -3.09569663,  0.6022907 ,  0.49518753,
        0.56965268])]"
28332,moveabsj,"[array([-841.65791098, -376.27059188,  559.21987569])]","[array([-0.10342308, -0.49607596, -3.14415386,  0.61156934,  0.45689841,
        0.57111924])]"
29999,moveabsj,"[array([-826.10672411, -387.47638598,  491.00322029])]","[array([-0.09498836, -0.5510533 , -3.19328532,  0.62088063,  0.41555356,
        0.57273809])]"
31665,moveabsj,"[array([-807.65319914, -398.04378448,  434.97669628])]","[array([-0.0870695 , -0.59929376, -3.23358704,  0.6278964 ,  0.37862056,
        0.57355027])]"
33332,moveabsj,"[array([-790.97633539, -408.09507894,  398.89434571])]","[array([-0.07842469, -0.63113777, -3.26001456,  0.63124149,  0.3529939 ,
        0.5730074 ])]"
34999,moveabsj,"[array([-780.84851251, -417.48689367,  385.08397588])]","[array([-0.06845377, -0.6431497 , -3.26871719,  0.62719347,  0.34492446,
        0.57424781])]"
36665,moveabsj,"[array([-780.02453438, -425.96288643,  399.64786721])]","[array([-0.05727031, -0.62581844, -3.25673687,  0.62330903,  0.35346763,
        0.56829608])]"
38332,moveabsj,"[array([-787.26651125, -434.09638318,  442.57565466])]","[array([-0.04447125, -0.58202043, -3.22325187,  0.61019149,  0.3841455 ,
        0.5639082 ])]"
39999,moveabsj,"[array([-796.66302802, -443.03724331,  514.30614804])]","[array([-0.02966475, -0.51460581, -3.16797215,  0.59104876,  0.43018008,
        0.55632076])]"
41665,moveabsj,"[array([-799.8850207 , -453.62119284,  599.73238127])]","[array([-0.01307207, -0.44264276, -3.10000057,  0.56797477,  0.4785527 ,
        0.54835305])]"
43332,moveabsj,"[array([-794.61952124, -464.30201378,  671.9416195 ])]","[array([ 2.56315790e-03, -3.87875320e-01, -3.04120215e+00,  5.47871630e-01,
        5.14125735e-01,  5.44405105e-01])]"
44999,moveabsj,"[array([-786.64379697, -474.0695281 ,  710.28903096])]","[array([ 0.01587268, -0.3612559 , -3.00953767,  0.53918043,  0.52872297,
        0.54317028])]"
46665,moveabsj,"[array([-781.66188636, -482.68609813,  700.59953774])]","[array([ 0.02631378, -0.36962332, -3.01906159,  0.54356958,  0.52113643,
        0.54713353])]"
48332,moveabsj,"[array([-777.17032646, -490.31951437,  643.30435327])]","[array([ 0.03451477, -0.41164358, -3.07315977,  0.56373348,  0.49032565,
        0.55536835])]"
49999,moveabsj,"[array([-744.65908981, -507.67946536,  458.32743124])]","[array([ 0.0554414 , -0.57636346, -3.23413734,  0.63619942,  0.37618178,
        0.57979895])]"
