primitives,points,q_bp
movej_fit,"[array([ 705.69759285, -606.70647365,  591.69114152])]","[array([-0.81576876,  0.64562635,  0.65922864, -0.28163948, -2.05040339,
        2.28482585])]"
movel_fit,"[array([ 705.10213429, -573.37849413,  591.64296085])]","[array([-0.79582917,  0.58187025,  0.56101574, -0.28641561, -2.01174002,
        2.27423837])]"
movel_fit,"[array([ 704.50667574, -540.05051461,  591.59478018])]","[array([-0.77501112,  0.52521602,  0.47665097, -0.29257892, -1.97924348,
        2.26103592])]"
movel_fit,"[array([ 703.92464567, -506.73145401,  591.54360439])]","[array([-0.75296387,  0.47435421,  0.40313155, -0.29935768, -1.95178939,
        2.24560488])]"
movel_fit,"[array([ 703.34789476, -472.50636745,  591.49072333])]","[array([-0.72888273,  0.42697521,  0.33652544, -0.30495258, -1.92969361,
        2.24827921])]"
movel_fit,"[array([ 702.07699425, -438.25645073,  591.52428722])]","[array([-0.70880525,  0.37133091,  0.26262054, -0.31619178, -1.90015292,
        2.25900613])]"
movel_fit,"[array([ 700.14991998, -404.08735235,  591.6015571 ])]","[array([-0.69260227,  0.30800011,  0.18285127, -0.33252863, -1.86424467,
        2.27781288])]"
movel_fit,"[array([ 697.57163823, -369.93657343,  591.65806586])]","[array([-0.6802832 ,  0.23686826,  0.09748317, -0.35386001, -1.82255403,
        2.30452743])]"
movel_fit,"[array([ 694.36818506, -335.84241301,  591.60690747])]","[array([-0.67183979,  0.15841902,  0.00724413, -0.3801309 , -1.77622476,
        2.33841098])]"
movel_fit,"[array([ 690.60210648, -301.79525794,  591.35313296])]","[array([-0.66695664,  0.07371176, -0.08669184, -0.41122546, -1.72692785,
        2.37757793])]"
movel_fit,"[array([ 686.39181813, -267.82872268,  590.8113922 ])]","[array([-0.6648818 , -0.01532761, -0.18232809, -0.44674773, -1.67690051,
        2.41851365])]"
movel_fit,"[array([ 681.93163009, -233.86735695,  589.93555289])]","[array([-0.66419451, -0.10622743, -0.27712692, -0.4859798 , -1.62846081,
        2.45557422])]"
movel_fit,"[array([ 677.53024581, -199.92206308,  588.76983201])]","[array([-0.66283718, -0.19586662, -0.36780845, -0.52766497, -1.58362097,
        2.48096493])]"
movel_fit,"[array([ 673.59847425, -165.92682762,  587.48404994])]","[array([-0.65808469, -0.28123669, -0.45110225, -0.57015036, -1.54318597,
        2.48512973])]"
movel_fit,"[array([ 670.67593053, -131.8245778 ,  586.38812936])]","[array([-0.64618317, -0.35903136, -0.52328474, -0.61078481, -1.50652315,
        2.45753449])]"
movel_fit,"[array([669.38843765, -97.61261518, 585.87641533])]","[array([-0.62168785, -0.42464065, -0.57925256, -0.64463592, -1.47170873,
        2.38816038])]"
movel_fit,"[array([670.36211601, -63.40262202, 586.28875227])]","[array([-0.57699191, -0.46960658, -0.61073328, -0.66265992, -1.437156  ,
        2.26994789])]"
movel_fit,"[array([674.01278697, -29.36259838, 587.62762364])]","[array([-0.50514641, -0.47922931, -0.60605808, -0.65299131, -1.40619516,
        2.10299611])]"
movel_fit,"[array([680.36537322,   4.25551709, 589.38310858])]","[array([-0.40787529, -0.4342621 , -0.55322438, -0.60966996, -1.39384305,
        1.8989958 ])]"
movel_fit,"[array([688.96227705,  37.37624731, 590.56934069])]","[array([-0.3012602 , -0.32197055, -0.44727414, -0.54538012, -1.42433169,
        1.68288968])]"
movel_fit,"[array([698.96326967,  70.13300199, 590.11136982])]","[array([-0.20711499, -0.15121196, -0.29907774, -0.48898366, -1.50950085,
        1.48698224])]"
movel_fit,"[array([709.19935122, 102.70753164, 587.42909945])]","[array([-0.13710545,  0.04200945, -0.13967358, -0.46281293, -1.6289631 ,
        1.33943967])]"
movel_fit,"[array([718.29835682, 135.39600202, 582.88670984])]","[array([-0.08892153,  0.21736073, -0.00270325, -0.46953979, -1.74865029,
        1.26353272])]"
movel_fit,"[array([724.7548932 , 168.73520787, 578.21084287])]","[array([-0.05430065,  0.35600788,  0.09804485, -0.501098  , -1.85287144,
        1.28317414])]"
movel_fit,"[array([726.85380423, 202.84697029, 576.15143518])]","[array([-0.02284575,  0.44935215,  0.16238526, -0.54064733, -1.93717416,
        1.40555898])]"
movel_fit,"[array([723.27808227, 236.88427371, 578.60182978])]","[array([ 0.01400256,  0.4709867 ,  0.18125685, -0.56059156, -1.97464955,
        1.58160935])]"
movel_fit,"[array([714.26112773, 269.50035935, 584.01159548])]","[array([ 0.05484393,  0.38396917,  0.12568668, -0.5485202 , -1.91914643,
        1.73990603])]"
movel_fit,"[array([701.34939818, 300.88031229, 588.73242847])]","[array([ 0.10096202,  0.1814367 , -0.02491285, -0.51888237, -1.75436931,
        1.85478828])]"
movel_fit,"[array([686.70792028, 331.82326404, 590.08673553])]","[array([ 0.16195226, -0.08683806, -0.24165819, -0.4917975 , -1.51763252,
        1.90745248])]"
movel_fit,"[array([673.1782126 , 363.20821019, 587.63459791])]","[array([ 0.24045174, -0.33937051, -0.45817037, -0.47545935, -1.27000801,
        1.84556806])]"
