breakpoints,primitives,points
0,movej_fit,"[array([-0.57492655, -0.00617103,  0.38381481, -2.80915415, -1.64456216,
        0.98496554])]"
11813,movec_fit,"[array([1084.98721372, -385.4630201 ,  994.35016303]), array([1072.03246375, -264.7865419 ,  993.67673718])]"
17313,movel_fit,"[array([1058.15205683, -152.64808047,  989.46150784])]"
20201,movel_fit,"[array([1055.3590394 ,  -93.35035396,  988.21653003])]"
22632,movel_fit,"[array([1058.13207563,  -43.458312  ,  989.40965809])]"
25139,movel_fit,"[array([1066.96346625,    7.28075217,  992.05084436])]"
27742,movel_fit,"[array([1081.47232265,   58.78820424,  993.3176099 ])]"
30367,movel_fit,"[array([1097.79362009,  110.08373997,  989.29054997])]"
33896,movec_fit,"[array([1106.55981482,  144.92945931,  984.3203372 ]), array([1112.20916256,  180.47027652,  979.9364562 ])]"
37694,movec_fit,"[array([1111.88351848,  219.43377976,  979.98123498]), array([1104.33085315,  257.29236946,  984.95747238])]"
39888,movec_fit,"[array([1096.79887296,  278.29027734,  988.42368066]), array([1088.11373125,  298.88662802,  991.28049002])]"
42717,movec_fit,"[array([1075.73140153,  325.19316227,  992.15520828]), array([1063.7430894 ,  351.64177496,  990.86023347])]"
45398,movec_fit,"[array([1055.5342086 ,  377.8092959 ,  988.25699504]), array([1051.44806064,  404.9864244 ,  986.68242156])]"
48242,movec_fit,"[array([1055.30274429,  433.8978248 ,  987.97983837]), array([1065.40533391,  461.08360749,  990.96231488])]"
50000,movec_fit,"[array([1073.46789444,  477.24041471,  991.93494382]), array([1082.13468567,  493.05239072,  991.3204458 ])]"
