max_cartesian_error (mm),max_cartesian_error_index (mm),avg_cartesian_error (mm),max_orientation_error  (rad),max_z_error (mm),average_z_error (mm)
164.41790309750817,0,54.82326084675548,0.6864077846284723,208.125447327929,42.04772904312951
167.31200212366696,0,35.51367891564681,0.3053665944928283,37.94752510435555,4.157554526523879
106.0759889652515,17504,21.93538412640902,0.15902524037941598,42.74071255711051,5.7774178082509104
19.374504874793843,17504,6.700532158882915,0.0714432393287052,31.998224559839286,4.991188154528165
21.541435013818074,17504,3.978806425128891,0.0681562440627072,29.37997144542338,4.642039167283159
21.263806953497397,17504,2.963870826661468,0.060023393558159076,18.65962230980807,1.957448903249797
21.23574087117228,17504,2.105199971306348,0.060015736241747844,18.661978156923112,1.876029278647327
8.584747569356688,0,1.3069626125951197,0.08324302492953248,9.552692477256542,1.1904452203834115
8.58548875565577,0,1.1715289256333112,0.03535795913511099,9.591627963318182,1.1028950111662499
8.585031594179451,0,1.0990619604823306,0.03251805213131118,9.596265479177475,1.017048052725879
8.283835787540184,0,0.9035268450776359,0.03149324973272358,9.757456492474262,0.8909840181735411
8.192373157992499,0,0.9091024420469207,0.02682136109166997,9.550359692006296,0.8450627783426384
8.14342846210627,0,0.9068558745783184,0.024735756996986286,9.540874226596372,0.8438366117959111
8.212940829245547,0,0.9098771740392021,0.02207738712382944,9.540874226594724,0.8364791325751157
8.212940829235917,0,0.8337496085637619,0.021864147095960913,9.522182764542997,0.8022809422879102
8.212940829227652,0,0.8340959978044097,0.02155519690182205,9.660196302667487,0.7825388522388782
8.21294082923565,0,0.8210741440583458,0.02110648077353024,6.165800617267635,0.553355434495527
8.212940829246115,0,0.637656961701112,0.021108921825662114,2.984419055163052,0.3657817702958045
8.212940829249249,0,0.6303776770115185,0.015147609959932553,2.9844914187546223,0.364952348912781
2.00509431007936,15292,0.4953666229465866,0.01394548590331842,2.9844914188095686,0.3226018776177667
1.8570222744911058,0,0.43987356087875334,0.01381926123769242,2.983336270081246,0.2853904894562626
1.8551367284242377,0,0.36442108475525,0.013819261237613015,2.9833362700879107,0.2803144536543507
1.8551367284099467,0,0.3645553449229702,0.013819261928744433,2.917301974314654,0.278379676253108
1.9280866405486556,6053,0.35271105530264785,0.013819261928853719,2.917301974317624,0.26891646654680024
1.928086640517916,6053,0.3554948189658792,0.012794199790005185,2.9173013332018627,0.26608669087554804
1.9280866404966317,6053,0.34540343360685233,0.012962188371213814,2.9172896558312615,0.2526546450720807
1.9280866405631945,6053,0.3453943303826081,0.012166097274564351,2.917289627444987,0.2527835807975003
1.9280866405530912,6053,0.3461329632141204,0.011207711801650958,2.917289599962345,0.25283036220704574
1.9280866405336776,6053,0.3441105123985406,0.011827143162854397,2.6049545088258554,0.22882307775004232
1.9280866405334902,6053,0.34412810161332635,0.011128579905186693,2.6085007440677543,0.2289277716317364
1.9280866405095298,6053,0.3444661787622276,0.00890891046426679,2.600169209806296,0.2289114082986092
1.9280866404914547,6053,0.3446872871825723,0.008908905560328431,2.6001696717937435,0.22828143443074028
1.9268673061757513,6053,0.3445101780455991,0.008908905560233257,2.6001696721095726,0.22702280157086255
1.9268673061713548,6053,0.33051310356735775,0.008907559693915889,2.6005457865972517,0.21773662774701769
1.9268673057669266,6053,0.31913592791283985,0.008913195578513014,2.5979709859546034,0.2131927902014504
1.926867305730802,6053,0.31828259050653707,0.0073180069193074454,2.747675485282876,0.20801891321683597
1.9268673057754302,6053,0.31835240208306476,0.0073180069903150844,2.7886916534313357,0.20749569330838985
1.926867305755862,6053,0.3180023302638989,0.007318316733770066,2.7886916603930203,0.20749916665495904
1.9268673060045802,6053,0.3178484480764743,0.007391863424405974,2.7886922226506456,0.20726053466141306
