max_cartesian_error (mm),max_cartesian_error_index (mm),avg_cartesian_error (mm),max_orientation_error  (rad),max_z_error (mm),average_z_error (mm)
237.2423685909974,17578,62.98852724188876,1.051361116545754,57.26488611787573,-4.897701847223885
74.67313979153107,0,20.482013823707966,0.5901121163998263,20.111229982185733,0.2722972071875276
39.94855158486201,17578,10.868043041712125,0.3075674394315877,17.47138475572956,-0.4508345153557798
27.43205492975385,11993,6.801419701083332,0.3075674394315877,15.40326143380247,-0.03685189456910365
12.297627709806973,3457,4.072304911447192,0.1418575422230251,5.898452397178396,0.026276685202489602
10.802616106044018,11993,3.5762817991344087,0.1418575422230251,4.851317663250455,0.010658961746550233
10.019641843981624,3457,3.3458906435619094,0.1418575422230251,5.0480822786643955,0.01798058676320835
10.027256018465362,3457,2.7507678801053643,0.1418575422230251,5.0583270645087595,0.008161846529425532
6.890456279530546,11993,1.4685244322118274,0.05693753486997347,3.934800310003375,-0.002618502140173007
3.161421981642838,1669,1.0606208982730803,0.05693753486997347,2.997013300975702,0.0010717321497324406
3.2609710459571417,3457,0.997603288357097,0.05693753486997347,2.9914721173312557,0.0007066105705035852
2.791778073187765,14424,0.9150779072091472,0.05693753486997347,3.003660942134225,0.0005984588702503402
2.7892747175243326,14424,0.7731053297661998,0.040562053510621275,0.9249572790040972,0.0004640732640694978
2.9552103176967424,14424,0.7349005144307362,0.037971353601479324,0.9249649562303333,0.0004938876230582423
2.9555374236999787,14424,0.5776183385732836,0.037971353601479324,0.8734269114721158,-0.00054719857440233
2.441471714158793,14424,0.5566990765195748,0.037971353601479324,0.8632409175490281,-0.000492992738635678
2.360095877673096,11993,0.47964968315596623,0.037971353601479324,0.8610566276150919,0.0003951380616271649
1.86414530347893,10812,0.42570068726312554,0.037971353601479324,0.9391149055928523,0.00053272619127398
1.6055993821726227,16415,0.39311250448559737,0.037971353601479324,0.7796580174236709,0.000608056822109404
1.6056024590755975,16415,0.3513797959711081,0.037971353601479324,0.8594616619091227,0.0006422926088447412
1.6056024660288912,16415,0.38774305868246106,0.043858685573542805,0.581231828748372,0.0015892386165319294
1.6056024656582195,16415,0.3732294911694913,0.037971353601479324,0.5740804785936646,0.0014124035900522358
1.6056024657247432,16415,0.3673386650358634,0.037971353601479324,0.5718810345139858,0.0013790682955132638
1.6056024657150163,16415,0.3612315570114688,0.037971353601479324,0.5718810344936571,0.0013726305037238262
1.605602562075125,16415,0.33586133806490465,0.037971353601479324,0.378892778927586,0.001395301310409991
1.605602562076159,16415,0.3240877558416351,0.037971353601479324,0.34061006403165806,0.0013820568273459344
1.6056025619568077,16415,0.31292396366646097,0.037971353601479324,0.30179997861401375,0.0013730579490882633
1.6056025623025825,16415,0.27838868670767886,0.037971353601479324,0.30179997861309715,0.001077558320268679
1.605602562296453,16415,0.2650187550782744,0.037971353601479324,0.2370909987015679,0.00106098317017711
1.605602562291553,16415,0.2529086500012662,0.037971353601479324,0.23709099871028627,0.0010295202029055872
1.5960777211391177,16418,0.25305743433449585,0.037971353601479324,0.23540664922096965,0.0010326480375439928
1.6520802424572836,16398,0.2496848656181477,0.037971353601479324,0.23931293490323924,0.0011282239496281932
1.6520802424719077,16398,0.23915544762946234,0.037971353601479324,0.23931293488715966,0.0011333281193302014
1.6520802423754302,16398,0.21674745774924017,0.037971353601479324,0.2393129349943024,0.0010475723654295166
1.6520404718310386,16398,0.21410487127735467,0.037971353601479324,0.2392989122957161,0.001049897449426851
1.6522566946940325,16398,0.20661970054190454,0.037971353601479324,0.2393678557638239,0.0010661576188510935
1.6522565481819032,16398,0.20423651183440136,0.037971353601479324,0.23936780439860428,0.0010686364399887793
1.6522576085287,16398,0.19522121557230077,0.037971353601479324,0.2393681608298408,0.0010745939218352873
1.6522576083412026,16398,0.17032601457592306,0.037971353601479324,0.2393681609745144,0.000992948154667772
1.6522576117934793,16398,0.1654002004978507,0.037971353601479324,0.2393681619846717,0.0009958419949569475
1.652257611763156,16398,0.1636906039933825,0.037971353601479324,0.239368161986107,0.0009963318509775831
1.6522576119528287,16398,0.15754267040292327,0.037971353601479324,0.23936816205415568,0.0009984146040125097
1.6522576119746741,16398,0.15209458207410081,0.037971353601479324,0.23936816203805478,0.0010001612389842762
0.5119693704352523,15602,0.0960842116526415,0.01207435974544703,0.1828016322536783,9.14162391438822e-05
