breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 75.77747491, 472.6527397 , 484.68625034])]","[array([-0.17203921, -0.13692662, -2.0367281 , -2.89693057,  1.05355025,
       -1.06861084])]"
1665,movel,"[array([ 83.54413863, 519.48089055, 587.0958017 ])]","[array([-0.06557942, -0.32667969, -1.97285614, -2.96787904,  1.19583905,
       -1.09640173])]"
3332,movel,"[array([ 82.34453099, 525.83385483, 600.6382392 ])]","[array([-0.05222121, -0.33884855, -1.98777556, -2.966443  ,  1.20981309,
       -1.10183888])]"
4999,movel,"[array([ 80.74788384, 533.65162222, 616.2950374 ])]","[array([-0.03886027, -0.3493161 , -1.99897726, -2.96677384,  1.22580053,
       -1.10908657])]"
6665,movel,"[array([ 76.31692209, 542.11993559, 631.42560927])]","[array([-0.02473763, -0.36005136, -2.00781994, -2.9674493 ,  1.24029046,
       -1.11746778])]"
8332,movel,"[array([ 70.54331391, 550.35295532, 645.03641931])]","[array([-0.00993873, -0.36658733, -2.01834861, -2.96815254,  1.25166784,
       -1.12615118])]"
9999,movel,"[array([ 61.17053506, 557.45124134, 655.55074825])]","[array([ 0.00642499, -0.37506658, -2.02373608, -2.96852192,  1.26060085,
       -1.1335958 ])]"
11665,movel,"[array([ 49.59967829, 563.50894772, 663.62785463])]","[array([ 0.02425316, -0.3831815 , -2.02686882, -2.96683834,  1.26870875,
       -1.1395892 ])]"
13332,movel,"[array([ 38.1746497 , 568.58325149, 669.75132604])]","[array([ 0.04372118, -0.38442033, -2.03751911, -2.96240989,  1.27429237,
       -1.14440061])]"
14999,movel,"[array([ 22.90625447, 572.28701083, 673.52797295])]","[array([ 0.0649162 , -0.39243169, -2.03710986, -2.95565399,  1.28248631,
       -1.14681054])]"
16665,movel,"[array([  8.63695839, 575.05574153, 675.40027354])]","[array([ 0.0870712 , -0.39270606, -2.04549882, -2.94578011,  1.28808246,
       -1.14821563])]"
18332,movel,"[array([ -7.82191458, 576.28616271, 674.91004069])]","[array([ 0.11048978, -0.3960576 , -2.04768479, -2.93336568,  1.29492698,
       -1.14740788])]"
19999,movel,"[array([-24.10665252, 576.13229262, 672.08718951])]","[array([ 0.13470173, -0.39567213, -2.0525374 , -2.91799486,  1.30047983,
       -1.14497861])]"
21665,movel,"[array([-41.78963213, 573.86914267, 666.34677128])]","[array([ 0.16018424, -0.396655  , -2.05329234, -2.90004138,  1.30583714,
       -1.14006944])]"
23332,movel,"[array([-59.25190559, 569.98913826, 658.19195275])]","[array([ 0.18631703, -0.39452608, -2.05492143, -2.87835271,  1.31071742,
       -1.13329171])]"
24999,movel,"[array([-77.28312844, 563.83936401, 647.13685473])]","[array([ 0.21375219, -0.39121207, -2.05523669, -2.85283065,  1.31506973,
       -1.12410391])]"
26665,movel,"[array([-95.5411794 , 555.04206895, 632.90490017])]","[array([ 0.24232243, -0.3859504 , -2.05374935, -2.82302418,  1.31874508,
       -1.1122598 ])]"
28332,movel,"[array([-114.09052798,  542.68422946,  614.65552585])]","[array([ 0.27223961, -0.3783736 , -2.05011546, -2.78878709,  1.32032313,
       -1.09745074])]"
29999,movel,"[array([-132.82263088,  525.98235242,  592.20215063])]","[array([ 0.30360479, -0.36787503, -2.04394142, -2.74971032,  1.31926802,
       -1.07949362])]"
31665,movel,"[array([-151.70485253,  504.01597237,  565.71108975])]","[array([ 0.33671191, -0.35402407, -2.03508469, -2.70549835,  1.3150605 ,
       -1.05832122])]"
33332,movel,"[array([-170.57037173,  475.69914258,  535.58774457])]","[array([ 0.37184622, -0.33625486, -2.02389677, -2.65649662,  1.30655157,
       -1.03419843])]"
34999,movel,"[array([-189.24905075,  440.46265079,  503.26460345])]","[array([ 0.40859876, -0.31569754, -2.00876731, -2.6035641 ,  1.29400073,
       -1.00762132])]"
36665,movel,"[array([-206.70378542,  398.46842959,  470.84185347])]","[array([ 0.44720344, -0.29264701, -1.99195464, -2.54809397,  1.27740033,
       -0.97951476])]"
38332,movel,"[array([-221.56866392,  351.18512208,  440.96401981])]","[array([ 0.4871792 , -0.26999353, -1.97240119, -2.4907954 ,  1.25969599,
       -0.94986132])]"
39999,movel,"[array([-231.06226882,  300.96565882,  415.30889194])]","[array([ 0.5291078 , -0.2478287 , -1.95488756, -2.43248696,  1.24199352,
       -0.91883555])]"
41665,movel,"[array([-233.16790483,  250.81091982,  394.66605875])]","[array([ 0.57269322, -0.22821884, -1.94012932, -2.37363234,  1.22624586,
       -0.88598754])]"
43332,movel,"[array([-227.57304676,  203.36925593,  378.6158775 ])]","[array([ 0.61724637, -0.21187667, -1.92924785, -2.31579811,  1.2118928 ,
       -0.85249447])]"
44999,movel,"[array([-214.42242981,  160.79968978,  366.66954069])]","[array([ 0.66215289, -0.19986401, -1.9217532 , -2.25941102,  1.19932867,
       -0.81825458])]"
46665,movel,"[array([-194.67908263,  124.62252893,  358.14140498])]","[array([ 0.70697369, -0.1927802 , -1.91828394, -2.20466115,  1.18810255,
       -0.78394223])]"
48332,movel,"[array([-170.67811515,   95.3145477 ,  352.66438844])]","[array([ 0.75044883, -0.19124676, -1.91581495, -2.15249017,  1.17817976,
       -0.7499287 ])]"
49999,movel,"[array([-74.8619017 ,   2.9131614 , 337.99403266])]","[array([ 0.90877759, -0.21024584, -1.92331096, -1.95197313,  1.11320662,
       -0.66935644])]"
