breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
1000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
1500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
2000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
2500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
3000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
3500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
4000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
4500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
5000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
5500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
6000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
6500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
7000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
7500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
8000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
8500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
9000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
9500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
10000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
10500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
11000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
11500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
12000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
12500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
13000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
13500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
14000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
14500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
15000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
15500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
16000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
16500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
17000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
17500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
18000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
18500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
19000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
19500,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
20000,movel_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([ 0.        ,  0.84299403, -0.12217305, -0.        ,  0.97389372,
        0.        ])]"
