breakpoints,primitives,points
0,movej_fit,"[array([ 0.21634026,  0.6813777 ,  0.32118014, -0.41165642, -1.6079709 ,
        0.11239767])]"
197,movel_fit,"[array([2194.09789394,  746.90898331, 1152.45988097])]"
469,movec_fit,"[array([2201.25666237,  738.64799478, 1219.39147796]), array([2208.08813736,  726.44748905, 1284.74087565])]"
678,movec_fit,"[array([2212.70740403,  713.13442404, 1333.88532382]), array([2216.53368228,  696.66238258, 1381.61638725])]"
924,movec_fit,"[array([2219.83958378,  673.63160594, 1435.97947424]), array([2221.77218919,  647.43330512, 1487.89058605])]"
1148,movec_fit,"[array([2222.18849475,  620.81728414, 1532.79408698]), array([2221.38336737,  592.10881135, 1575.27365968])]"
1377,movel_fit,"[array([2217.27388907,  531.14770217, 1655.73278181])]"
1652,movel_fit,"[array([2208.57507142,  460.13412814, 1737.81856098])]"
1965,movel_fit,"[array([2198.13133974,  390.48292776, 1816.25090331])]"
2315,movel_fit,"[array([2186.31009601,  322.02269771, 1887.99862346])]"
2656,movel_fit,"[array([2175.00862049,  260.97409177, 1947.23259507])]"
2956,movel_fit,"[array([2164.38337077,  207.69375144, 1993.39628815])]"
3222,movel_fit,"[array([2154.69083871,  161.05659129, 2030.672123  ])]"
3475,movel_fit,"[array([2145.33218949,  116.77921167, 2063.01639572])]"
3725,movel_fit,"[array([2136.13041089,   72.63629168, 2091.86046268])]"
3971,movel_fit,"[array([2127.60873648,   28.89645443, 2116.63457988])]"
4195,movel_fit,"[array([2120.8184584 ,  -10.62298221, 2135.39619159])]"
4448,movec_fit,"[array([2117.34477319,  -31.89608086, 2144.25768947]), array([2113.69231334,  -53.12449467, 2152.66197084])]"
4702,movel_fit,"[array([2104.82192397,  -93.93511725, 2168.96302004])]"
4915,movel_fit,"[array([2091.09860212, -124.74198335, 2184.76847232])]"
5000,movel_fit,"[array([2085.07755815, -136.25152336, 2189.26406965])]"
