x,y,z,R1,R2,R3,R4,R5,R6,R7,R8,R9
815.4772758456845,247.86700296762646,1058.0100714080186,0.10119939855252476,0.2419825265591803,0.9649886727690865,-0.040256558603671576,0.9701699364942813,-0.23906004227405253,-0.9940513524069048,-0.014654390561132668,0.10792199782845653
815.3889175179802,247.65352488155577,1058.2394793223868,0.10149855301005488,0.2422386984427178,0.9648929768184881,-0.04020804292288818,0.9701082359653114,-0.23931845686570666,-0.9940228151411699,-0.01450598114744258,0.10820452619818534
815.3005591902759,247.44004679548507,1058.4688872367549,0.10179771111354224,0.24249480810172125,0.9647971258538001,-0.040159606972538515,0.9700464578231528,-0.23957686789956512,-0.9939941810593537,-0.01435749659459612,0.10848700526644249
815.2122008625715,247.22656870941438,1058.6982951511231,0.10209687281215836,0.24275085549266368,0.9647011198913154,-0.04011125076085509,0.9699846020782811,-0.2398352753317136,-0.9939654501663414,-0.014208936927827254,0.10876943498521661
815.1238425348671,247.0130906233437,1058.9277030654912,0.10239603805507426,0.2430068405720289,0.9646049589473529,-0.040062974296056854,0.9699226687411847,-0.2400936791182385,-0.993936622467035,-0.014060302172382768,0.1090518153065047
815.0354842071628,246.799612537273,1059.1571109798595,0.10269520679146028,0.2432627632963112,0.9645086430382582,-0.040014777586349234,0.969860657822366,-0.24035207921522692,-0.9939076979663526,-0.013911592353522162,0.10933414618231219
814.9471258794584,246.5861344512023,1059.3865188942275,0.10299437897048622,0.2435186236220154,0.9644121721804029,-0.03996666063992406,0.9697985693323399,-0.24061047557876644,-0.9938786766692286,-0.013762807496517728,0.10961642756465284
814.8587675517541,246.37265636513158,1059.6159268085958,0.10329355454132126,0.24377442150565706,0.9643155463901854,-0.03991862346495966,0.9697364032816347,-0.24086886816494535,-0.9938495585806143,-0.013613947626654467,0.10989865940554891
814.7704092240498,246.15917827906088,1059.8453347229638,0.10359273345313404,0.24403015690376223,0.9642187656840294,-0.03987066606962075,0.9696741596807918,-0.24112725692985254,-0.9938203437054772,-0.013465012769230213,0.11018084165703104
814.6820508963455,245.9457001929902,1060.074742637332,0.10389191565509258,0.24428582977286759,0.9641218300783864,-0.03982278846205858,0.9696118385403663,-0.24138564182957764,-0.9937910320488011,-0.013316002949555426,0.11046297427113833
